ID,P.Value,logFC,Gene.symbol
216593_s_at,0.4702638,0.40135657,PIGC
217882_at,0.4704788,-0.21753766,EMC3
221384_at,0.4705256,0.43905934,UCP1
214315_x_at,0.4705336,-0.19301137,CALR
220496_at,0.4705826,0.49041947,CLEC1B
204026_s_at,0.4705956,-0.21241002,ZWINT
220878_at,0.4706445,0.84221391,
AFFX-BioDn-3_at,0.4707596,0.23846765,
215474_at,0.4709172,-0.46150819,
220068_at,0.4709898,-0.48181636,VPREB3
209061_at,0.4710288,0.43899405,NCOA3
202093_s_at,0.4710616,0.19597817,PAF1
217698_at,0.4710678,0.75371373,
206956_at,0.4710753,0.38390446,PMF1-BGLAP///PMF1///BGLAP
202153_s_at,0.4711316,0.24298606,NUP62
209783_at,0.4711486,0.27488647,DBP
206835_at,0.4711739,0.51669804,STATH
204632_at,0.4712394,0.233676,RPS6KA4
200814_at,0.4712569,-0.24479803,PSME1
220223_at,0.47126,-0.51804733,ATAD5
214137_at,0.4713213,0.25338693,PTPRJ
209344_at,0.4713314,-0.44682731,TPM4
204897_at,0.4714237,-0.26225209,PTGER4
216210_x_at,0.4714425,0.32715939,TRIOBP
217458_at,0.4714597,-0.28107596,
212017_at,0.4714643,0.16412769,FAM168B
220933_s_at,0.471478,0.19199005,ZCCHC6
219645_at,0.471499,0.22291159,CASQ1
221014_s_at,0.471526,0.20353322,RAB33B
211128_at,0.4715666,0.612875,EDA
216571_at,0.4716116,0.28384036,SMPD1
207568_at,0.4716358,0.32009809,CHRNA6
203577_at,0.471639,-0.41564346,GTF2H4
217896_s_at,0.4716473,-0.18024552,FAM192A
201464_x_at,0.4717527,0.26375437,JUN
213092_x_at,0.4717869,0.16797261,DNAJC9
207020_at,0.4718107,0.23597848,HSF2BP
212154_at,0.4718672,-0.48473931,SDC2
203276_at,0.4718842,0.62182966,LMNB1
AFFX-HUMRGE/M10098_3_at,0.4719087,0.4107956,
209138_x_at,0.4719753,0.55093572,IGLC1
206847_s_at,0.4719895,-0.61655163,HOXA7
210129_s_at,0.4720109,-0.31262484,ARPC4-TTLL3///TTLL3///ARPC4
215576_at,0.4720198,0.3613262,
211782_at,0.4720763,0.48562744,IDS
206607_at,0.4721514,0.52721301,CBL
221879_at,0.4721834,-0.38884618,CALML4
215171_s_at,0.4722255,-0.25088079,TIMM17A
211036_x_at,0.4722388,0.20010987,ANAPC5
206402_s_at,0.4722474,0.40701799,NPFF
210471_s_at,0.4722761,-0.44519645,KCNAB1
214766_s_at,0.4722796,0.30183911,AHCTF1
203772_at,0.4722835,0.65903833,BLVRA
208476_s_at,0.4722903,-0.24132665,FRMD4A
206070_s_at,0.4723377,-0.70741824,EPHA3
209970_x_at,0.4723378,0.27019397,CASP1
202385_s_at,0.4724294,-0.16554752,TCOF1
201983_s_at,0.4724671,0.27972411,EGFR
210410_s_at,0.472488,0.44177299,MSH5-SAPCD1///SAPCD1///MSH5
211241_at,0.4725813,0.4873726,ANXA2P3
221558_s_at,0.4725817,0.24063372,LEF1
218783_at,0.4725916,-0.42334987,INTS7
221511_x_at,0.4726023,-0.184175,DYX1C1-CCPG1///CCPG1
217598_at,0.472618,0.17606708,CINP
208768_x_at,0.4726905,-0.19031262,RPL22
214310_s_at,0.4727332,0.43294153,ZFPL1
221037_s_at,0.4727662,0.64760088,SLC25A31
219387_at,0.4727854,-0.53225278,CCDC88A
217194_at,0.4727966,-0.59485432,RASAL2
201232_s_at,0.4728541,-0.22647879,PSMD13
215187_at,0.4729664,0.56392964,LOC55338
209228_x_at,0.4730866,-0.37726031,TUSC3
207845_s_at,0.4731071,0.50074147,ANAPC10
203014_x_at,0.4732661,0.16929284,SGSM3
216717_at,0.4732887,0.68355535,SUPT20H
204209_at,0.4732955,0.1790818,PCYT1A
206442_at,0.4733255,0.6711753,SEMG1
219713_at,0.473342,0.40069454,SHPK
218011_at,0.4733671,-0.22374931,UBL5
204850_s_at,0.4734526,-0.26053433,DCX
218742_at,0.4734646,-0.25401473,NARFL
200759_x_at,0.4734786,0.18973378,NFE2L1
215651_at,0.4734802,-0.29903529,
200919_at,0.4735099,0.19060603,PHC2
212366_at,0.4735448,0.21142077,ZNF292
215925_s_at,0.4735624,0.47244569,CD72
211285_s_at,0.4735941,-0.18980004,UBE3A
205626_s_at,0.4736334,0.44865702,CALB1
213511_s_at,0.4736863,0.19844519,MTMR1
206021_at,0.4738869,0.66714929,SCAND2P
221335_x_at,0.4739068,-0.22878401,SMG9
221888_at,0.4739479,-0.43775075,CC2D1A
208587_s_at,0.4739649,0.30982546,OR1E2///OR1E1
205659_at,0.4739839,0.23056962,HDAC9
221311_x_at,0.4739903,-0.24947916,LYRM2
208621_s_at,0.4739909,-0.51042859,EZR
219601_s_at,0.4740054,0.22175429,C10orf12
222250_s_at,0.4740056,-0.51953912,INTS7
221064_s_at,0.4740354,0.21032329,UNKL
210298_x_at,0.4740375,-0.61746725,FHL1
211516_at,0.4740663,0.19255838,IL5RA
221821_s_at,0.4740716,-0.20240595,KANSL2
213572_s_at,0.4740761,0.28188431,SERPINB1
215798_at,0.4741864,0.18738448,ALDH1L1
221651_x_at,0.4742273,-0.49051369,IGK///IGKC
204893_s_at,0.4742379,0.20466307,ZFYVE9
208759_at,0.4742733,0.16197468,NCSTN
208783_s_at,0.474354,-0.20167096,CD46
204146_at,0.4743634,0.32314299,RAD51AP1
202896_s_at,0.4744177,-0.17449147,SIRPA
204677_at,0.4744266,-0.38026616,CDH5
208199_s_at,0.4744646,0.34692284,ZBTB14
220326_s_at,0.4745201,0.22340907,ARHGEF40
222120_at,0.4745838,0.40543528,ZNF764
37943_at,0.4746,0.23139551,ZFYVE26
214252_s_at,0.4746109,0.17504118,CLN5
220720_x_at,0.4746457,0.24544468,MZT2B
206373_at,0.4746904,0.41013932,ZIC1
200929_at,0.4747742,0.16177835,TMED10
221978_at,0.4747745,0.26173179,HLA-F
209739_s_at,0.4747838,0.24272734,PNPLA4
204522_at,0.474838,0.3690259,DXO
203074_at,0.4748397,0.17292402,ANXA8L1///ANXA8
204899_s_at,0.4749609,-0.56783905,SAP30
200859_x_at,0.4749739,0.25948706,FLNA
212208_at,0.4750152,0.23449488,MED13L
211009_s_at,0.4751905,0.1677669,ZNF271P
212839_s_at,0.4753888,-0.20643602,TROVE2
214500_at,0.4754627,-0.61920123,H2AFY
210759_s_at,0.4755041,-0.20757101,PSMA1
206895_at,0.4755862,0.5319472,PPP1R3A
215271_at,0.4755952,0.33451319,TNN
203997_at,0.4756345,0.23948008,PTPN3
201956_s_at,0.475661,-0.1438755,GNPAT
202859_x_at,0.4757108,-0.31427674,CXCL8
204319_s_at,0.4757845,-0.22331563,RGS10
221984_s_at,0.4758106,0.19851025,FAM134A
210545_at,0.4759236,0.20863103,ITSN2
208473_s_at,0.4759407,0.24859062,GP2
218100_s_at,0.4759801,0.14995689,IFT57
215753_at,0.4760106,0.65323367,
209878_s_at,0.476042,-0.29590242,RELA
215060_at,0.4760715,0.40655569,LOC101927610
218681_s_at,0.4760751,-0.16924229,SDF2L1
44065_at,0.4761323,-0.19523941,RITA1
222211_x_at,0.476204,0.26577948,SCAND2P
221957_at,0.4762086,0.16996699,PDK3
216722_at,0.4762257,0.69320668,VENTXP1
211538_s_at,0.4762368,0.19332949,HSPA2
207658_s_at,0.4762911,0.56617005,FOXG1
221105_at,0.4763803,-0.27079448,
220337_at,0.4763907,0.44704402,NGB
214767_s_at,0.476407,0.25374481,HSPB6
209262_s_at,0.476447,0.31458816,NR2F6
211251_x_at,0.47646,-0.19439307,NFYC
201090_x_at,0.4765725,-0.14509718,TUBA1B
207211_at,0.4766647,0.26935613,USP2
201821_s_at,0.4767698,-0.58899875,TIMM17A
205753_at,0.4768659,0.34527367,CRP
201686_x_at,0.4769841,-0.21270305,API5
212071_s_at,0.4770419,-0.17155531,SPTBN1
205290_s_at,0.4770993,-0.29249573,BMP2
205027_s_at,0.4771575,-0.54680926,MAP3K8
213416_at,0.477224,-0.54042987,ITGA4
203232_s_at,0.4772567,-0.17017541,ATXN1
208212_s_at,0.4773277,-0.2931792,ALK
201598_s_at,0.4773918,0.19955772,INPPL1
45828_at,0.4774063,-0.18387777,ATP5SL
217493_x_at,0.4774486,-0.37272368,NCR2
212200_at,0.4774487,0.19532674,ANKLE2
204168_at,0.47749,0.15396798,MGST2
220377_at,0.4775576,0.21571825,FAM30A
207296_at,0.4775688,0.58609875,ZNF343
204387_x_at,0.4776431,0.23227076,MRPL57
205926_at,0.477666,0.23904321,IL27RA
215844_at,0.4776703,0.44568655,TNPO2
215998_at,0.477744,0.56066936,
208117_s_at,0.477752,-0.32225831,LAS1L
221834_at,0.4777711,0.16272952,LOC100507577///LONP2
211200_s_at,0.4779261,0.30174534,EFCAB2
204383_at,0.477937,0.20072122,TSSK2///DGCR14
217560_at,0.4779537,0.53966867,GGA1
203051_at,0.4780141,0.22065853,BAHD1
201221_s_at,0.4780626,0.30385992,SNRNP70
218093_s_at,0.4782157,-0.19204824,ANKRD10
214485_at,0.4782817,0.22769085,ODF1
212583_at,0.4782972,0.18011248,AQR
209148_at,0.4784196,0.17198351,RXRB
48808_at,0.4784402,0.35393261,DHFR
205122_at,0.4784484,-0.1868313,MSANTD3-TMEFF1///TMEFF1
212971_at,0.4784891,0.18895145,CARS
218423_x_at,0.4785506,-0.16080077,VPS54
215471_s_at,0.4785658,-0.26163766,MAP7
209919_x_at,0.4786704,-0.20316988,GGT2///GGTLC1///GGTLC2///GGT1
217226_s_at,0.4786855,0.18785501,SFXN3
214756_x_at,0.4786903,-0.18262576,PMS2P1
217065_at,0.4786946,-0.56470109,
206244_at,0.478718,0.41458044,CR1
208306_x_at,0.4787461,-0.24849823,HLA-DRB1
203484_at,0.4788182,-0.34301282,SEC61G
205182_s_at,0.4788227,0.22500488,ZNF324
221570_s_at,0.4788657,-0.27418679,METTL5
206079_at,0.4789101,0.4131181,CHML
222009_at,0.4789564,0.28165333,CEMP1
213468_at,0.4789874,-0.48057615,ERCC2
220218_at,0.4790196,0.48290137,SPATA6L
205351_at,0.4790507,-0.40057775,GGCX
222105_s_at,0.4791694,0.45538544,NKIRAS2
202475_at,0.4792066,-0.18144271,TMEM147
222243_s_at,0.4792436,0.2934685,TOB2
206372_at,0.4792807,0.48366876,MYF6
204719_at,0.4793233,0.25670369,ABCA8
211175_at,0.4794384,0.41297508,GPR45
221261_x_at,0.4795436,0.18488858,SNORA11E///SNORA11D///MAGED4///MAGED4B
207655_s_at,0.4795551,-0.29494111,BLNK
201711_x_at,0.4795665,-0.29638152,RANBP2
208469_s_at,0.4796262,-0.37806217,PPT2-EGFL8///EGFL8///PPT2
210697_at,0.4796791,0.55193363,ZNF257
213519_s_at,0.4797233,-0.42039224,LAMA2
209607_x_at,0.4797386,-0.21165103,SLX1B-SULT1A4///SLX1A-SULT1A3///SULT1A4///SULT1A3
212910_at,0.4797439,0.2565479,THAP11
212197_x_at,0.4797805,-0.15476996,MPRIP
208429_x_at,0.4798004,-0.32788995,HNF4A
203817_at,0.479818,-0.2724338,GUCY1B3
213616_at,0.4798859,-0.25031735,TPGS2
219932_at,0.4799089,0.26051826,SLC27A6
42361_g_at,0.4799186,0.24960729,CCHCR1
218048_at,0.4799333,-0.19396512,COMMD3
217207_s_at,0.4800108,0.20425376,BTNL3
202342_s_at,0.4801391,-0.24242108,TRIM2
207902_at,0.4801572,0.41967305,IL5RA
202047_s_at,0.4801892,-0.18380385,CBX6
207431_s_at,0.4802016,-0.21362315,DEGS1
217083_at,0.4802954,-0.34867371,IGHV3-75
216678_at,0.4803108,-0.14621551,IFT122
206866_at,0.480469,0.2659689,CDH4
203173_s_at,0.4805206,-0.17460587,C16orf62
210955_at,0.4805368,0.50629166,CASP10
219677_at,0.480632,0.24380291,SPSB1
202909_at,0.4807466,0.1988553,EPM2AIP1
212355_at,0.4807599,0.17778612,KHNYN
221674_s_at,0.4807604,-0.33812359,CHRD
202313_at,0.4807876,0.15191208,PPP2R2A
207815_at,0.4807878,0.89029805,PF4V1
205545_x_at,0.4808365,0.17293572,DNAJC8
206271_at,0.4808423,0.26429665,TLR3
208942_s_at,0.4809052,0.15585256,SEC62
208162_s_at,0.4810192,0.48252226,
219749_at,0.4810256,0.19086427,SH2D4A
202630_at,0.4811048,-0.21197062,APPBP2
207740_s_at,0.4811724,-0.29305654,NUP62
205541_s_at,0.4811748,-0.2370497,GSPT2
221315_s_at,0.4811832,-0.51070658,FGF22
214547_at,0.4812365,0.69199162,ADCY10
216736_at,0.4812737,-0.37090884,TM6SF2
201112_s_at,0.48129,-0.2023059,CSE1L
214921_at,0.4813139,-0.22091496,KCNMA1
214726_x_at,0.4813786,-0.16937572,ADD1
217215_s_at,0.4814438,0.19226112,
201818_at,0.4815864,0.16980496,LPCAT1
202932_at,0.4816316,0.20394841,YES1
207260_at,0.4816333,0.26855927,FEV
216863_s_at,0.4816608,-0.21230549,MORC2
206072_at,0.481693,0.38366281,UCN
218241_at,0.481707,0.15761324,GOLGA5
218879_s_at,0.4818621,-0.40023808,MTHFSD
203053_at,0.4819255,-0.30930634,BCAS2
200009_at,0.4820495,-0.20508747,GDI2
206299_at,0.4820819,0.2391558,FAM155B
210530_s_at,0.4821042,-0.25574249,NR2C1
222322_at,0.4821825,-0.61837144,
216852_x_at,0.4821985,0.22492647,IGLJ3
205401_at,0.4822047,0.1821002,AGPS
205019_s_at,0.4822611,0.5073626,VIPR1
207408_at,0.4822673,0.21678715,SLC22A14
222059_at,0.4822753,-0.37195733,ZNF335
36499_at,0.4823503,-0.1972373,CELSR2
219549_s_at,0.4823675,-0.21893914,RTN3
201550_x_at,0.4823886,-0.15749744,ACTG1///ACTB
212774_at,0.4824157,-0.16829404,ZBTB18
204005_s_at,0.4824389,0.33188973,PAWR
212681_at,0.4825181,-0.24179958,EPB41L3
211825_s_at,0.4825356,0.30063606,FLI1
54970_at,0.4825392,-0.22351693,ZMIZ2
204563_at,0.4826207,0.28433941,SELL
216239_at,0.4826227,-0.53596984,BBS9
208585_at,0.4826295,0.3156796,BTN2A3P
211727_s_at,0.4826376,-0.32553731,COX11
202452_at,0.4826461,0.18971508,ZER1
211704_s_at,0.4830007,-0.32439597,SPIN2B///SPIN2A
200863_s_at,0.4830446,-0.15396118,RAB11A
203598_s_at,0.4831119,-0.29385855,WBP4
214251_s_at,0.4831322,-0.783633,NUMA1
220602_s_at,0.4831998,0.21312255,LOC101929479///LOC727751///LOC642423///GOLGA2P7///GOLGA2P10
216277_at,0.4832934,0.50056971,BUB1
205631_at,0.4833891,0.17862137,KIAA0586
214939_x_at,0.4833979,0.29825525,AFDN
213398_s_at,0.483398,0.15851192,SDR39U1
214854_at,0.4834671,0.54575926,
200812_at,0.4835422,-0.37406386,CCT7
209019_s_at,0.4835542,0.21008498,PINK1
204414_at,0.4835938,0.29998408,LARGE1
221997_s_at,0.4836166,0.23983963,MRPL52
210156_s_at,0.4836262,-0.4596386,PCMT1
219502_at,0.4836945,-0.32915179,NEIL3
214861_at,0.4837508,-0.1829657,KDM4C
219265_at,0.4837837,0.2005027,MOB3B
203384_s_at,0.4837846,-0.19793381,GOLGA1
219056_at,0.4837945,-0.24785215,RNASEH2B
218284_at,0.4838416,0.22066956,SMAD3
202563_at,0.4838467,0.54723607,C14orf1
208129_x_at,0.4838491,-0.40324137,LOC101928269///LOC100506403///RUNX1
201580_s_at,0.4839151,0.18660284,TMX4
221158_at,0.4839655,0.18778854,PAXBP1
207638_at,0.4840537,-0.19099867,TMPRSS15
204110_at,0.4840817,0.42963323,HNMT
209620_s_at,0.484091,-0.25643857,ABCB7
210476_s_at,0.4841741,0.26381784,PRLR
211920_at,0.4842187,-0.50127129,CFB
219128_at,0.4842358,0.17299744,C2orf42
212380_at,0.4844237,0.18892188,CMTR1
220815_at,0.4844241,0.28384139,CTNNA3
200776_s_at,0.4844743,-0.20630484,BZW1
215305_at,0.4844747,0.37443219,PDGFRA
216941_s_at,0.484476,-0.4222723,TAF1B
204581_at,0.4845017,0.54032371,CD22
207384_at,0.4845447,0.37716391,PGLYRP1
202682_s_at,0.4845776,0.21435168,USP4
217589_at,0.4845826,0.51244229,RAB40A
218957_s_at,0.484633,-0.17667288,PAAF1
216476_at,0.4846378,0.33017772,
217937_s_at,0.4846432,0.41646274,HDAC7
203315_at,0.484728,-0.2305753,NCK2
219925_at,0.4848208,0.49764127,ZMYM6
211849_s_at,0.484838,0.53704087,RNGTT
207769_s_at,0.4848401,-0.57040008,PQBP1
218429_s_at,0.4848556,-0.16208472,C19orf66
221599_at,0.4849111,-0.26590673,AAMDC
202512_s_at,0.4849141,-0.17531955,ATG5
200723_s_at,0.4849832,-0.2330129,CAPRIN1
218215_s_at,0.4851597,-0.28043993,NR1H2
220571_at,0.4852531,-0.32322985,PRDM11
211994_at,0.4853216,-0.18506827,WNK1
220992_s_at,0.4853378,0.25351766,TRMT1L
207000_s_at,0.485356,-0.36154355,PPP3CC
216415_at,0.4853748,0.53938862,DNAH3
200915_x_at,0.4854197,-0.14842165,KTN1
210692_s_at,0.4854687,0.25808055,SLC43A3
213769_at,0.4855065,0.45732309,KSR1
217041_at,0.4855082,0.26843457,NPTXR
218202_x_at,0.4855489,-0.50505677,MRPL44
218373_at,0.4855779,-0.26142764,AKTIP
219777_at,0.4855879,-0.25115342,GIMAP6
216960_s_at,0.4856505,0.20343786,ZNF133
215673_at,0.4857126,0.56009226,TEF
221347_at,0.4858908,-0.25244212,CHRM5
205349_at,0.4859028,-0.23755826,GNA15
209584_x_at,0.4859083,-0.31086586,APOBEC3C
211954_s_at,0.4860265,0.18414059,IPO5
219938_s_at,0.4860297,-0.25580886,PSTPIP2
217423_at,0.4860449,0.3094253,
215266_at,0.4860568,0.35748935,DNAH3
204884_s_at,0.4861914,0.4170209,HUS1
204238_s_at,0.4862106,-0.59866157,DNPH1
215370_at,0.4862901,-0.25238422,
212245_at,0.4863142,0.1631916,MCFD2
209098_s_at,0.4863161,0.27533254,JAG1
208277_at,0.4863403,0.22105395,PITX3
200852_x_at,0.4864247,0.18892294,GNB2
214053_at,0.4864383,-0.1561254,ERBB4
203524_s_at,0.486491,0.16404334,MPST
AFFX-PheX-M_at,0.4865275,0.6014935,
211912_at,0.4865496,0.46736369,MERTK
208589_at,0.4866357,0.30063779,TRPC7
217894_at,0.4866591,-0.22949376,KCTD3
205675_at,0.4866779,0.58679027,MTTP
206096_at,0.4866813,-0.35245193,ZNF35
208232_x_at,0.4866938,0.48913287,NRG1
205123_s_at,0.4867034,-0.30922905,MSANTD3-TMEFF1///TMEFF1
203219_s_at,0.4867318,-0.4317257,APRT
221806_s_at,0.4867628,0.21599136,SETD5
208483_x_at,0.4868622,0.21978447,KRT33A
215427_s_at,0.4868951,0.3769904,ZCCHC14
212065_s_at,0.4869235,-0.59584211,USP34
218125_s_at,0.487036,0.20792876,CCDC25
205160_at,0.4870461,0.17923311,PEX11A
221419_s_at,0.4870561,0.18155141,
202319_at,0.4870584,-0.25389753,SENP6
204924_at,0.4872033,0.41100382,TLR2
210065_s_at,0.4872763,0.50882541,UPK1B
201928_at,0.4873155,-0.18991041,PKP4
218724_s_at,0.4873293,-0.58098771,TGIF2
215415_s_at,0.4873483,0.41612056,LYST
211519_s_at,0.4873716,0.23095669,KIF2C
200845_s_at,0.4874089,0.21067075,PRDX6
219632_s_at,0.4874291,0.27892633,SHPK///TRPV1
203072_at,0.4875068,0.18164229,MYO1E
220670_at,0.4875915,0.34377975,
206712_at,0.4877177,-0.47865919,GRTP1
217333_at,0.4877451,0.53985999,
209444_at,0.4877553,-0.19315331,RAP1GDS1
218322_s_at,0.4878326,-0.23548339,ACSL5
209198_s_at,0.4878356,0.17496599,SYT11
214960_at,0.4879785,-0.34584447,API5
212215_at,0.4880871,-0.1909551,PREPL
211208_s_at,0.4880879,0.16442302,CASK
203135_at,0.4880894,-0.2125431,TBP
203081_at,0.4881017,-0.26600132,CTNNBIP1
205163_at,0.4881223,-0.33587707,MYLPF
220683_at,0.4881325,0.57804321,RDH8
213006_at,0.4881515,0.22784708,CEBPD
216345_at,0.4881711,0.51268248,ZSWIM8
219788_at,0.4882199,0.27419497,PILRA
219496_at,0.4882403,0.2041243,SOWAHC
206926_s_at,0.488282,-0.31734838,IL11
202207_at,0.4883102,-0.22179902,ARL4C
221708_s_at,0.4883678,0.18993031,UNC45A
202063_s_at,0.4884197,-0.33269062,SEL1L
209594_x_at,0.4884248,0.23721753,PSG9
222256_s_at,0.488435,-0.25589898,JMJD7///JMJD7-PLA2G4B
204526_s_at,0.4884412,-0.16263089,TBC1D8
215724_at,0.4884714,0.38931965,PLD1
209023_s_at,0.4885366,0.33272877,STAG2
215860_at,0.4885453,0.39030728,SYT12
222071_s_at,0.4886,0.58725283,SLCO4C1
221047_s_at,0.4886355,-0.2240093,MARK1
212253_x_at,0.4886458,-0.31529739,DST
211922_s_at,0.488927,-0.72987569,CAT
204425_at,0.4889391,0.43306552,ARHGAP4
214551_s_at,0.4889435,0.61545464,CD7
219992_at,0.4890137,-0.18139496,TAC3
220713_at,0.4891127,-0.29794668,DENND6B
203602_s_at,0.4891393,0.22679174,ZBTB17
207316_at,0.4891557,0.39944209,HAS1
218078_s_at,0.4891621,0.26886941,ZDHHC3
218158_s_at,0.4892295,-0.1533853,APPL1
211058_x_at,0.4892432,-0.1497876,TUBA1B
207013_s_at,0.4892868,-0.47765527,MMP16
201537_s_at,0.4893057,-0.40816399,DUSP3
208715_at,0.4893065,-0.18483293,TMCO1
214658_at,0.4893263,-0.23168679,TMED7-TICAM2///TMED7
203188_at,0.4894209,-0.31309883,B4GAT1
209316_s_at,0.4894269,-0.32646828,HBS1L
208412_s_at,0.4894722,-0.57354854,RARB
206119_at,0.4895205,0.33882649,BHMT
207626_s_at,0.489537,0.63245784,SLC7A2
211413_s_at,0.4895576,-0.28826726,PADI4
202379_s_at,0.4895683,0.25274125,NKTR
205178_s_at,0.4897068,0.18979129,RBBP6
203929_s_at,0.489823,0.18546618,MAPT
205447_s_at,0.4899485,0.40273387,MAP3K12
216267_s_at,0.4899574,-0.35781714,TMEM115
217069_at,0.4900187,-0.35465788,KMT2B
221342_at,0.4900487,0.39409945,C6orf25
215901_at,0.4901121,-0.32839164,ZNF81
213021_at,0.4901347,-0.14592719,GOSR1
212152_x_at,0.4901437,0.15744655,ARID1A
218032_at,0.4901781,0.28818943,SNN
202096_s_at,0.4902204,0.18885595,TSPO
211991_s_at,0.4902416,0.24488395,HLA-DPA1
204354_at,0.4902542,0.17204732,POT1
207941_s_at,0.4902783,0.15138816,RBM39
211712_s_at,0.4903058,-0.48500463,ANXA9
220075_s_at,0.4903255,0.3359516,CDHR5
219533_at,0.4903443,-0.48132502,CDKN1C
202815_s_at,0.4903721,0.19108773,HEXIM1
209241_x_at,0.490382,-0.17733866,MINK1
200891_s_at,0.4904102,-0.17452169,SSR1
201146_at,0.4904196,-0.19002993,NFE2L2
208676_s_at,0.4904249,0.19133506,PA2G4
202672_s_at,0.4904989,0.40116184,ATF3
211025_x_at,0.490527,-0.25274792,COX5B
215840_at,0.4905973,-0.40041375,DNAH2
213589_s_at,0.4906401,-0.28917613,B3GNTL1
206105_at,0.4907008,0.18478321,AFF2
217709_at,0.4907546,0.6922641,
207503_at,0.4907759,-0.37479893,TCP10
201817_at,0.4907786,0.18526118,UBE3C
212261_at,0.4909379,0.17445903,GIGYF2
221739_at,0.490944,-0.22496439,MYDGF
214213_x_at,0.490952,0.22690914,LMNA
220336_s_at,0.4910572,-0.33276054,GP6
219285_s_at,0.4910655,-0.34116314,NIN
203427_at,0.4910734,-0.16617437,ASF1A
220639_at,0.4910824,-0.51975579,TM4SF20
203829_at,0.4910951,-0.23080761,ELP4
217702_at,0.491175,-0.52176747,IL27RA
220227_at,0.4911915,0.2100904,CDH4
210288_at,0.4912021,0.17111979,KLRG1
206702_at,0.4912092,-0.19649666,TEK
220786_s_at,0.4912197,0.60269271,SLC38A4
203552_at,0.4912421,-0.16809226,MAP4K5
207773_x_at,0.4915577,0.44928455,CYP3A43
216412_x_at,0.4916498,-0.48766945,CKAP2///IGLC1
205756_s_at,0.4917035,-0.1826644,F8
201357_s_at,0.4917476,0.18956373,SF3A1
210827_s_at,0.4918863,-0.26286659,ELF3
218148_at,0.491896,0.181528,CENPT
217271_at,0.4919361,0.54418825,
208606_s_at,0.4921077,0.41914922,WNT4
220792_at,0.4922316,0.21187233,PRDM5
218198_at,0.4922387,0.21466996,DHX32
210838_s_at,0.4922772,-0.42067337,ACVRL1
202020_s_at,0.4923196,-0.19484962,LANCL1
218139_s_at,0.4923222,-0.1843779,AP5M1
214678_x_at,0.492409,-0.2719144,ZFX
219571_s_at,0.4924444,0.14903318,ZNF12
219896_at,0.4924737,0.35865854,CALY
221354_s_at,0.4924759,0.40064652,MCHR1
216661_x_at,0.4925187,0.25936474,CYP2C9
222309_at,0.4925534,-0.59863851,C6orf62
201409_s_at,0.4926383,0.16405203,PPP1CB
221132_at,0.4926728,0.3026598,CLDN18
220047_at,0.4927528,-0.54340738,SIRT4
218578_at,0.492756,-0.19941529,CDC73
207768_at,0.4928782,-0.34222546,EGR4
203605_at,0.4929016,0.14738517,SRP54
204961_s_at,0.4930049,0.46126924,NCF1C///NCF1B///NCF1
215610_at,0.4930425,0.31130279,
213264_at,0.4930591,-0.40238257,PCBP2
214483_s_at,0.4930855,0.25979728,ARFIP1
205013_s_at,0.4931251,0.23636237,SPECC1L-ADORA2A///ADORA2A
207545_s_at,0.4931731,0.23670944,LOC101930388///LOC101928143///NUMB
205632_s_at,0.4931995,-0.21213772,PIP5K1B
218697_at,0.4932172,0.1736465,NCKIPSD
202874_s_at,0.4932408,-0.23208358,ATP6V1C1
211590_x_at,0.4932961,0.2579852,TBXA2R
209187_at,0.493333,-0.14322098,DR1
212242_at,0.493347,-0.37146233,TUBA4A
222382_x_at,0.4933495,0.39868807,NUP205
210880_s_at,0.4933835,-0.57908053,EFS
39891_at,0.4934405,0.22397156,ZNF710
215758_x_at,0.4935178,-0.15220114,ZNF93
218442_at,0.493539,-0.18647567,TTC4
220214_at,0.4937006,0.2658367,ZNF215
216600_x_at,0.4937297,-0.34005332,ALDOB
216622_at,0.4937376,0.38093721,LAMB4
213220_at,0.4938526,-0.14704771,BBIP1
204175_at,0.4939288,-0.19720474,ZNF593
207866_at,0.4940347,0.60940259,BMP8A
201382_at,0.4940797,0.38416379,CACYBP
211395_x_at,0.4941317,-0.24076542,FCGR2C
209461_x_at,0.4941399,-0.53419255,WDR18
213010_at,0.4941408,0.457958,PRKCDBP
220382_s_at,0.4941517,0.51564956,ARHGAP28
202094_at,0.494168,-0.29242534,BIRC5
211542_x_at,0.4941864,-0.18791302,RPS10
217533_x_at,0.4941965,0.5972558,PWWP2A
203344_s_at,0.4942527,0.18792438,RBBP8
38918_at,0.4942729,0.22821195,SOX13
210113_s_at,0.4943418,0.20805402,NLRP1
201247_at,0.4943537,-0.26092283,SREBF2
203336_s_at,0.4943553,-0.28256027,ITGB1BP1
220689_at,0.4943972,0.26891888,NODAL
221953_s_at,0.4944414,-0.51886815,MMP24-AS1
215968_at,0.4944837,0.45497832,
203842_s_at,0.4945025,0.43450168,MAPRE3
201174_s_at,0.4946123,-0.18098836,TERF2IP
204738_s_at,0.4946329,0.17458671,KRIT1
207778_at,0.494639,-0.45928279,REG1CP
204871_at,0.4946977,-0.48757321,MTERF1
213456_at,0.4947019,-0.7307242,SOSTDC1
200771_at,0.4947046,0.23752941,LAMC1
201573_s_at,0.4947507,0.17310405,ETF1
202979_s_at,0.4947903,0.20490751,CREBZF
203018_s_at,0.4948244,-0.23931042,SSX2IP
210958_s_at,0.4948437,0.1799765,MAST4
207580_at,0.4948606,0.68954313,MAGEB4
