ID,P.Value,logFC,Gene.symbol
210034_s_at,0.1113949,0.68169668,RPL5///SNORD21
203361_s_at,0.1114457,1.11918618,GJA9-MYCBP///MYCBP
216782_at,0.1114528,0.85262412,
214300_s_at,0.1114858,1.16441448,TOP3A
212761_at,0.1116163,0.49128657,TCF7L2
217687_at,0.111717,0.44584318,ADCY2
208200_at,0.1117339,0.49648735,IL1A
219688_at,0.111741,-1.13017363,BBS7
AFFX-TrpnX-5_at,0.1117454,1.23156615,
205385_at,0.1117761,0.84383807,MDM2
200808_s_at,0.1117774,-0.81705903,ZYX
205235_s_at,0.1118476,0.74728065,KIF20B
215100_at,0.1118547,0.42773598,ADTRP
218870_at,0.1118634,0.51913118,LOC101928361///ARHGAP15
209465_x_at,0.1119299,-0.46563962,PTN
219782_s_at,0.1119877,1.40477896,ZNF771
207240_s_at,0.1120376,1.17712103,LHCGR
206076_at,0.1120379,0.58905287,LRRC23
214486_x_at,0.1120456,0.4639977,CFLAR
211558_s_at,0.1121352,-0.8832538,DHPS
215449_at,0.1121623,-0.41551777,TSPO2
222208_s_at,0.1122006,0.63671149,POLR2J4
215218_s_at,0.1122844,0.49432365,WDR62
218193_s_at,0.1123167,-0.58720946,GOLT1B
207831_x_at,0.1123553,-1.27552847,DHPS
210524_x_at,0.1123734,0.66743735,
211003_x_at,0.1124671,-0.85689002,TGM2
215598_at,0.1124888,0.4439225,TTC12
201996_s_at,0.1125755,0.54855672,SPEN
200789_at,0.1125975,-0.4566828,ECH1
210057_at,0.1125997,1.42498203,LOC101060386///BOLA2///SMG1
221167_s_at,0.1126379,0.97452337,CCDC70
222060_at,0.1126398,-0.75310694,KRT8P12
220266_s_at,0.1127165,0.63192069,KLF4
221669_s_at,0.1127865,-0.39837444,ACAD8
211162_x_at,0.1127971,0.9072762,SCD
215318_at,0.1128289,0.7361846,MINOS1P1
214592_s_at,0.112968,-1.26679123,SNAPC5
207852_at,0.1130062,1.56082459,CXCL5
215435_at,0.11304,0.72513919,
AFFX-HUMGAPDH/M33197_5_at,0.1130706,-1.14345156,GAPDH
207952_at,0.1131343,-1.01225996,IL5
217685_at,0.1132075,1.6596848,
221352_at,0.1132412,-0.920946,
207752_x_at,0.1132888,0.65768557,PRB1
208307_at,0.113344,1.26525384,RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1F///RBMY1A1
208280_at,0.1133479,-1.05433635,CDRT1
205912_at,0.1134165,1.29206717,PNLIP
209666_s_at,0.1134885,0.44704941,CHUK
221417_x_at,0.1135143,0.58556444,S1PR5
209078_s_at,0.1135348,-1.35279312,TXN2
204655_at,0.1136793,0.581865,CCL5
201396_s_at,0.1137058,0.76624429,SGTA
206060_s_at,0.1137221,1.16404274,PTPN22
204213_at,0.1137591,0.4897727,PIGR
221111_at,0.1138627,-0.80669595,IL26
218553_s_at,0.1138702,0.50780916,KCTD15
202118_s_at,0.1138921,0.59855568,CPNE3
219539_at,0.1139438,0.37968683,GEMIN6
205499_at,0.1140015,1.5313214,SRPX2
210245_at,0.1140174,0.88998699,ABCC8
218662_s_at,0.1141063,0.70585121,NCAPG
216666_at,0.114127,-0.69063723,MGAM2
210087_s_at,0.1142932,1.22402001,MPZL1
206216_at,0.114322,0.50278267,SRPK3
208924_at,0.1143973,-0.38253722,RNF11
200634_at,0.1145474,-0.56076281,PFN1
208701_at,0.1145628,-0.92896134,APLP2
202999_s_at,0.1146021,0.82704751,LOXL2
91617_at,0.1146183,0.5319641,MIR1306///DGCR8
219606_at,0.114662,0.92961964,PHF20L1
207784_at,0.1146872,1.0340962,ARSD
222370_x_at,0.114806,0.53476083,
206494_s_at,0.1148247,1.33517065,ITGA2B
219621_at,0.1148489,-1.33398685,CLSPN
206834_at,0.1149024,-1.43262133,HBD
221262_s_at,0.114966,1.10788971,SLC2A11
219377_at,0.1150334,0.44973528,GAREM1
202026_at,0.1150472,-0.5504606,SDHD
203116_s_at,0.1152089,-0.40476227,FECH
205592_at,0.1152301,0.58200969,SLC4A1
211928_at,0.1152533,-0.43790806,DYNC1H1
213453_x_at,0.1152591,-0.50245096,GAPDH
204896_s_at,0.1152784,0.88514202,PTGER4
216847_at,0.115305,0.68252315,
202968_s_at,0.115308,-0.89413305,DYRK2
211940_x_at,0.1153733,0.51733603,H3F3AP4///H3F3B///H3F3A
204969_s_at,0.1153967,-1.34059417,RDX
212314_at,0.1154052,-0.87459388,SEL1L3
215066_at,0.1154142,0.76384305,PTPRF
206157_at,0.1154874,-1.57409802,PTX3
221698_s_at,0.1156394,0.60771855,CLEC7A
221677_s_at,0.1157271,0.39360304,DONSON
220054_at,0.1157563,-0.96175941,IL23A
206337_at,0.1157605,0.65529678,CCR7
205750_at,0.1158122,-0.39412042,BPHL
219651_at,0.1158479,-1.09267613,DPPA4
211466_at,0.1158479,1.15103914,NFIB
213067_at,0.1158492,-0.84062284,MYH10
220394_at,0.1159001,1.21679545,FGF20
205732_s_at,0.1159093,1.45477411,NCOA2
220190_s_at,0.1159698,1.08330314,STON1-GTF2A1L///GTF2A1L
209710_at,0.1160209,0.80915022,GATA2
206084_at,0.1161179,-0.88269608,PTPRR
200975_at,0.1161243,-0.37126135,PPT1
214721_x_at,0.1162349,0.57781978,CDC42EP4
216400_at,0.1162595,1.03522998,LOC100510710///GBAP1
214552_s_at,0.1162638,0.41942709,RABEP1
212252_at,0.1163055,-0.40561647,CAMKK2
205891_at,0.1163233,-0.52864266,ADORA2B
220088_at,0.1163396,0.76811058,C5AR1
217470_at,0.1163566,-1.38894448,
207015_s_at,0.1163619,0.78488745,ALDH1A2
220585_at,0.1164976,0.76658446,HKDC1
212321_at,0.1165084,0.44623816,SGPL1
207277_at,0.1165488,-0.83822115,CD209
204642_at,0.1165578,-0.43497894,S1PR1
201846_s_at,0.1165614,0.43149421,RYBP
213579_s_at,0.1165798,0.62432578,EP300
213556_at,0.1166183,-0.94166814,PINLYP
207735_at,0.1166405,0.59979684,RNF125
202583_s_at,0.1166731,-0.39081521,RANBP9
204562_at,0.1167009,0.70992221,IRF4
201884_at,0.1168371,0.54585345,CEACAM5
218712_at,0.1169145,-0.47112164,C1orf109
217028_at,0.1169341,1.12464452,CXCR4
201589_at,0.116959,0.43280933,SMC1A
204231_s_at,0.1170717,-0.54630812,FAAH
213822_s_at,0.1171793,0.6155846,UBE3B
217118_s_at,0.1172121,0.50296818,KIAA0930
211591_s_at,0.1173712,0.60501872,PDE4A
207351_s_at,0.1173778,-0.55595013,SH2D2A
202229_s_at,0.117381,-0.58386813,CHERP
37965_at,0.1175312,-0.81461518,PARVB
206346_at,0.1175884,1.20755027,PRLR
205720_at,0.1176252,0.41933404,POMC
204405_x_at,0.1176525,-0.39436216,DIMT1
204498_s_at,0.1176674,0.88219907,ADCY9
219887_at,0.1176835,0.75206878,CCDC87
208798_x_at,0.1177106,-0.66220637,GOLGA8A
206194_at,0.1177532,0.64495928,HOXC4
201412_at,0.1178322,0.43225109,LRP10
215181_at,0.1178821,0.77083638,CDH22
208410_x_at,0.1179767,0.91463806,AMELX
218186_at,0.1180014,1.29740776,RAB25
202812_at,0.1180664,-0.40323447,GAA
204378_at,0.118076,-0.77166196,BCAS1
219511_s_at,0.1183121,0.8565697,SNCAIP
212627_s_at,0.1183122,-1.22981845,EXOSC7
200861_at,0.1183891,0.44982094,CNOT1
208093_s_at,0.1184099,-0.38002048,NDEL1
201337_s_at,0.1184468,-1.61759429,VAMP3
219839_x_at,0.1185251,0.82900883,TCL6
214296_x_at,0.1185301,1.15119234,IZUMO4
212614_at,0.1185529,-0.40084348,ARID5B
211151_x_at,0.1185778,1.23548138,GH1
204224_s_at,0.118603,-0.51875923,GCH1
202378_s_at,0.118775,0.43708752,LEPROT
217000_at,0.1187803,-1.24780231,
221150_at,0.1187819,0.66747873,MEPE
218704_at,0.1188453,0.56207936,RNF43
212664_at,0.118867,-0.62402572,TUBB4A
212732_at,0.1188955,-0.50412704,MEG3
213979_s_at,0.1189025,0.90500461,
216340_s_at,0.1189381,-0.80347832,CYP2A7P1
217516_x_at,0.1190147,-0.56427644,ARVCF
219019_at,0.1190194,1.32912658,PIDD1
218457_s_at,0.1191608,1.03563135,DNMT3A
203973_s_at,0.1192206,0.71522369,CEBPD
204357_s_at,0.1192296,-1.0892483,LIMK1
215945_s_at,0.1192428,-0.38033519,TRIM2
220567_at,0.1192861,1.07436096,IKZF2
222214_at,0.1193035,0.49937889,
216300_x_at,0.1193342,-0.93181064,RARA
200661_at,0.1193739,-0.89371082,CTSA
204083_s_at,0.1193839,-0.94008963,TPM2
203145_at,0.1194044,-0.66337055,SPAG5
222186_at,0.119419,0.59539586,
202830_s_at,0.1194631,0.89359632,SLC37A4
210547_x_at,0.1195934,0.56505738,ICA1
216854_at,0.1195995,0.54772963,GDF11
219922_s_at,0.1196099,0.68565508,LTBP3
216336_x_at,0.1196947,0.49251783,MT1E
205015_s_at,0.1197625,0.53548368,TGFA
202841_x_at,0.1198371,-0.52984432,OGFR
213783_at,0.119904,0.59387184,MFNG
201905_s_at,0.1199336,0.77257173,CTDSPL
209761_s_at,0.119967,0.56743542,SP110
214838_at,0.1200509,0.53424824,SFT2D2
207254_at,0.1200824,1.11260673,SLC15A1
220845_at,0.1201227,1.27001591,ACOXL
217634_at,0.1202218,1.03415959,SVIL
215628_x_at,0.1202258,0.58067065,
214890_s_at,0.1203628,0.41150362,FAM149A
205791_x_at,0.1203667,0.74916694,ZNF230
208308_s_at,0.1204577,-0.70789935,GPI
221679_s_at,0.1204738,-1.34948258,ABHD6
212481_s_at,0.1204772,-0.50035354,TPM4
211174_s_at,0.1205421,-1.00937011,CCKAR
222133_s_at,0.1206254,0.40838568,PHF20L1
217145_at,0.1206661,0.96562429,IGK///IGKC
220986_s_at,0.1206827,1.13294105,TIGD6
205481_at,0.1207271,-0.69348273,ADORA1
217258_x_at,0.1207803,-0.81203433,IGLV1-44
216402_at,0.1208266,0.63915768,SEC14L4
AFFX-HSAC07/X00351_5_at,0.1208499,-1.17155744,ACTB
210698_at,0.1208687,1.15114363,
201441_at,0.1209191,-0.39592029,COX6B1
202362_at,0.1209227,0.41488312,RAP1A
211024_s_at,0.120929,-0.79686855,NKX2-1
208436_s_at,0.1209739,1.09032397,IRF7
219889_at,0.1210397,0.47772165,FRAT1
219769_at,0.1212174,1.09928422,INCENP
212714_at,0.1212772,0.41405654,LARP4
216578_at,0.1212915,0.60938916,
41113_at,0.1212956,0.41207053,ZNF500
219868_s_at,0.1213087,-0.72435753,ANKFY1
208464_at,0.1213264,-0.69989063,GRIA4
205565_s_at,0.1213399,-0.44513222,FXN
212901_s_at,0.1213411,-0.86457668,CSTF2T
220616_at,0.1213656,1.06708588,ZNF384
216170_at,0.1213702,0.62228382,
213098_at,0.1214906,-1.04547785,CNOT9
216704_at,0.121539,-0.77626488,
216939_s_at,0.1215842,-1.22183623,HTR4
211197_s_at,0.1216719,-0.8004021,ICOSLG
218502_s_at,0.121695,0.48288877,TRPS1
216602_s_at,0.1217156,-1.70565513,FARSA
201924_at,0.1217711,0.58578146,AFF1
218259_at,0.1218881,-0.52452285,MKL2
201048_x_at,0.1220373,-1.33492039,WTH3DI///RAB6A
220963_s_at,0.1220546,0.95394406,RSG1
219567_s_at,0.1220621,1.10440384,EXO5
210962_s_at,0.1220787,0.43255022,AKAP9
204151_x_at,0.1221442,0.86866277,AKR1C1
207250_at,0.1222227,0.53902018,SIX6
214089_at,0.122287,0.46765403,RPS8
207244_x_at,0.1223073,1.24929103,CYP2A6
217133_x_at,0.1224613,-1.28345976,CYP2B6
219380_x_at,0.122479,1.10509647,POLH
204530_s_at,0.1224845,-0.62004773,TOX
214502_at,0.1224944,1.12803569,HIST1H2BJ
214176_s_at,0.1225187,0.7121006,PBXIP1
208133_at,0.1225554,-0.50707808,RFC1
210161_at,0.1226319,1.28503041,NFATC1
219432_at,0.1227583,0.66807495,EVC
207665_at,0.1227928,0.47840887,ADAM21
216980_s_at,0.1228014,0.89179494,SPN
214482_at,0.1229054,-0.95144146,ZBTB25
200707_at,0.1229298,-1.38076021,PRKCSH
201447_at,0.1229329,-0.44001919,TIA1
218428_s_at,0.1229617,0.38177378,REV1
203751_x_at,0.1230273,0.77999047,JUND
218404_at,0.1230574,-0.83859782,SNX10
204220_at,0.1231011,-0.97197439,GMFG
214650_x_at,0.1231053,-0.78266191,MOG
213373_s_at,0.1231062,0.87724584,CASP8
211891_s_at,0.1231213,-0.46776813,LOC101930241///ARHGEF4
211602_s_at,0.1231553,-0.73149272,TRPC1
211057_at,0.1231665,-0.87748414,ROR1
204144_s_at,0.1233061,-0.79078869,PIGQ
212306_at,0.1233422,-0.43234748,CLASP2
213952_s_at,0.1233489,0.60180506,ALOX5
220244_at,0.1233755,0.37372422,LINC00312
206149_at,0.1233907,-0.85066041,CHP2
217914_at,0.1234261,-0.51434732,TPCN1
212292_at,0.1234872,-0.83187618,SLC7A1
201831_s_at,0.123513,-0.61980096,USO1
204709_s_at,0.1235853,1.09042548,KIF23
212504_at,0.1235905,0.4202683,DIP2C
220232_at,0.123623,0.74500088,SCD5
202315_s_at,0.1236453,-0.57321651,BCR
204232_at,0.1237359,-0.52136217,FCER1G
208729_x_at,0.1237658,-0.77385992,HLA-B
220513_at,0.1237993,1.32417521,KHDC1L
213003_s_at,0.123811,0.71489113,SPIDR
202496_at,0.1238517,0.3266904,EDC4
213978_at,0.1238543,0.62470905,MTSS1L
216370_s_at,0.1239738,-0.78109057,TKTL1
219752_at,0.1240114,-0.49758623,RASAL1
221385_s_at,0.1240421,0.55507773,GPR42///FFAR3
201556_s_at,0.1240691,-0.5684092,VAMP2
AFFX-r2-Bs-dap-M_at,0.1242854,1.04133139,
208813_at,0.124299,-1.16616298,GOT1
214065_s_at,0.1243245,1.00356882,CIB2
211580_s_at,0.1244035,-1.04579709,PIK3R3
212601_at,0.1244142,0.67079439,ZZEF1
217662_x_at,0.124421,1.32640762,
219508_at,0.1245974,0.935317,GCNT3
209076_s_at,0.124632,0.35049981,WDR45B
212594_at,0.1246531,0.55502307,MIR4680///PDCD4
219618_at,0.1247392,0.8092586,IRAK4
214563_at,0.1248399,1.08436651,PCDHGC3
207662_at,0.124957,1.16801231,TBX1
207152_at,0.1249863,0.37221522,NTRK2
209502_s_at,0.1250303,1.23363173,BAIAP2
215882_at,0.1250675,1.35412977,CEP152
215004_s_at,0.125124,-0.70754017,SUGP1
213632_at,0.1251357,0.65228124,DHODH
220291_at,0.1251393,0.83098251,GDPD2
214147_at,0.1251945,0.73280328,MROH7
219582_at,0.1251968,0.65996591,OGFRL1
213269_at,0.1252382,-0.46119282,ZNF248
208865_at,0.1252705,0.37978159,CSNK1A1
207399_at,0.1254589,1.22109545,BFSP2
207562_at,0.125491,1.05863456,DGKQ
201839_s_at,0.1255421,-0.84363751,EPCAM
211537_x_at,0.1255641,-0.62956724,MAP3K7
221029_s_at,0.1255721,0.52076328,WNT5B
209166_s_at,0.1256148,0.5839874,MAN2B1
205180_s_at,0.1256874,1.05570124,ADAM8
215117_at,0.1256892,0.95544015,RAG2
219215_s_at,0.1257032,-0.80738715,SLC39A4
220215_at,0.1257102,0.35580693,ZNF669
221307_at,0.1257307,-1.01393876,KCNIP1
206251_s_at,0.1257331,0.644841,AVPR1A
66053_at,0.1257604,-1.0579627,HNRNPUL2-BSCL2///HNRNPUL2
220120_s_at,0.1257656,0.49773303,EPB41L4A
214045_at,0.1257728,0.9349798,LIAS
220826_at,0.1257805,0.53812979,TCP10L
221706_s_at,0.1258623,-0.58672714,USE1
217956_s_at,0.1258717,-0.48677384,ENOPH1
36830_at,0.1258834,-0.98408634,MIPEP
209462_at,0.1258884,-0.62572055,APLP1
203374_s_at,0.1259106,-0.7758773,TPP2
201975_at,0.12595,-0.46386147,CLIP1
214791_at,0.1259849,0.57396958,SP140L
210268_at,0.1260543,0.85523927,NFX1
202104_s_at,0.1260704,-0.53682289,LOC101930112///SPG7
215734_at,0.1261067,-0.72968611,IZUMO4
201228_s_at,0.1261128,-0.566758,ARIH2
219455_at,0.126138,0.90136854,CFAP69
213284_at,0.1261821,1.21635027,ZFP36L1
210887_s_at,0.1262215,0.61116572,EVC
201777_s_at,0.1263336,0.62921385,EFCAB14
218655_s_at,0.1263354,0.42382082,CWC25
206272_at,0.1263631,0.39210613,SPHAR///RAB4A
222066_at,0.1263646,0.64386173,EPB41L1
214453_s_at,0.1263793,0.75169157,IFI44
206696_at,0.1263855,0.85112885,GPR143
202917_s_at,0.1264381,-1.42496456,S100A8
213782_s_at,0.1265198,0.7421945,MYOZ2
216042_at,0.12656,0.58432215,TNFRSF25
205758_at,0.1265628,-0.50010365,CD8A
210406_s_at,0.1265722,-0.61062699,WTH3DI///RAB6C///RAB6A
203964_at,0.1265787,0.44530626,NMI
204600_at,0.1265998,0.62408356,EPHB3
201830_s_at,0.1266188,-1.09341232,NET1
220131_at,0.1266237,-0.73921742,FXYD7
212531_at,0.1267084,0.71767063,LCN2
209759_s_at,0.1267674,0.59933724,ECI1
219257_s_at,0.1268418,0.60764644,SPHK1
213683_at,0.1268488,-0.80509393,ACSL6
203101_s_at,0.1268801,0.67061435,MGAT2
202555_s_at,0.1269177,0.44807712,MYLK
209626_s_at,0.126982,-0.95994903,OSBPL3
207174_at,0.1269988,-0.5455099,GPC5
214581_x_at,0.1270137,-1.04505708,TNFRSF21
211823_s_at,0.1270819,0.55487851,PXN
200643_at,0.1271079,-0.94747833,HDLBP
211014_s_at,0.1271486,0.37751116,PML
215764_x_at,0.1271549,0.37400566,AP2A2
213194_at,0.127246,-0.55733576,ROBO1
217452_s_at,0.1272962,-0.77180478,B3GALT2
215008_at,0.1274191,-0.81857875,TLL2
222036_s_at,0.127475,-0.56616585,MCM4
202964_s_at,0.1275011,0.66294588,RFX5
215634_at,0.1275696,-0.50340731,
221720_s_at,0.1275827,0.84430506,
202476_s_at,0.1276419,0.67050459,TUBGCP2
214235_at,0.1276538,0.98683705,CYP3A5
222144_at,0.1276559,-0.73605513,KIF17
217057_s_at,0.1278058,0.59762064,GNAS
204192_at,0.1278191,0.61131373,CD37
216051_x_at,0.1279042,0.64104813,PRINS
215896_at,0.1279169,-0.61934873,
204707_s_at,0.1280092,0.85065138,MAPK4
216480_x_at,0.1280197,1.11138407,MLLT10
218833_at,0.1280604,0.44813748,ZAK
211107_s_at,0.1280977,0.53098258,AURKC
205214_at,0.1281487,-1.27596893,STK17B
221091_at,0.1281676,0.6499787,INSL5
215143_at,0.1281758,-0.5554342,DPY19L2P2
217136_at,0.1282103,1.08909611,PPIAL4C///PPIAL4A///PPIAL4G
213998_s_at,0.1282191,1.19451775,DDX17
52837_at,0.1282208,-0.72714086,KIAA1644
214195_at,0.1286141,0.5835357,TPP1
209469_at,0.1286319,-0.39064927,GPM6A
202813_at,0.1286432,-0.60874956,TARBP1
203451_at,0.1286893,0.80895648,LDB1
208656_s_at,0.128732,0.33779479,CCNI
202003_s_at,0.1287687,-1.13826442,ACAA2
214962_s_at,0.1288182,0.84971611,NUP160
207601_at,0.1290939,0.47512474,SULT1B1
222158_s_at,0.1291088,0.64562981,DESI2
219529_at,0.1291266,1.1075104,CLIC3
207449_s_at,0.1291731,-0.86116487,POFUT2
206465_at,0.129234,-0.6933924,ACSBG1
215987_at,0.1293047,1.12174253,RAPGEF2
208366_at,0.1293052,0.83897541,PCDH11X
204177_s_at,0.1293108,0.39560584,KLHL20
214177_s_at,0.1293267,0.45722715,PBXIP1
33322_i_at,0.1294319,0.44440865,SFN
220395_at,0.1294377,0.36948992,DNAJA4
216982_x_at,0.1294637,-0.81562807,
209398_at,0.1295602,0.760004,HIST1H1C
216595_at,0.1296095,0.52982699,FAM186A
206963_s_at,0.1296163,1.18640561,NAT8B///NAT8
201404_x_at,0.1296233,0.77375029,PSMB2
209990_s_at,0.1296463,-0.51353612,GABBR2
202540_s_at,0.129671,-0.39036147,HMGCR
216015_s_at,0.1297819,0.6749947,NLRP3
214994_at,0.1298014,1.09597593,APOBEC3F
217953_at,0.1298095,1.37804192,PHF3
217537_x_at,0.1299159,1.12128517,
212920_at,0.1299264,0.42065299,REST
214803_at,0.1299492,-1.03533846,CDH6
209445_x_at,0.1300183,-0.42198894,COA1
200086_s_at,0.1301076,-0.43000011,COX4I1
202147_s_at,0.1301571,-0.91326372,IFRD1
217990_at,0.130204,-0.52143568,GMPR2
208495_at,0.1302104,1.21289188,TLX3
210106_at,0.1302386,0.43184076,BLOC1S1-RDH5///RDH5
204148_s_at,0.1302404,0.46050555,POMZP3///ZP3
AFFX-HSAC07/X00351_3_at,0.1302733,-0.39795571,ACTB
203330_s_at,0.130292,0.46801343,STX5
203272_s_at,0.1303037,-0.66047148,TUSC2
213846_at,0.1303281,-0.42775383,COX7C
206859_s_at,0.1303597,-0.48779167,PAEP
211242_x_at,0.13057,-0.55667499,KIR2DL4
208347_at,0.1306729,0.78569036,
219671_at,0.1306907,-0.56173356,HPCAL4
220432_s_at,0.1307068,0.68041401,CYP39A1
207673_at,0.1308038,0.9096986,NPHS1
207847_s_at,0.1308159,0.60990301,MUC1
213642_at,0.1308993,0.5964436,
208190_s_at,0.130985,1.34262311,LSR
213328_at,0.1309953,0.73828717,NEK1
219379_x_at,0.1310147,0.60100821,ZNF358
209481_at,0.1310515,-0.42589922,SNRK
204862_s_at,0.131124,0.48782871,NME3
208590_x_at,0.1311769,0.71232104,GJA3
218695_at,0.1311957,-1.19355885,EXOSC4
212563_at,0.1312049,-0.44978557,MIR7112///BOP1
220479_at,0.1312347,1.32068759,CPS1-IT1
205737_at,0.1312563,-0.48158748,KCNQ2
201180_s_at,0.1313776,0.45128524,GNAI3
216383_at,0.1313954,-0.73613202,
210690_at,0.1314389,1.08116305,KLRC4
213514_s_at,0.131476,0.89557834,DIAPH1
205346_at,0.1315584,-0.90314623,ST3GAL2
220724_at,0.1316306,1.41617434,CWH43
210334_x_at,0.1317125,0.55059342,BIRC5
214149_s_at,0.1317658,0.6463265,ATP6V0E1
41397_at,0.1317754,0.85298939,ZNF821
211297_s_at,0.1317935,-0.87063055,CDK7
211163_s_at,0.1317939,-0.78959285,TNFRSF10C
214298_x_at,0.1317996,0.45358994,6-Sep
207720_at,0.1318944,0.59219394,LOR
220837_at,0.1318988,0.85860797,LOC100996325
206484_s_at,0.1319703,-0.60087848,XPNPEP2
218173_s_at,0.1319756,0.53965098,WHSC1L1
203187_at,0.1320115,-0.40641587,DOCK1
208646_at,0.1322057,-0.41743305,
219697_at,0.1322568,-0.64051344,HS3ST2
205841_at,0.1322656,0.85367296,JAK2
221878_at,0.1323175,0.96300114,C2orf68
205274_at,0.1323232,0.97843166,GTPBP1
206316_s_at,0.1323299,-0.86509523,KNTC1
213072_at,0.1323521,-0.38171739,CYHR1
206869_at,0.1324519,0.62440357,CHAD
206280_at,0.1325119,-0.54467325,CDH18
201039_s_at,0.1325254,-1.12056936,RAD23A
214876_s_at,0.1325559,-1.04561503,TUBGCP5
213308_at,0.1325594,-0.42390464,SHANK2
214031_s_at,0.1327041,1.18615018,KRT7
205765_at,0.1327204,0.93448843,CYP3A5
214400_at,0.1327949,0.98160943,INSL3
219182_at,0.1328219,0.41764538,TMEM231
212974_at,0.1329514,-0.9780999,DENND3
220141_at,0.1329693,0.76948356,C11orf63
222069_s_at,0.1330126,1.04538265,RIN3
211412_at,0.1330296,0.86928067,PADI4
214723_x_at,0.1330621,0.40520996,ANKRD36
202898_at,0.1330685,-0.69303333,SDC3
208389_s_at,0.1330838,-0.48387973,SLC1A2
214972_at,0.1330852,0.53634972,MGEA5
210680_s_at,0.1331495,0.66905422,MASP1
211266_s_at,0.13342,1.03838943,GPR4
205430_at,0.133451,1.57765219,BMP5
202933_s_at,0.1335516,0.44723296,YES1
205357_s_at,0.1335625,0.5258428,AGTR1
203023_at,0.1337229,-1.0180799,NOP16
221740_x_at,0.1338377,0.49248472,LRRC37A2
201950_x_at,0.1338495,-0.73254282,CAPZB
200065_s_at,0.1338742,-0.43177951,MIR3620///ARF1
207780_at,0.1339795,0.50098318,CYLC2
211250_s_at,0.1339819,-1.00458123,SH3BP2
205855_at,0.1340174,0.67540225,ZNF197
205333_s_at,0.1340251,-0.45432981,RCE1
206460_at,0.1340404,0.42138207,AJAP1
210817_s_at,0.1340452,0.3884184,CALCOCO2
217072_at,0.1341122,0.93592049,CD300A
204021_s_at,0.1341228,0.60471253,PURA
211431_s_at,0.134288,-0.70837395,TYRO3
203463_s_at,0.1343142,-1.10948012,EPN2-IT1///EPN2
207826_s_at,0.1343646,0.96184178,ID3
204553_x_at,0.1343872,0.79379457,INPP4A
207151_at,0.1344331,0.94543662,ADCYAP1R1
206439_at,0.1344377,1.15604631,EPYC
217225_x_at,0.1344671,-0.34719465,LOC101060373///NOMO3///NOMO2///NOMO1
203370_s_at,0.1344802,0.96642032,PDLIM7
212768_s_at,0.1345216,-1.38768967,OLFM4
204932_at,0.1345311,0.57738853,TNFRSF11B
201310_s_at,0.1345478,-0.48245903,NREP
220253_s_at,0.1345989,-1.4024458,LRP12
215321_at,0.1346581,-0.58240328,RUNDC3B
210588_x_at,0.1346647,0.49551665,HNRNPH3
205489_at,0.1346715,-0.84196373,CRYM
221805_at,0.1346721,-1.02173504,NEFL
211136_s_at,0.1346982,-0.76662301,CLPTM1
206466_at,0.1346989,-0.76476615,ACSBG1
213933_at,0.1347357,-0.92113052,PTGER3
216964_at,0.1348135,0.88599275,USP22
204060_s_at,0.1348821,0.501327,PRKY///PRKX
216130_at,0.1349043,0.66678356,
209278_s_at,0.1350419,1.05703233,TFPI2
216141_at,0.1351006,1.46624411,
207412_x_at,0.1351248,0.83139394,CELP
214747_at,0.135149,1.07866745,ZBED4
211625_s_at,0.1351945,0.39537953,DRD3
201611_s_at,0.1352092,0.41106886,ICMT
212165_at,0.1352784,-0.57615112,TMEM183B///TMEM183A
215353_at,0.1353088,0.49893447,GIMAP5
204853_at,0.1353255,-0.9112704,ORC2
214955_at,0.1353351,0.85062167,TMPRSS6
211155_s_at,0.1353644,-0.84988517,THPO
220959_s_at,0.1354442,1.07914081,OBP2A///OBP2B
205381_at,0.1355026,0.48195114,LRRC17
216391_s_at,0.1355339,0.76341866,KLHL1
215893_x_at,0.1355412,0.92516855,
214883_at,0.1355531,0.84739118,THRA
208929_x_at,0.1355965,0.43933014,SNORD68///RPL13
218739_at,0.135599,-0.82445782,ABHD5
206204_at,0.135798,-0.93757889,GRB14
222195_s_at,0.1359034,0.68345752,TRMO
204367_at,0.1359354,0.33424244,SP2
AFFX-HUMGAPDH/M33197_M_at,0.1359707,-0.63337547,GAPDH
208939_at,0.135985,0.42367849,SEPHS1
201413_at,0.1360832,-0.37711753,HSD17B4
215254_at,0.1361784,1.07224334,RCAN1
207889_at,0.1362136,0.92334867,SARDH
201802_at,0.1363259,-0.41783643,SLC29A1
212084_at,0.1363915,-0.88148473,TEX261
215257_at,0.1363931,1.17383139,ERGIC3
203087_s_at,0.136402,-0.4471617,KIF2A
212190_at,0.1364132,-0.47276546,SERPINE2
211966_at,0.1364735,-0.56652567,COL4A2
202332_at,0.1364839,0.65073083,LOC400927-CSNK1E///CSNK1E
209611_s_at,0.1365592,-0.3513589,SLC1A4
202526_at,0.1366415,0.43028082,SMAD4
208787_at,0.1366557,-0.445572,MRPL3
221718_s_at,0.1366705,0.58905491,AKAP13
221481_x_at,0.1366991,-0.39797921,HNRNPD
201563_at,0.1367904,0.39513954,SORD
211050_x_at,0.1368012,0.649794,LOC101929540///LOC101928670///LOC101928344///LOC100996442///LOC100288069///LOC100134822
210567_s_at,0.1368299,0.89169761,SKP2
215970_at,0.1368336,0.53259144,LOC100130331
204071_s_at,0.1368424,0.41104253,TOPORS
210398_x_at,0.1368796,0.59847161,FUT6
