ID,P.Value,logFC,Gene.symbol
201890_at,0.3051833,-1.0256062,RRM2
205899_at,0.3052058,-0.3718337,CCNA1
207270_x_at,0.3052239,0.3245049,CD300C
217385_at,0.3052472,0.6938684,
202528_at,0.3052811,0.3011263,GALE
202258_s_at,0.3052818,-0.2538548,N4BP2L2
211296_x_at,0.3053063,-0.2734506,UBC
211981_at,0.3053229,-0.2727863,COL4A1
201453_x_at,0.3053555,-0.3344976,RHEB
216416_at,0.3053694,-0.4995613,
219580_s_at,0.3053713,-0.5037328,TMC5
208737_at,0.3054388,-0.2961301,ATP6V1G1
212315_s_at,0.3054805,0.3535379,NUP210
218058_at,0.305489,-0.4470813,CXXC1
211839_s_at,0.3055556,0.4242581,CSF1
221588_x_at,0.3056715,0.2832398,ALDH6A1
564_at,0.3056792,-0.3163062,GNA11
203779_s_at,0.3056876,-0.8624186,MPZL2
221704_s_at,0.3057538,-0.2516952,VPS37B
217685_at,0.3057579,0.9262355,
201201_at,0.3058197,-0.2801224,CSTB
218941_at,0.3058589,0.2512009,FBXW2
213134_x_at,0.3058667,0.274001,BTG3
221621_at,0.3059357,0.3709497,MIR6516///SCARNA16///SNHG20
202050_s_at,0.3059479,-0.2264138,ZMYM4
209143_s_at,0.3059674,0.238075,CLNS1A
219823_at,0.3059685,-0.7545081,LIN28A
214722_at,0.3059763,0.3410551,NOTCH2NL
214656_x_at,0.3060692,0.4350032,MYO1C
214315_x_at,0.3060981,-0.2708746,CALR
219490_s_at,0.3061802,-0.5036474,DCLRE1B
220515_at,0.3062003,-0.3727548,DUSP21
212270_x_at,0.3062629,-0.2536968,RPL17-C18orf32///SNORD58C///C18orf32///SNORD58A///SNORD58B///RPL17
203085_s_at,0.3062689,-0.2449119,TGFB1
214600_at,0.3063435,0.3564975,TEAD1
201976_s_at,0.3064257,0.3467547,MYO10
206534_at,0.3065612,0.4241252,GRIN2A
202336_s_at,0.3067348,-0.4071369,PAM
202499_s_at,0.3068666,-0.426493,SLC2A3
220862_s_at,0.3068805,0.7618024,
222024_s_at,0.3069053,0.4182458,AKAP13
205652_s_at,0.3069271,-0.4048435,TTLL1
222186_at,0.3070119,0.3939076,
211540_s_at,0.3070162,0.8082336,RB1
203171_s_at,0.3070744,-0.2811916,RRP8
216130_at,0.3071161,0.7083247,
213891_s_at,0.3071803,-0.2177647,TCF4
213186_at,0.3071995,-0.2222131,DZIP3
215422_at,0.3072108,-0.3834143,6-Mar
207004_at,0.3072159,0.5680291,BCL2
201703_s_at,0.3072342,0.2676915,PPP1R10
204409_s_at,0.3072348,-1.3643483,EIF1AY
208996_s_at,0.3072615,0.2271921,POLR2C
204314_s_at,0.3072975,0.3383672,CREB1
203481_at,0.3073059,-0.5727058,SLF2
207914_x_at,0.3073226,0.4257597,EVX1
215531_s_at,0.3073254,-0.4351669,GABRA5
209002_s_at,0.3073448,0.3161001,CALCOCO1
206425_s_at,0.3074048,0.3201737,TRPC3
210297_s_at,0.3074199,0.809901,MSMB
221384_at,0.3074878,0.4978451,UCP1
214082_at,0.3075362,0.5675569,CA5B
207820_at,0.30761,0.4753989,ADH1A
209142_s_at,0.3076137,-0.4319532,UBE2G1
215255_at,0.3076923,0.5108241,IGSF9B
207471_at,0.3077017,-0.7111695,RARS2
210945_at,0.3077162,0.5153054,COL4A6
210419_at,0.3077404,-0.5647569,BARX2
218202_x_at,0.30777,-0.2833387,MRPL44
206185_at,0.30783,0.4168296,CRYBB1
215701_at,0.3079981,0.4086993,
222285_at,0.3080372,-0.6942429,IGHD
216266_s_at,0.3081308,0.2716963,ARFGEF1
219977_at,0.3081922,-0.8189226,AIPL1
217452_s_at,0.3082394,-0.3458081,B3GALT2
215020_at,0.3083571,0.6510511,NRXN3
214944_at,0.3083689,0.6219218,PHLPP2
204457_s_at,0.3084933,-0.3372117,GAS1
211907_s_at,0.3086939,0.7389854,PARD6B
210953_at,0.308718,-0.6501071,TSC22D2
219363_s_at,0.3087227,-0.2433067,MTERF3
221326_s_at,0.3087444,0.5748121,TUBD1
210708_x_at,0.3087453,0.3154283,CASP10
221218_s_at,0.3087674,0.2560863,TPK1
204795_at,0.3088219,-0.5501287,PRR3
211515_s_at,0.3088545,0.3250965,DSTYK
204155_s_at,0.3088588,0.2536954,SIK3
219888_at,0.3088606,-0.6154466,SPAG4
207896_s_at,0.3089347,0.4304475,DLEC1
211422_at,0.3090839,0.7130413,TRPM3
207932_at,0.3090919,0.7791035,IFNA8
216667_at,0.3090971,0.5892675,ECRP
206728_at,0.3091538,0.3229556,ECE2
207592_s_at,0.309215,-0.3638971,HCN2
214745_at,0.3092226,-0.2437762,PLCH1
204012_s_at,0.3092447,0.246336,LCMT2
201393_s_at,0.3092464,-0.2817125,IGF2R
217724_at,0.3093514,-0.3437415,SERBP1
213041_s_at,0.3094103,-0.3186562,ATP5D
215879_at,0.3094799,0.9679477,ITGB1
210204_s_at,0.3094861,-0.3652533,CNOT4
217722_s_at,0.3095181,-0.3267139,NGRN
221677_s_at,0.3095328,-0.2524053,DONSON
215664_s_at,0.3095507,-0.8576057,EPHA5
214406_s_at,0.3095542,0.4769482,SLC7A4
214917_at,0.3096987,0.7235562,PRKAA1
204871_at,0.3097224,-0.7354376,MTERF1
209253_at,0.3098011,0.5953883,SORBS3
220909_at,0.3098019,0.5035087,TRIM46
214256_at,0.3098958,0.3540192,ATP10A
215476_at,0.3100106,-0.2609703,
215381_at,0.3101318,0.7901849,MTOR
201208_s_at,0.3102961,-0.3513789,TNFAIP1
209483_s_at,0.3103111,1.0547362,NSL1
201279_s_at,0.3103125,-0.3327821,LOC101926921///DAB2
209792_s_at,0.3104488,-0.379268,KLK10
220101_x_at,0.3104629,0.4530134,BORCS6
219656_at,0.3104902,0.398296,PCDH12
AFFX-r2-Bs-phe-3_at,0.3105015,0.4725487,
208750_s_at,0.3105617,0.4707797,MIR3620///ARF1
AFFX-HUMRGE/M10098_3_at,0.3106249,0.6098889,
219253_at,0.3106492,-0.4415354,TMEM185B
216177_at,0.3106959,0.3180165,
218211_s_at,0.3107494,0.3129303,MLPH
221581_s_at,0.310875,-0.3769066,LAT2
204336_s_at,0.3109087,-0.3529027,RGS19
217937_s_at,0.3109277,0.5816459,HDAC7
214320_x_at,0.3109731,-0.3358407,CYP2A6
216656_at,0.3109986,0.3414832,
220644_at,0.3110837,0.6813733,
221765_at,0.311106,-0.5770901,UGCG
215480_at,0.3111082,0.5624784,KIAA0509
216114_at,0.3111383,0.3218619,NCKIPSD
214668_at,0.311157,0.3501119,SPRYD7
214962_s_at,0.3111786,0.5768357,NUP160
214932_at,0.3111891,-0.64461,KIDINS220
204293_at,0.3112226,-0.2676565,SGSH
210809_s_at,0.311235,-0.4232017,POSTN
208331_at,0.3112533,0.6258536,BPY2
214155_s_at,0.3113128,-0.3870222,LARP4
222006_at,0.3114047,0.3658941,LETM1
212021_s_at,0.3114123,-0.4173094,MKI67
208086_s_at,0.3114218,-0.4630448,DMD
213274_s_at,0.3114259,-0.2685205,CTSB
218581_at,0.311437,-0.2710981,ABHD4
201888_s_at,0.3114702,0.3232398,IL13RA1
215209_at,0.3115965,-0.7921001,SEC24D
220968_s_at,0.3116323,0.2795187,TSPAN9
208137_x_at,0.3116655,0.403724,ZNF611
215183_at,0.3117173,-0.4257218,
204519_s_at,0.3119277,0.3103723,PLLP
216637_at,0.3119506,0.481531,
212697_at,0.312043,0.2675958,FAM134C
200058_s_at,0.3120861,0.2165639,LOC101929240///SNRNP200
201930_at,0.312087,-0.2551426,MCM6
201514_s_at,0.3120934,0.5925106,G3BP1
203751_x_at,0.3121505,-0.459359,JUND
218361_at,0.3121626,-0.4497004,GOLPH3L
217151_at,0.3121805,-0.6690163,LOC101928457
207226_at,0.3122228,0.878323,HIST1H2BN
59375_at,0.312248,0.3355194,MYO15B
202238_s_at,0.3123538,-0.6507193,LOC101928916///NNMT
206805_at,0.3123891,-0.4334589,SEMA3A
218608_at,0.3124141,-0.3593694,ATP13A2
203318_s_at,0.3124169,0.3455857,ZNF148
211762_s_at,0.3124527,-0.48185,KPNA2
214543_x_at,0.3125205,0.2883103,QKI
203860_at,0.3125456,-0.2774113,PCCA
206133_at,0.3125627,0.554336,XAF1
203533_s_at,0.3125703,-0.4437813,CUL5
204421_s_at,0.3126044,-0.8518156,FGF2
212654_at,0.3126086,-0.4207494,TPM2
207575_at,0.312666,0.8238975,GOLGA6A
202072_at,0.3126749,0.3411932,HNRNPL
44120_at,0.3126854,0.2444895,ADCK2
205259_at,0.3127359,-0.3734019,NR3C2
203775_at,0.3127644,0.5052041,SLC25A13
217790_s_at,0.3127718,0.5169752,SSR3
205377_s_at,0.3127848,-0.6754748,ACHE
221778_at,0.3128006,0.2358576,KDM7A
222372_at,0.3128071,0.4277024,MAGI1
216384_x_at,0.3130575,-0.3182293,LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA
209811_at,0.3130845,0.9221953,CASP2
217556_at,0.3131133,0.3514253,CLCN4
207317_s_at,0.3131168,0.3268644,CASQ2
201557_at,0.3132084,0.2583606,VAMP2
215682_at,0.3132808,-0.3638415,LOC440792
221135_s_at,0.3132854,0.6044689,ASTE1
211185_s_at,0.3134046,-0.2524638,SF3B1
216642_at,0.313413,0.5503701,
204028_s_at,0.3134222,0.2398248,RABGAP1
209663_s_at,0.3134423,-0.4129996,ITGA7
216112_at,0.313474,0.3745183,
201450_s_at,0.3134765,-0.4021073,TIA1
201744_s_at,0.3134792,-1.0168554,LUM
221746_at,0.3135082,-0.6221418,UBL4A
209773_s_at,0.3135694,-0.3510875,RRM2
213131_at,0.3136378,-0.4014406,OLFM1
209566_at,0.3136393,0.263808,INSIG2
219067_s_at,0.3136727,-0.5146268,NSMCE4A
212639_x_at,0.3137171,-0.3412359,TUBA1B
205671_s_at,0.3137335,0.4321181,HLA-DOB
220385_at,0.3137447,0.3903822,JPH2
205261_at,0.3138007,0.3270684,PGC
207287_at,0.3138486,0.6510219,BIN3-IT1
202885_s_at,0.3138955,-0.6177484,PPP2R1B
209053_s_at,0.3139735,0.6344225,WHSC1
205737_at,0.3140257,-0.3842997,KCNQ2
209152_s_at,0.3140401,0.349225,TCF3
214948_s_at,0.3140452,-0.2340106,TMF1
216084_at,0.3140611,-0.5608177,FAM205BP
215980_s_at,0.3141034,-0.6413373,IGHMBP2
216190_x_at,0.31422,-0.7907083,ITGB1
202743_at,0.3143219,-0.2521549,PIK3R3
219712_s_at,0.3143328,0.4570461,SHPK///TRPV1
209627_s_at,0.3143928,-0.2529084,OSBPL3
207762_at,0.3144308,0.5645832,LPAL2
202062_s_at,0.3145935,0.519037,SEL1L
222029_x_at,0.314728,0.3617447,MIR6834///PFDN6
209258_s_at,0.3147661,0.7522978,SMC3
215792_s_at,0.3147746,-0.2392153,DNAJC11
207282_s_at,0.3148241,0.3852254,MYOG
201388_at,0.3148254,0.26753,PSMD3
219249_s_at,0.314849,0.521998,FKBP10
207102_at,0.314891,0.8073421,AKR1D1
222018_at,0.3148918,-0.3609137,NACA
215727_x_at,0.3149395,-0.4927859,ARMCX6
211967_at,0.3149507,0.3078495,TMEM123
203061_s_at,0.3149926,0.4848878,MDC1
206349_at,0.3150229,-0.3671913,LGI1
217380_s_at,0.3150387,0.9405423,ADD3-AS1
217728_at,0.3150916,-0.5823558,S100A6
205004_at,0.3151036,-0.2252508,NKRF
208466_at,0.3151506,0.3579191,RAB3D
216968_at,0.3151945,-0.8104594,MASP2
210660_at,0.315233,0.6997611,LILRA1
210160_at,0.3152502,0.4269109,PAFAH1B2
218478_s_at,0.3152689,-0.3482176,ZCCHC8
211259_s_at,0.3153026,0.5956245,BMP7
219393_s_at,0.3153178,0.3737081,AKT3
216546_s_at,0.3153323,-0.4420289,CHI3L1
215516_at,0.3154217,-1.1018864,LAMB4
206095_s_at,0.3154376,-0.270465,SRSF10
220243_at,0.3154593,0.6180159,ZBTB44
205084_at,0.3154866,-0.4426499,BCAP29
200916_at,0.3155447,-0.6153974,TAGLN2
211188_at,0.3155687,0.513795,CD84
220072_at,0.3155878,0.5503722,CSPP1
213200_at,0.3155958,0.3735245,SYP
213411_at,0.3156205,-0.3160393,ADAM22
214697_s_at,0.3156295,0.3818559,PTBP3
218358_at,0.315669,-0.2060284,CRELD2
203665_at,0.3157323,-0.2937174,HMOX1
219482_at,0.3157403,0.3059969,SETD4
221558_s_at,0.3158025,-0.2465611,LEF1
205140_at,0.3158155,-0.3143389,FPGT
210573_s_at,0.3159109,0.3231878,POLR3C
204082_at,0.3159515,-0.3009719,PBX3
206686_at,0.3159537,0.3907646,PDK1
215749_s_at,0.3159945,0.2719483,GORASP1
205340_at,0.3160135,0.3250822,ZBTB24
201988_s_at,0.3160537,-0.230978,CREBL2
219441_s_at,0.3160868,0.3946673,LRRK1
220094_s_at,0.3160997,-0.3112115,MCUR1
215870_s_at,0.3161189,-0.7578273,PLA2G5
206662_at,0.316151,-0.6052365,GLRX
205050_s_at,0.3162306,0.3139687,MAPK8IP2
218827_s_at,0.3162467,-0.3666857,CEP192
208615_s_at,0.3162804,0.358316,PTP4A2
214284_s_at,0.3162884,0.5057274,FGF18
202088_at,0.3163469,-0.2612316,SLC39A6
203983_at,0.3164219,0.3314802,TSNAX
204092_s_at,0.3164226,-0.6155648,AURKA
209842_at,0.3164265,0.4284502,SOX10
213463_s_at,0.31646,0.3489076,FAM149B1
221034_s_at,0.3165003,0.3645918,TEX13B
209165_at,0.3165403,0.3316588,AATF
207507_s_at,0.316555,-0.6247128,ATP5G3
204933_s_at,0.3165684,0.6668553,TNFRSF11B
205829_at,0.3166033,-0.8301386,HSD17B1
213703_at,0.316604,0.247494,LINC00342
215481_s_at,0.3166358,0.5811013,PEX5
209291_at,0.3167003,0.3577154,ID4
204735_at,0.3167325,-0.273592,PDE4A
204264_at,0.3167339,0.2644872,CPT2
209068_at,0.3167432,0.265928,HNRNPDL
206645_s_at,0.3168556,-0.8053331,NR0B1
214448_x_at,0.3169009,-0.4570942,NFKBIB
208082_x_at,0.3169902,0.3161612,
206611_at,0.316992,0.3595386,C2orf27A
208154_at,0.3172241,0.7543968,
59705_at,0.317226,0.267519,SCLY
211896_s_at,0.3172576,-0.2804864,DCN
213022_s_at,0.317275,0.3049247,UTRN
204768_s_at,0.317287,0.2583637,FEN1
209899_s_at,0.3172904,0.2173195,PUF60
217662_x_at,0.3173504,0.9504111,
217319_x_at,0.3173895,0.8995503,CYP4A22///CYP4A11
207117_at,0.3175422,-0.420888,ZNF117
215417_at,0.3175748,0.5207151,EXOC6B
220873_at,0.3175927,-0.3144993,
215247_at,0.3176085,-0.6100225,LOC100288570
207839_s_at,0.3176189,-0.3042228,TMEM8B
208072_s_at,0.3176469,0.2348744,DGKD
204042_at,0.3176763,-0.1952933,WASF3
221797_at,0.3177222,0.7936129,OXLD1
210273_at,0.3177508,0.2907598,PCDH7
215056_at,0.31776,-0.3213661,
202630_at,0.3178241,0.2319604,APPBP2
208117_s_at,0.3178978,0.3704375,LAS1L
215475_at,0.3180548,-0.8219906,
203326_x_at,0.3180566,0.3724207,
211227_s_at,0.3182123,-0.6499128,PCDH11Y///PCDH11X
213276_at,0.3182484,-0.5260446,CAMK2B
219788_at,0.3182936,0.4404342,PILRA
218632_at,0.3182983,0.3333033,HECTD3
220152_at,0.318451,0.4832819,C10orf95
207149_at,0.3184959,0.4174901,CDH12
208592_s_at,0.3185088,0.4016145,CD1E
219010_at,0.3185162,0.3344287,C1orf106
203114_at,0.3185835,0.7625209,SSSCA1
212676_at,0.3186184,0.2144444,NF1P9///NF1
215591_at,0.3186558,0.3544607,SATB2
200755_s_at,0.3186743,0.5855436,CALU
203237_s_at,0.3186763,0.4353502,NOTCH3
216106_at,0.3186828,-0.4448889,LOC145678
217346_at,0.3188153,-0.4323395,
201598_s_at,0.3188425,0.2720144,INPPL1
220923_s_at,0.3188551,0.5139383,PNMA3
202582_s_at,0.3188565,-0.2729443,RANBP9
210332_at,0.3189195,0.7448535,ACHE
211172_x_at,0.3189807,0.5682754,AKAP7
219632_s_at,0.3189912,0.3246017,SHPK///TRPV1
208138_at,0.3189918,0.4317096,GAST
213475_s_at,0.3190258,0.606286,ITGAL
207816_at,0.3191013,0.5518196,LALBA
201114_x_at,0.3191441,-0.4116675,PSMA7
207325_x_at,0.3192659,-0.7758678,MAGEA1
218588_s_at,0.3192913,-0.2515505,FAM114A2
215327_at,0.3193254,0.6896983,
205713_s_at,0.3193428,0.5165329,COMP
221577_x_at,0.3193585,-0.8108229,GDF15
212821_at,0.3193629,0.6556288,PLEKHG3
222205_x_at,0.3194152,0.4470292,FAM27B///FAM27C///FAM182B
202956_at,0.3194366,0.2124478,ARFGEF1
210337_s_at,0.3194954,0.7937176,ACLY
213085_s_at,0.3196873,0.2667584,WWC1
221251_x_at,0.3197158,0.5065509,INO80B-WBP1///INO80B
210058_at,0.3197868,0.282455,MAPK13
215377_at,0.3198816,0.6217056,CTBP2
202349_at,0.3199099,-0.3320248,TOR1A
218072_at,0.3199184,0.2388329,COMMD9
208364_at,0.319975,-0.4066082,INPP4A
221803_s_at,0.3200808,-0.301897,NRBF2
218445_at,0.3200831,0.5908651,H2AFY2
37549_g_at,0.3201169,-0.3227347,BBS9
213813_x_at,0.3201542,-0.3655301,
212055_at,0.3201706,-0.3176689,TPGS2
217101_at,0.3202694,-0.400127,TTC39A
61874_at,0.3203065,0.2896466,CACFD1
219849_at,0.3204335,0.3648842,ZNF671
217159_x_at,0.3204504,0.2735402,SIGLEC7
219664_s_at,0.3205698,0.3977444,DECR2
217673_x_at,0.3205835,-0.2288467,GNAS
210788_s_at,0.3205851,-0.3369079,DHRS7
213456_at,0.3206492,-0.9919793,SOSTDC1
217863_at,0.3206648,0.2693264,PIAS1
207267_s_at,0.3206796,0.4041572,RIPPLY3
217499_x_at,0.3207294,0.2627131,OR7E37P
216882_s_at,0.3208514,0.4421196,NEBL
219092_s_at,0.3210029,0.2423751,IPPK
215227_x_at,0.3210781,-0.2551939,ACP1
207141_s_at,0.3211634,-0.2565042,KCNJ3
209491_s_at,0.3211823,0.4185741,CAND1.11///AMPD3
205214_at,0.3212241,-0.6680332,STK17B
56829_at,0.3212386,0.2765499,TRAPPC9
202843_at,0.3213031,-0.6942747,DNAJB9
205280_at,0.3214383,-0.6002305,GLRB
215809_at,0.3214511,0.3995651,CYP2D6
213896_x_at,0.3214592,0.6660949,FAM149B1
207564_x_at,0.3215416,-0.6072711,OGT
205581_s_at,0.3215841,0.7045174,NOS3
220296_at,0.3216155,0.6007918,
216758_at,0.3216495,1.0120367,
210571_s_at,0.3217181,0.4879335,CMAHP
217230_at,0.3218088,0.4875185,EZR
221795_at,0.3219093,0.3046312,NTRK2
215904_at,0.321993,-0.8560755,AFDN
212935_at,0.3220082,-0.5131137,MCF2L
218293_x_at,0.3220108,0.4663337,NUP50
220318_at,0.3221092,0.8542185,EPN3
218761_at,0.3221199,-0.3438779,RNF111
208657_s_at,0.3221246,0.6197238,9-Sep
204357_s_at,0.322152,0.597203,LIMK1
204447_at,0.3221722,-0.2404396,LZTS3
220388_at,0.3222856,0.5926703,FER1L4
203473_at,0.3223239,0.2615251,SLCO2B1
202833_s_at,0.3223584,-0.6043843,SERPINA1
215753_at,0.3223721,0.5813077,
201837_s_at,0.3223895,-0.2325139,SUPT7L
213177_at,0.3226012,0.8084131,MAPK8IP3
216709_at,0.3226057,-0.3233732,
208229_at,0.3226948,-0.5951528,FGFR2
202014_at,0.3227463,-0.3895733,PPP1R15A
202412_s_at,0.3227491,0.3274735,USP1
213659_at,0.3227881,-0.3403155,ZNF75D
215353_at,0.3228479,0.4069008,GIMAP5
222172_at,0.3228776,-0.4580912,NPAS3
202271_at,0.3230154,-0.2171994,FBXO28
203825_at,0.3230547,0.3587102,BRD3
205447_s_at,0.32309,0.5822138,MAP3K12
208858_s_at,0.3231192,0.5689672,ESYT1
221757_at,0.3231426,0.337151,PIK3IP1
207369_at,0.3231875,0.4803249,BRS3
218477_at,0.3232053,-0.6911083,TMEM14A
201437_s_at,0.3232231,-0.335376,EIF4E
212886_at,0.3232825,0.6822024,CCDC69
212117_at,0.3233397,-0.4986626,RHOQ
220925_at,0.3233527,0.2432836,NAA35
221121_at,0.3234089,0.6497822,CT55
217192_s_at,0.3234108,-0.6078048,PRDM1
215097_at,0.3234183,0.6490467,CAPZB
218337_at,0.3235085,0.2719625,FAM160B2
217749_at,0.3235616,0.3372901,COPG1
207892_at,0.3236116,0.5887941,CD40LG
216575_at,0.3236125,-0.8116008,
204624_at,0.3236241,0.2321851,ATP7B
204475_at,0.3237103,0.8699706,MMP1
200734_s_at,0.3237461,-0.2675133,ARF3
207410_s_at,0.3237637,-0.6566395,TLX2
222343_at,0.3238078,0.4802712,BCL2L11
210712_at,0.323864,0.8317745,LDHAL6B
202950_at,0.3238887,-0.3857581,CRYZ
220376_at,0.3239951,0.4506924,LRRC19
219692_at,0.3240103,0.2491714,KREMEN2
52975_at,0.3240147,0.2770088,MVB12B
205156_s_at,0.3240594,0.2629208,ASIC1
218183_at,0.324092,-0.2448349,CDIP1
206938_at,0.3241357,-0.5289421,SRD5A2
217517_x_at,0.3241371,0.5635433,SRPK2
215344_at,0.3241453,-0.6402838,
219167_at,0.3241566,0.4179765,RASL12
208708_x_at,0.3242844,-0.3818097,EIF5
215852_x_at,0.3243464,0.3930709,SOGA1
204529_s_at,0.3244023,-0.4087311,TOX
222292_at,0.324434,0.5496843,CD40
220424_at,0.324464,0.8460799,NPHS2
214354_x_at,0.3244901,0.302716,SFTPB
206001_at,0.3245013,-0.3865793,NPY
209432_s_at,0.3245774,-0.3264721,CREB3
217732_s_at,0.3245885,-0.3869893,ITM2B
212958_x_at,0.324696,-0.4300173,PAM
222217_s_at,0.3247401,-0.3706453,SLC27A3
211925_s_at,0.3247764,0.7729379,PLCB1
204645_at,0.3248945,-0.278281,CCNT2
220632_s_at,0.3249564,0.5635936,POMT2
215405_at,0.3250051,-0.5180801,
206506_s_at,0.3250315,-0.4747296,SUPT3H
202080_s_at,0.3251519,-0.3691888,TRAK1
202090_s_at,0.3251925,-0.2011482,UQCR11
200041_s_at,0.3252245,0.2716622,ATP6V1G2-DDX39B///SNORD84///DDX39B
212868_x_at,0.3253156,0.4115083,MAPKAPK5-AS1
219801_at,0.3253961,0.277797,ZNF34
208656_s_at,0.3254043,-0.2081785,CCNI
209381_x_at,0.3254057,0.5581058,SF3A2
217383_at,0.325416,-0.3112427,PGK1
37254_at,0.3254255,-0.2156309,ZNF133
204201_s_at,0.3254493,-0.2626238,PTPN13
213752_at,0.3254842,-0.3836649,KAZN
217905_at,0.3254883,-0.2812337,MCMBP
202749_at,0.3255133,-0.4827531,WRB
208547_at,0.3255379,0.5657463,HIST1H2BB
217320_at,0.3255379,-0.79692,LOC100293211
212349_at,0.3256312,0.4488972,POFUT1
215283_at,0.3256535,-0.2490133,LINC00667
211836_s_at,0.3256805,0.3974547,MOG
213747_at,0.3257469,0.5730552,AZIN1
210278_s_at,0.3257554,0.3511266,AP4S1
217564_s_at,0.3258031,-0.8022683,CPS1
207939_x_at,0.325822,-0.6219827,RNPS1
206684_s_at,0.3259525,0.3736502,ATF7
209768_s_at,0.3259657,-0.4743282,SEPT5-GP1BB
212339_at,0.3259735,-0.2265678,EPB41L1
202614_at,0.325977,0.2813319,SLC30A9
220911_s_at,0.3259771,0.8162941,NYNRIN
202782_s_at,0.326,0.2891881,INPP5K
202022_at,0.3260086,0.3037727,ALDOC
205896_at,0.3260258,0.284419,SLC22A4
210513_s_at,0.3260309,-0.3299544,VEGFA
216208_s_at,0.3260701,0.7343531,ATF6B
212380_at,0.3260802,0.2901015,CMTR1
221864_at,0.3261085,0.3635675,ORAI3
201572_x_at,0.3261186,0.2104922,DCTD
218979_at,0.3262192,0.2244723,RMI1
218465_at,0.3262516,-0.2030573,TMEM33
207289_at,0.3263029,0.265051,MMP25
205037_at,0.3264267,-0.440685,IFT27
220850_at,0.3264338,-0.8294393,MORC1
218229_s_at,0.3264567,-0.3633742,POGK
212280_x_at,0.3265636,-0.2534531,ATG4B
201904_s_at,0.3266125,0.4943076,CTDSPL
200931_s_at,0.3266697,-0.2485571,VCL
208751_at,0.3267673,0.2649047,NAPA
214746_s_at,0.3268253,-0.3830917,ZNF467
217413_s_at,0.3268332,0.5213272,TNXB
208114_s_at,0.3268589,0.2638976,ISG20L2
1487_at,0.3270569,-0.2784683,ESRRA
204961_s_at,0.3271122,-0.3364858,NCF1C///NCF1B///NCF1
212365_at,0.3271811,0.2632292,MYO1B
201787_at,0.3272437,0.613543,FBLN1
1494_f_at,0.327276,-0.3478131,CYP2A6
205425_at,0.3272863,0.4050242,HIP1
203690_at,0.3273263,-0.4580377,TUBGCP3
209574_s_at,0.3273326,0.2580023,LDLRAD4
211352_s_at,0.3273333,0.7435397,NCOA3
215656_at,0.3273907,0.6928703,LMAN2
202442_at,0.3274405,-0.2080237,AP3S1
218798_at,0.3274479,-0.5121967,KRI1
214231_s_at,0.3274802,-0.4718159,VWA8
200921_s_at,0.3275451,-0.2819781,BTG1
219607_s_at,0.3276033,-0.5074189,MS4A4A
217771_at,0.3276605,0.3504848,GOLM1
210919_at,0.3276689,1.0908073,PHLPP1
222255_at,0.3278542,0.499259,PRX
203366_at,0.3278682,-0.2489307,POLG
215055_at,0.3278684,0.3656531,B3GNTL1
221703_at,0.3278943,0.5802755,BRIP1
208243_s_at,0.3279015,0.4019754,CNR1
213685_at,0.3279103,0.3424672,TCEB3-AS1
213961_s_at,0.3279471,0.6091293,TAF6L
220471_s_at,0.3280608,-0.6842504,MYCT1
219648_at,0.3280723,-0.2583648,MREG
64371_at,0.3281548,0.3132231,SUGP2
212200_at,0.3281608,0.2560754,ANKLE2
203905_at,0.3282139,0.2188453,PARN
209579_s_at,0.3282177,0.3019992,MBD4
204157_s_at,0.3282551,0.264042,SIK3
208537_at,0.3282964,-0.4408562,S1PR2
207987_s_at,0.3282997,0.4728919,GNRH1
212593_s_at,0.328382,0.3930003,MIR4680///PDCD4
204301_at,0.3283921,0.2215851,KBTBD11
201274_at,0.3284041,-0.3195984,PSMA5
216710_x_at,0.3284119,-1.152635,ZNF287
211968_s_at,0.3285033,-0.5080672,HSP90AA1
204921_at,0.3286736,-0.3292903,GAS8
212840_at,0.3286832,0.31461,UBXN7
208554_at,0.3286884,-0.5358651,POU4F3
218308_at,0.3287462,-0.5064534,TACC3
211639_x_at,0.328797,-0.6584842,IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH
208822_s_at,0.3290281,-0.5673955,DAP3
222207_x_at,0.3291788,0.4283497,
214669_x_at,0.3292528,0.5997181,IGKC
201441_at,0.3292772,-0.2289758,COX6B1
218007_s_at,0.3292881,-0.3133116,RPS27L
211992_at,0.3293214,0.3582227,WNK1
215648_at,0.3293494,0.4497865,
202165_at,0.3294881,0.4105136,PPP1R2
203435_s_at,0.3295032,0.3195784,MME
204924_at,0.3295598,0.5251112,TLR2
213009_s_at,0.3296007,-0.2792863,TRIM37
210921_at,0.3296256,0.5892795,LOC101929078
220259_at,0.3296957,-0.5139929,PLEKHH3
214092_x_at,0.3297166,-0.1991269,SUGP2
220184_at,0.3297317,0.4953102,NANOG
201946_s_at,0.3297646,0.2885364,CCT2
204400_at,0.3297751,0.3263324,EFS
203044_at,0.329857,0.3100689,CHSY1
200955_at,0.3298644,-0.2322367,IMMT
205833_s_at,0.3298953,0.4169087,PART1
208527_x_at,0.3299262,-0.5203546,HIST1H2BE
221977_at,0.3299499,0.5702035,TBX2
221921_s_at,0.3299531,0.6867206,CADM3
221866_at,0.3299547,0.4357037,TFEB
220525_s_at,0.330032,-0.2898996,AUP1
