ID,P.Value,logFC,Gene.symbol
211193_at,0.2228431,0.7878957,TP63
201289_at,0.2228786,-0.5965447,CYR61
216801_at,0.222897,0.3049221,CROCC
213474_at,0.2229266,0.3230391,KCTD7///RABGEF1
211322_s_at,0.2229433,-0.4362756,SARDH
210364_at,0.2229589,0.4274159,SCN2B
219890_at,0.2230028,-0.4894979,CLEC5A
202381_at,0.2230908,0.3441798,ADAM9
44120_at,0.2231026,0.2454799,ADCK2
217504_at,0.2231827,-0.8216207,ABCA6
212493_s_at,0.2232358,0.248568,SETD2
209442_x_at,0.2232792,-0.2413893,ANK3
217047_s_at,0.2232896,0.372618,FAM13A
221638_s_at,0.2233246,-0.5606722,STX16
217691_x_at,0.2233527,-0.7427993,MIR6787///SLC16A3
210951_x_at,0.2233767,-0.5525676,RAB27A
204511_at,0.2234089,0.2549508,FARP2
212228_s_at,0.2234662,-0.269426,COQ9
200738_s_at,0.223494,-0.3896734,PGK1
215688_at,0.2234991,-0.2952246,RASGRF1
208519_x_at,0.2235384,0.6192175,GNRH2
217719_at,0.2236572,0.2377881,EIF3L
211446_at,0.2236949,0.4946141,RGSL1
212583_at,0.2237067,0.29522,AQR
210611_s_at,0.2238561,-0.5858688,DTNA
217889_s_at,0.2238719,0.3863956,CYBRD1
213411_at,0.2239036,-0.357622,ADAM22
203355_s_at,0.2239328,0.2724425,PSD3
211356_x_at,0.2239946,-0.3137076,LEPROT///LEPR
208230_s_at,0.224038,-0.6150546,NRG1
219239_s_at,0.2240751,0.3907885,ZNF654
200747_s_at,0.2241026,0.3087039,NUMA1
217183_at,0.2241687,0.5714114,SPC24
217108_at,0.2242167,-0.3568386,
217960_s_at,0.2243085,0.9663822,TOMM22
215352_at,0.2243256,-0.5423044,GIMAP1-GIMAP5///GIMAP5
214698_at,0.2243664,0.6346939,PTBP3
206691_s_at,0.2243799,-0.4129818,PDIA2
210893_at,0.2244067,1.1589002,
209791_at,0.2244228,0.4495602,PADI2
218375_at,0.2244947,-0.2752215,NUDT9
203441_s_at,0.2245294,0.4535573,CDH2
204348_s_at,0.2245664,0.2875392,LOC100507855///AK4
212115_at,0.2246194,-0.3999136,HN1L
217863_at,0.224676,0.2707674,PIAS1
215518_at,0.224695,-0.3270369,STXBP5L
205720_at,0.2247455,-0.3187131,POMC
216009_at,0.22475,0.5596674,SLC39A9
220103_s_at,0.2247614,-0.9188646,MRPS18C
212417_at,0.2248016,0.5896911,SCAMP1
205747_at,0.2248208,-0.9463811,CBLN1
211589_at,0.2248319,0.6794075,PML
201990_s_at,0.2248955,0.2869784,CREBL2
211522_s_at,0.2248992,-1.0308563,GNRHR
200810_s_at,0.2249244,0.4536781,CIRBP
206451_at,0.2249406,0.3337012,TBCCD1
220071_x_at,0.2249841,0.3763735,HAUS2
222165_x_at,0.225014,-0.4284655,C9orf16
207329_at,0.2250199,-0.3567762,MMP8
37966_at,0.2250425,-0.3772387,PARVB
201833_at,0.2250483,0.4495458,HDAC2
91617_at,0.2250907,0.3609768,MIR1306///DGCR8
210072_at,0.225109,-0.5527599,CCL19
217169_at,0.2251607,0.8827583,IGHM///IGHG1///IGHA1
212313_at,0.2252334,0.2647299,CHMP7
219016_at,0.2252996,-0.2871635,FASTKD5
205039_s_at,0.2253161,-0.3995493,IKZF1
205018_s_at,0.2253468,-0.5066536,MBNL2
213135_at,0.2253471,0.2445457,TIAM1
201930_at,0.2253879,-0.3440221,MCM6
206519_x_at,0.2253991,-0.8636515,SIGLEC6
218773_s_at,0.2256171,-0.4038835,MSRB2
200684_s_at,0.2256449,0.3527314,UBE2L3
206853_s_at,0.2256519,-0.3131506,MAP3K7
208787_at,0.2258322,-0.2827226,MRPL3
215866_at,0.2258799,-0.4202241,
204012_s_at,0.225921,0.2406217,LCMT2
217285_at,0.2260402,-0.7867547,TSSK2///DGCR14
202779_s_at,0.2261113,-0.536977,UBE2S
203907_s_at,0.2261781,0.3077188,IQSEC1
202534_x_at,0.2262553,0.2926947,DHFR
206660_at,0.2262939,0.7397657,IGLL1
203765_at,0.2263071,0.2672501,GCA
213970_at,0.2263181,0.3098146,RABL3
202073_at,0.2264324,0.2816203,OPTN
212452_x_at,0.2264538,0.3583321,KAT6B
203743_s_at,0.2265385,0.2976079,TDG
208648_at,0.2265449,0.2449204,VCP
212757_s_at,0.2265529,0.4475466,CAMK2G
202614_at,0.2265863,0.3239865,SLC30A9
213005_s_at,0.2266126,0.3189137,KANK1
220586_at,0.2266381,0.7773492,CHD9
219276_x_at,0.2266612,-0.2882541,CAAP1
209763_at,0.226721,-0.2928722,CHRDL1
220590_at,0.2267298,-0.8343837,ITFG2
215451_s_at,0.2267704,-0.3270501,AFF1
217764_s_at,0.2268189,0.2491106,RAB31
209205_s_at,0.2268361,-0.4729983,LMO4
204983_s_at,0.2269521,0.2862678,GPC4
221690_s_at,0.2269728,-0.7132573,NLRP2
221173_at,0.2270566,0.384027,USH1C
210423_s_at,0.2271123,-0.3579113,SLC11A1
207716_at,0.2271637,-0.3638657,KRT38
221832_s_at,0.2272287,0.2806822,LUZP1
210736_x_at,0.2273063,0.3493306,DTNA
208156_x_at,0.2273157,0.3315563,EPPK1
AFFX-CreX-3_at,0.2273393,0.3040177,
221815_at,0.2273585,1.0309316,ABHD2
213675_at,0.2274176,0.2855622,PARVA
213618_at,0.2274208,0.4011156,ARAP2
221840_at,0.2275749,-0.3389813,PTPRE
212712_at,0.2276693,0.255642,CAMSAP1
219319_at,0.2276952,0.7430213,HIF3A
202533_s_at,0.2277399,-0.6350707,DHFR
218973_at,0.2277407,-0.3146715,EFL1
217955_at,0.2278781,0.2339664,BCL2L13
218818_at,0.2279487,0.414409,FHL3
214674_at,0.2280167,0.4165118,USP19
203633_at,0.2280175,0.3025294,CPT1A
214670_at,0.2281084,0.3253269,ZKSCAN1
202511_s_at,0.2281119,-0.2711929,ATG5
206396_at,0.2281215,-0.8235745,SLC1A1
209672_s_at,0.2281504,0.5841274,MIOS
215169_at,0.2281683,0.5185293,SLC35E2B///SLC35E2
219569_s_at,0.2282142,-0.3355004,SLC35G2
214434_at,0.2282225,-0.4308305,HSPA12A
211758_x_at,0.2282689,-0.3410873,TXNDC9
209037_s_at,0.2282768,0.4694135,EHD1
213400_s_at,0.2282984,0.258341,TBL1X
215579_at,0.2282997,-0.4345699,APOBEC3G
210225_x_at,0.2283046,-0.5945862,LILRB3
211122_s_at,0.2283788,-1.0091296,CXCL11
211824_x_at,0.2284204,-0.3717734,NLRP1
214296_x_at,0.2284597,0.9166858,IZUMO4
218952_at,0.2285323,-0.4923004,PCSK1N
218181_s_at,0.2286348,0.4078915,MAP4K4
209633_at,0.2286406,-0.3059919,PPP2R3A
221512_at,0.2286859,0.3366071,TMEM222
211681_s_at,0.2287281,0.4312223,PDLIM5
221827_at,0.2287377,0.557525,RBCK1
221570_s_at,0.228739,-0.3407366,METTL5
214536_at,0.228775,-0.4372876,SLURP1
213204_at,0.2288039,0.4061446,CUL9
212587_s_at,0.2288157,-0.9664227,PTPRC
202186_x_at,0.228883,0.4829129,PPP2R5A
204560_at,0.2288916,-0.7688152,FKBP5
214969_at,0.2289066,-0.2865582,MAP3K9
204516_at,0.2289245,0.3630127,ATXN7
38766_at,0.2289392,0.442177,TMEM265///SRCAP
221687_s_at,0.2289548,0.3731105,MVB12B
213025_at,0.2290032,0.2936289,THUMPD1
216153_x_at,0.229018,0.5391672,RECK
217894_at,0.2290551,0.3563991,KCTD3
220570_at,0.2290793,0.6522881,RETN
211697_x_at,0.2291154,-0.692181,PNO1
205533_s_at,0.2291245,1.0569354,CDH6
212912_at,0.2291782,0.3074656,RPS6KA2
208780_x_at,0.2292785,-0.2190758,VAPA
202209_at,0.2293343,-0.3104424,LSM3
212574_x_at,0.229456,-0.334638,TMEM259
216973_s_at,0.2295505,0.4259396,HOXB7
214685_at,0.2296238,0.8659628,NOP14-AS1
212392_s_at,0.2296409,0.8773913,LOC101930416///LOC101929792///LOC100996724///PDE4DIP
201288_at,0.2297206,-0.4652873,ARHGDIB
202030_at,0.2298371,0.4290471,BCKDK
212697_at,0.2298496,0.2734082,FAM134C
207299_s_at,0.230004,0.4609283,GRM1
201074_at,0.2301003,0.4077284,SMARCC1
203754_s_at,0.2301297,0.3913164,BRF1
212702_s_at,0.2301648,-0.7711327,BICD2
211004_s_at,0.2301892,-0.2851446,ALDH3B1
204371_s_at,0.2302218,0.4651213,KHSRP
217745_s_at,0.2302333,0.2761218,NAA50
210017_at,0.2303381,0.3641918,MALT1
218549_s_at,0.2303442,0.3428067,RMDN1
212565_at,0.2303582,0.2881509,STK38L
218898_at,0.2304092,0.3400002,FAM57A
217847_s_at,0.2304338,0.7637083,THRAP3
207003_at,0.2304344,-0.904561,GUCA2A
212372_at,0.2304925,-0.4137659,MYH10
221846_s_at,0.2306027,0.4073762,CASKIN2
212056_at,0.2306471,0.2730865,GSE1
220348_at,0.2307125,-0.5459859,KLHL29
200861_at,0.2307851,0.2898491,CNOT1
209532_at,0.2308374,0.8084392,PLAA
203594_at,0.2309057,-0.4572906,RTCA
207867_at,0.2309631,-0.3333724,PAX4
219012_s_at,0.2310157,0.6036188,EMSY
219738_s_at,0.2310226,0.2451174,PCDH9
214230_at,0.2310312,-0.5554424,CDC42
205621_at,0.2311177,-0.2281889,ALKBH1
214971_s_at,0.2311299,0.6045188,ST6GAL1
214842_s_at,0.2312453,-0.6300126,ALB
204792_s_at,0.2312851,0.4971879,IFT140
221315_s_at,0.2313243,-0.8466583,FGF22
222291_at,0.2313667,0.3230157,FAM149A
204887_s_at,0.2314486,0.8241053,PLK4
222372_at,0.2314653,0.3485401,MAGI1
222276_at,0.2315006,0.5507524,METTL2B
207906_at,0.2315322,-0.420846,IL3
213126_at,0.2315862,0.9060716,MED8
202836_s_at,0.2315883,-0.3237161,TXNL4A
206456_at,0.2316134,-0.5086443,GABRA5
202973_x_at,0.2317014,0.3784223,FAM13A
204361_s_at,0.2317159,-0.41619,SKAP2
204053_x_at,0.2318456,-0.2519502,PTEN
219195_at,0.2318561,0.644824,PPARGC1A
219735_s_at,0.2319409,0.5811834,TFCP2L1
209866_s_at,0.2319466,0.433482,ADGRL3
211088_s_at,0.2319845,0.7368834,PLK4
220690_s_at,0.2320461,-0.6588322,DHRS7B
205806_at,0.2322061,0.3676853,ROM1
205551_at,0.2322229,-0.5448189,SV2B
210656_at,0.2322886,-0.4782539,EED
221063_x_at,0.2323048,-0.2533047,RNF123
213722_at,0.2324379,0.6141784,SOX2
217958_at,0.232506,-0.2586753,MIR3656///TRAPPC4
219106_s_at,0.2326171,-0.4129164,KLHL41
209820_s_at,0.2326328,0.4210422,TBL3
217875_s_at,0.2326505,0.6781819,PMEPA1
201938_at,0.2326937,0.3716373,CDK2AP1
204883_s_at,0.2327263,-0.4676583,HUS1
221749_at,0.2327294,0.2862367,YTHDF3
207520_at,0.2327494,-0.471709,TROVE2
209481_at,0.2328264,-0.2949704,SNRK
201958_s_at,0.2329081,0.3320585,PPP1R12B
207108_s_at,0.2329126,0.4545032,NIPBL
203414_at,0.2329195,-0.5205131,MMD
215024_at,0.2329337,0.3357967,CCZ1B
207487_at,0.2330389,0.932952,
206022_at,0.2330651,0.329057,NDP
217576_x_at,0.233179,-0.8591162,SOS2
214597_at,0.2332048,-0.5327326,SSTR2
222035_s_at,0.233276,-0.4794309,PAPOLA
203133_at,0.2333223,-0.3172992,SEC61B
219571_s_at,0.2334659,0.2566404,ZNF12
206849_at,0.2335544,-0.4287439,GABRG2
200956_s_at,0.2335669,0.3797816,SSRP1
207529_at,0.233607,-0.5587736,DEFA5
207686_s_at,0.2336119,0.6824163,CASP8
220515_at,0.2336904,-0.4974244,DUSP21
216321_s_at,0.2336933,0.3229766,NR3C1
206835_at,0.2337143,-0.6868614,STATH
205203_at,0.2337352,-0.2874213,PLD1
211800_s_at,0.2337384,0.2290731,USP4
219788_at,0.2337836,0.3860232,PILRA
211768_at,0.2338986,-0.42476,LAT2
205312_at,0.2339018,0.5068185,SPI1
215054_at,0.2339402,0.5798211,RGL3///EPOR
215507_x_at,0.2339511,-1.0219064,RAB22A
213744_at,0.2339997,-0.4839669,ATRNL1
221662_s_at,0.2340343,0.7092222,SLC22A7
202040_s_at,0.2340762,0.3528219,KDM5A
215598_at,0.2340977,0.2643239,TTC12
214559_at,0.2341161,0.7187709,DRD3
211380_s_at,0.2343051,0.6075285,PRKG1
210201_x_at,0.2343175,-0.2283234,BIN1
211013_x_at,0.2343345,0.2893755,PML
212368_at,0.2343938,0.3935488,ZNF292
203809_s_at,0.2346803,0.5179575,AKT2
203265_s_at,0.234683,-0.3276353,MAP2K4
207717_s_at,0.2347275,-0.3864442,PKP2
214185_at,0.2347306,-0.3191293,KHDRBS1
218113_at,0.2347572,-0.3328413,TMEM2
220429_at,0.2347947,-0.3259011,NDST3
218286_s_at,0.2347964,-0.3324507,RNF7
209819_at,0.2349684,-0.694983,HABP4
212723_at,0.2351012,-0.3521694,JMJD6
204294_at,0.2351174,0.3105314,AMT
222053_at,0.2351428,-0.4498433,TAF6L
203752_s_at,0.2351674,0.2846536,JUND
204934_s_at,0.2352428,-0.6327547,HPN
221484_at,0.2353744,0.3297131,B4GALT5
213484_at,0.2354157,-0.5068276,ADD2
217982_s_at,0.2354267,0.2168387,MORF4L1
204715_at,0.235442,-0.3645703,PANX1
206145_at,0.2355221,-0.512949,RHAG
202880_s_at,0.2356071,0.3258628,CYTH1
210220_at,0.2356151,-0.3710982,FZD2
220516_at,0.2356198,-0.6997745,ZSCAN2
212875_s_at,0.2356271,-0.3204581,C2CD2
217935_s_at,0.2358053,-0.3984374,UQCC1
206070_s_at,0.235827,0.6692112,EPHA3
215546_at,0.2358505,-0.8527724,PSMD5
202455_at,0.2358946,-0.3551002,HDAC5
216372_at,0.2359003,-0.3834814,
207008_at,0.2359551,0.8864905,CXCR2
202480_s_at,0.2360122,0.6017735,DEDD
206076_at,0.2360744,0.3493177,LRRC23
219257_s_at,0.2360866,0.4339663,SPHK1
209398_at,0.2361036,0.289805,HIST1H1C
203154_s_at,0.2361088,0.5007782,PAK4
208160_at,0.2361259,0.3411096,
219715_s_at,0.2361581,-0.778582,TDP1
209641_s_at,0.2361912,0.5025321,ABCC3
208678_at,0.2362111,-0.4097443,ATP6V1E1
213186_at,0.236269,-0.367992,DZIP3
208781_x_at,0.2362828,-0.3074211,SNX3
217720_at,0.2362858,-0.3436412,CHCHD2
208077_at,0.2362929,-0.8364347,C9orf38
216474_x_at,0.2362985,-0.6998208,TPSB2///TPSAB1
213931_at,0.2363088,0.6207661,ID2B///ID2
201073_s_at,0.2363304,0.4976388,SMARCC1
213229_at,0.236542,0.3861636,DICER1
219939_s_at,0.2366137,0.2953366,CSDE1
201774_s_at,0.236867,0.4212648,NCAPD2
215298_at,0.2368881,0.7178577,LOC105377443
220784_s_at,0.2368953,0.9816893,UTS2
216143_at,0.2369337,0.5051063,
214613_at,0.2369521,-0.8431394,GPR3
203101_s_at,0.2370323,0.2755745,MGAT2
216353_s_at,0.237362,-0.8760769,
219935_at,0.2375171,-0.4949184,ADAMTS5
210589_s_at,0.2375365,-0.703807,GBAP1
205288_at,0.2375736,0.5657098,CDC14A
206850_at,0.2376075,-0.3645575,RASL10A
208402_at,0.2376242,-0.8792509,IL17A
58780_s_at,0.2376286,0.3705597,ARHGEF40
215211_at,0.2376461,0.5336467,RRN3P1
203756_at,0.2376796,0.3384762,ARHGEF17
216992_s_at,0.2377265,0.3559026,GRM8
206046_at,0.2377764,-0.2937351,ADAM23
203893_at,0.2378964,-0.4083363,AK6
204237_at,0.2379477,0.5037548,GULP1
201008_s_at,0.2379607,0.632607,TXNIP
218156_s_at,0.2379679,0.2927642,TSR1
203927_at,0.2379961,-0.3049634,NFKBIE
221326_s_at,0.2380279,0.5648602,TUBD1
205575_at,0.2380874,0.2309684,C1QL1
205043_at,0.2381229,0.3043728,CFTR
220765_s_at,0.238189,0.2591721,LIMS2
202819_s_at,0.2382087,-0.3099186,TCEB3
213900_at,0.2382237,0.387725,FAM189A2
220093_at,0.2384729,0.7793841,ANTXR1
215630_at,0.2385902,0.7117966,
209638_x_at,0.2386391,-0.988029,RGS12
205840_x_at,0.2386588,0.7229416,GH1
206172_at,0.2386817,-0.8727173,IL13RA2
215426_at,0.2387485,0.4178687,ZCCHC14
214302_x_at,0.2387823,0.3736066,GJC2
208154_at,0.2388042,0.908975,
40489_at,0.2390028,0.3318465,ATN1
211518_s_at,0.2392018,0.3450005,BMP4
216007_at,0.2392364,0.4518393,
203644_s_at,0.2393166,0.9400898,MON1B
213555_at,0.2393792,-0.5264485,RWDD2A
208584_at,0.2394529,0.8919804,SNCG
AFFX-hum_alu_at,0.2394701,0.3005711,
200941_at,0.2394749,0.2521987,HSBP1
213579_s_at,0.2395863,0.4610126,EP300
211310_at,0.239601,-0.9676905,EZH1
214145_s_at,0.2397487,0.3653037,SPTB
214455_at,0.239756,1.1466876,HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG
204812_at,0.239783,-0.2932565,ZW10
202696_at,0.2398249,0.209749,OXSR1
205370_x_at,0.2399603,0.3198845,DBT
204661_at,0.2400383,0.2425791,CD52
217626_at,0.2400906,-0.6279227,AKR1C1
215437_x_at,0.2400981,-0.5983003,BAZ2A
209671_x_at,0.2401193,0.4679527,TRAC
200844_s_at,0.2401426,0.4188393,PRDX6
209364_at,0.2401824,0.2482041,BAD
203340_s_at,0.2402051,-0.30562,SLC25A12
210795_s_at,0.2402723,-0.4194812,
218341_at,0.240274,0.3229393,PPCS
216031_x_at,0.2404026,-0.718225,HN1L
219153_s_at,0.2404293,-0.3225775,THSD4
215595_x_at,0.2404417,0.5127509,
209512_at,0.2404521,0.4885849,HSDL2
216086_at,0.2404928,-0.382198,SV2C
210476_s_at,0.2405382,0.38681,PRLR
214579_at,0.2405471,0.7870868,NIPAL3
214171_s_at,0.2405495,0.5586527,U2AF2
203232_s_at,0.2406987,-0.3079911,ATXN1
221498_at,0.2407414,-0.3517975,SNX27
206823_at,0.2407538,-0.8271963,L3MBTL1
213297_at,0.2407873,-0.3895978,RMND5B
203315_at,0.2410074,-0.2982197,NCK2
210592_s_at,0.2410637,-0.2965992,SAT1
208463_at,0.2411494,-0.2951103,GABRA4
219746_at,0.2411613,0.284762,DPF3
200732_s_at,0.2411757,0.3205182,PTP4A1
218323_at,0.2412534,-0.3430971,RHOT1
37020_at,0.2412799,0.5768433,CRP
216042_at,0.2412933,0.3070164,TNFRSF25
219962_at,0.2413002,-1.0477578,ACE2
202447_at,0.241342,-0.259476,DECR1
201204_s_at,0.2413589,0.81489,RRBP1
222099_s_at,0.2413599,0.244235,LSM14A
217882_at,0.2413887,-0.2333426,EMC3
204629_at,0.2414339,-0.2596497,PARVB
211628_x_at,0.2415236,0.2628675,FTH1P5
210588_x_at,0.2415725,-0.2869396,HNRNPH3
204877_s_at,0.2416072,0.3197892,TAOK2
213478_at,0.2416419,-0.3297127,KAZN
200625_s_at,0.241739,-0.2207621,CAP1
219297_at,0.2419114,0.3317169,WDR44
212554_at,0.2420249,-0.6568042,CAP2
208065_at,0.242265,-0.9335314,ST8SIA3
204881_s_at,0.2422725,0.2518194,UGCG
217538_at,0.2422946,0.5641782,SGSM2
200849_s_at,0.242342,0.3677853,AHCYL1
208598_s_at,0.2424093,0.2499107,HUWE1
210887_s_at,0.2424247,0.6302254,EVC
221600_s_at,0.2424434,0.390821,AAMDC
212571_at,0.2424555,0.4777169,CHD8
217788_s_at,0.2424723,0.2540605,GALNT2
213218_at,0.2425101,-0.3303159,ZSCAN26
209806_at,0.2425446,-0.3645943,HIST1H2BK
203252_at,0.242556,-0.3357642,CDK2AP2
200039_s_at,0.2425675,-0.2273119,PSMB2
219354_at,0.2425979,-0.2550222,KLHL26
218750_at,0.2425997,-0.2479495,TAF1D
202066_at,0.2426139,0.4171341,PPFIA1
201645_at,0.2426506,0.7992978,TNC
206250_x_at,0.2427194,-0.3179462,AVPR1A
209040_s_at,0.2427305,0.9914767,PSMB8
212381_at,0.2427586,-0.3782449,USP24
205024_s_at,0.2427818,-0.4317533,RAD51
214228_x_at,0.2428292,-0.7334203,TNFRSF4
219074_at,0.2428319,-0.2523495,TMEM184C
203073_at,0.2428351,0.2600049,COG2
215091_s_at,0.2428557,-0.2977219,GTF3A
210348_at,0.2428611,0.3556991,4-Sep
214299_at,0.2428687,0.4596575,TOP3A
215094_at,0.242881,-0.7705199,SPICE1
211464_x_at,0.2429277,0.4421174,CASP6
39763_at,0.2429674,0.4604399,HPX
203276_at,0.2430277,1.0272285,LMNB1
203477_at,0.2430333,0.5128451,COL15A1
218436_at,0.2430511,0.9646701,SIL1
204446_s_at,0.2430518,-0.5013649,ALOX5
211218_at,0.2430759,0.9449961,
209887_at,0.2430764,-0.7977008,SMAD6
216016_at,0.2430807,0.9021287,NLRP3
202812_at,0.2431417,-0.2460629,GAA
204048_s_at,0.2431497,0.4274175,PHACTR2
205537_s_at,0.2432275,0.7418073,VAV2
220159_at,0.2433027,-0.6426144,ABCA11P
214997_at,0.2433538,-0.4288691,SCAI
210076_x_at,0.2433665,-0.2966714,SERBP1
221836_s_at,0.2435813,-0.2987992,TRAPPC9
222377_at,0.2436506,-0.5686444,TBX10
201510_at,0.243655,0.6601687,ELF3
203647_s_at,0.2436937,-0.4709683,FDX1
221388_at,0.2437371,-0.778046,OR1A1
222314_x_at,0.2437377,0.8062423,EGOT
222362_at,0.2437464,0.7207183,AGFG2
222313_at,0.243755,-0.6349674,
219544_at,0.2437781,0.3344669,BORA
214942_at,0.2437909,0.3062593,RBM34
201079_at,0.2438126,-0.3821828,SYNGR2
201887_at,0.2439422,0.3346538,IL13RA1
220008_at,0.2439612,0.4418265,PEAK1
207715_at,0.2440537,0.4808144,CRYGB
221885_at,0.2440887,0.5957283,DENND2A
221998_s_at,0.2442379,0.5450973,VRK3
220813_at,0.244252,0.7737798,CYSLTR2
213677_s_at,0.244258,0.2225633,PMS1
200807_s_at,0.2442695,-0.2509412,HSPD1
201705_at,0.2443432,0.2557848,PSMD7
203295_s_at,0.2443514,0.6505798,ATP1A2
202229_s_at,0.2443606,-0.5199705,CHERP
212295_s_at,0.2443886,-0.2522996,SLC7A1
219137_s_at,0.2444614,-0.2684582,MFF
207141_s_at,0.2444624,-0.3342967,KCNJ3
216281_at,0.2445105,-0.4787134,DICER1
207714_s_at,0.2447136,-1.1862896,SERPINH1
202253_s_at,0.2447224,0.2999216,DNM2
212953_x_at,0.2447224,-0.2429696,CALR
208109_s_at,0.2447484,0.3668304,LINC00597
217967_s_at,0.2447662,-0.3457398,FAM129A
220295_x_at,0.2448274,-0.4321246,DEPDC1
206777_s_at,0.2448382,0.4499338,CRYBB2P1///CRYBB2
211076_x_at,0.244842,0.3516542,ATN1
212752_at,0.2448542,-0.2670839,CLASP1
212866_at,0.2449975,0.286381,R3HCC1
211105_s_at,0.2450631,0.2937744,NFATC1
200675_at,0.2450777,0.2536935,CD81
204230_s_at,0.2451441,-0.3503316,SLC17A7
210057_at,0.2451493,0.8773257,LOC101060386///BOLA2///SMG1
213335_s_at,0.2452024,1.0562989,ST3GAL6
204916_at,0.2452359,0.2318306,RAMP1
211030_s_at,0.2453375,0.3104439,SLC6A6
206242_at,0.2454457,0.5267878,TM4SF5
203023_at,0.2455368,-0.4571686,NOP16
214833_at,0.2455801,0.5121383,TMEM63A
218578_at,0.24559,-0.3585837,CDC73
204532_x_at,0.2456461,-0.6105385,UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10
213629_x_at,0.2456656,0.3086382,MT1F
213455_at,0.2458548,0.3283183,FAM114A1
213568_at,0.2458771,-0.8822265,OSR2
207000_s_at,0.2458877,-0.4198706,PPP3CC
219393_s_at,0.2459005,0.3972372,AKT3
215310_at,0.2459081,0.3549899,APC
212455_at,0.2461299,0.2788536,YTHDC1
206870_at,0.2461346,-0.683047,PPARA
207886_s_at,0.2461561,-0.9928818,CALCR
220092_s_at,0.2461606,1.1359752,ANTXR1
217222_at,0.2462056,-0.3776067,IGHG1
210366_at,0.2462554,-0.6580837,SLCO1B1
204356_at,0.2462611,-0.4659498,LIMK1
206164_at,0.2463026,-0.6689106,CLCA2
51158_at,0.2463191,-0.3554945,FAM174B
63825_at,0.2463636,0.2257558,ABHD2
219714_s_at,0.2464608,-0.5467395,CACNA2D3
216621_at,0.2465035,-0.4369378,
219042_at,0.2465144,-0.5912586,LZTS1
202125_s_at,0.2465496,0.3289393,TRAK2
214914_at,0.2465529,1.0481865,FAM13C
202002_at,0.2465553,0.8475124,ACAA2
207985_at,0.2465572,-0.4838778,
219870_at,0.2466153,0.5937116,ATF7IP2
218882_s_at,0.2467255,0.2066832,WDR3
217497_at,0.2467768,-0.5422886,TYMP
220415_at,0.2468319,-0.4998646,FPGT-TNNI3K///TNNI3K
213108_at,0.2469019,-0.5387055,CAMK2A
202522_at,0.2469447,-0.2469813,PITPNB
217228_s_at,0.2469956,0.9164892,ASB4
217132_at,0.2470136,0.4756869,
209213_at,0.247082,-0.4925451,CBR1
212075_s_at,0.2471742,-0.4507143,CSNK2A1
49452_at,0.2472431,0.4340094,ACACB
202549_at,0.247247,-0.7573267,VAPB
215969_at,0.2473458,0.6410276,
205300_s_at,0.2473589,0.6001489,SNRNP35
215949_x_at,0.2473833,0.4472591,IGHM
221964_at,0.2474303,-0.4911985,TULP3
208412_s_at,0.2474319,1.0005732,RARB
208265_at,0.2474384,0.4620182,C2orf83
208726_s_at,0.2474719,-0.4083962,EIF2S2
220074_at,0.2475784,-0.4824305,CDHR5
212940_at,0.2476313,-0.3374456,COL6A1
205334_at,0.2476771,0.481424,S100A1
221481_x_at,0.2477244,-0.2543071,HNRNPD
221757_at,0.2477671,0.3830038,PIK3IP1
201424_s_at,0.2478089,0.3481374,CUL4A
211270_x_at,0.2478321,0.3179286,PTBP1
218755_at,0.2478742,-0.6032918,KIF20A
220825_s_at,0.2478771,0.6206091,KIRREL
206752_s_at,0.2479208,-0.4115849,DFFB
217996_at,0.247931,-0.308573,PHLDA1
221047_s_at,0.2480416,-0.3950552,MARK1
211682_x_at,0.248042,-0.3843012,UGT2B28
216954_x_at,0.2480421,0.2536679,ATP5O
213463_s_at,0.2480478,0.4541664,FAM149B1
221640_s_at,0.2481074,0.472938,PIDD1
217284_x_at,0.2481523,-0.5701383,SERHL2
215814_at,0.248339,0.9897151,DST
208585_at,0.2483842,-0.7842547,BTN2A3P
210151_s_at,0.2484037,0.3852517,DYRK3
200664_s_at,0.2484409,-0.8391071,DNAJB1
203227_s_at,0.2484575,0.2940405,TSPAN31
220034_at,0.2484949,-0.7685277,IRAK3
216483_s_at,0.2485085,-0.3576057,MYDGF
201616_s_at,0.2486159,0.4737312,CALD1
216756_at,0.2486161,0.3515258,
221766_s_at,0.2486169,0.7655541,FAM46A
37201_at,0.2486566,0.2444595,ITIH4
219268_at,0.248687,-0.2976129,ETNK2
204875_s_at,0.2486887,-0.8679856,GMDS
205056_s_at,0.2486892,0.310441,GPR162
202034_x_at,0.2487294,-0.2588462,RB1CC1
209661_at,0.248745,0.4297634,KIFC3
211520_s_at,0.2487598,-0.3508751,GRIA1
221175_at,0.2487636,0.718426,C3orf36
212839_s_at,0.2488031,-0.2388245,TROVE2
209439_s_at,0.2488399,0.4249446,PHKA2
202670_at,0.2489196,-0.5253076,MAP2K1
220491_at,0.2489567,-0.8830731,HAMP
216074_x_at,0.2490248,0.8103822,WWC1
201905_s_at,0.2491562,-0.4680897,CTDSPL
221409_at,0.2492262,-0.3301859,OR2S2
215832_x_at,0.2493904,0.3452095,PICALM
217178_at,0.2494281,-0.9455518,RARG
206826_at,0.2494287,0.5370978,PMP2
