ID,P.Value,logFC,Gene.symbol
212606_at,0.2024751,-0.603757,WDFY3
234058_at,0.2024781,1.5440251,
211587_x_at,0.2024909,-0.7600438,CHRNA3
235614_at,0.2025046,-1.2194815,TMEM151A
1565596_at,0.2025187,-1.3377106,
1557501_a_at,0.2025232,1.1794847,
230289_at,0.2025312,-0.8658279,EPB41L1
231924_at,0.2025312,-1.0646643,LINC00958
220403_s_at,0.2025357,-0.983565,TP53AIP1
215356_at,0.2025392,1.1521587,TDRD12
203726_s_at,0.2025454,1.2048699,LAMA3
230970_at,0.2025943,-0.9165588,
244855_at,0.2026021,0.8140896,
222658_s_at,0.2026254,-1.0095603,APTX
238794_at,0.2026356,1.1754417,SFR1
224782_at,0.2026704,-0.5696792,ZMAT2
208057_s_at,0.2027071,-1.1325583,GLI2
238095_at,0.2027276,-0.7987528,GATA5
214529_at,0.2027507,-1.3061174,TSHB
1557795_s_at,0.2027822,0.7348443,NTRK3
206048_at,0.202816,-0.9892345,OVOL2
1559147_at,0.2028413,-1.648788,
228590_at,0.2028577,1.0589888,PTCD3
227818_at,0.2028669,0.8658582,CEP85
237021_at,0.2028858,0.8533852,CEP83-AS1
231687_at,0.2028902,-0.634553,ERICH3-AS1
205247_at,0.2029235,-0.7790695,NOTCH4
218490_s_at,0.2029757,0.8535864,ZNF302
239264_at,0.2029757,-0.6266613,
208282_x_at,0.2029861,-1.7270292,DAZ4///DAZ2///DAZ3///DAZ1
244569_at,0.2030157,-0.563579,C8orf37
241683_at,0.2030215,0.580105,HECTD1
232470_at,0.2030298,0.9486165,SIK1
1557296_at,0.2030503,1.1974756,FLJ12825
221734_at,0.2031052,0.5019987,PRRC1
209714_s_at,0.2031691,-0.9398491,CDKN3
210605_s_at,0.2032284,1.2136438,MFGE8
211528_x_at,0.2032288,0.8356632,HLA-G
231088_at,0.2032466,-1.2496857,MORF4L2-AS1
233093_s_at,0.2032503,0.7343132,BIRC6
223790_at,0.2032774,-0.7294605,KATNAL1
229862_x_at,0.2032782,0.9129527,ZBTB45
244750_at,0.203287,1.0869761,
205710_at,0.2032953,-1.0131681,LRP2
207046_at,0.2033273,0.982475,HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I
1559614_at,0.2034289,-1.4131824,FLJ38773
226602_s_at,0.2034415,0.6975223,BCR
1567591_at,0.2035046,-0.7070802,METTL15
205196_s_at,0.2035141,0.5723398,AP1S1
225345_s_at,0.2035249,1.4196641,FBXO32
243229_at,0.2035807,-0.532572,
209619_at,0.2036263,0.5633746,CD74
1555868_at,0.2036373,1.36856,LOC100507477
232404_at,0.2036687,1.6061887,SHROOM4
220373_at,0.203705,1.2021662,DCHS2
223657_at,0.2037287,1.0183378,FAM167B
228269_x_at,0.2037496,0.9821458,KCNIP3
242610_x_at,0.2037821,1.3645971,
235826_at,0.2037865,0.6852116,LOC101928954
211581_x_at,0.2037943,0.9043353,LST1
217646_at,0.2038032,-0.5614072,SURF1
49452_at,0.2038158,0.5637982,ACACB
217461_x_at,0.2038302,-0.7654381,BTF3P12
1557474_at,0.2038574,1.2221761,LOC284578
233634_at,0.2038819,1.1015434,MARVELD3
1563696_at,0.2039219,-1.5675056,HSD17B4
1559568_at,0.2039258,1.3084709,ZC3H14
1570593_at,0.2039305,-1.0010904,
220153_at,0.2039351,-1.1387398,ENTPD7
210068_s_at,0.2039504,0.5161849,AQP4
240843_at,0.2039586,-1.0885293,
227329_at,0.2040275,0.6554798,ZBTB46
AFFX-r2-Bs-phe-5_at,0.2040341,-1.163649,
1568938_at,0.2040522,1.4159535,LINC01398
232284_at,0.2040833,1.1250243,PSMD6-AS2
1557782_s_at,0.2041199,-1.1244267,C21orf62-AS1
219713_at,0.2041293,0.8246885,SHPK
200059_s_at,0.2041325,0.5332161,RHOA
1559458_at,0.2041398,1.1829595,LTBR
219878_s_at,0.2041451,-1.2624202,KLF13
201739_at,0.2041591,0.6994619,SGK1
221265_s_at,0.2041672,1.3526721,VWA9
206853_s_at,0.2041764,-0.6108575,MAP3K7
216302_at,0.204222,1.4053521,HNRNPCL4///HNRNPCL3///HNRNPCL2///HNRNPCL1
216424_at,0.204251,-1.2463148,CD4
217188_s_at,0.2042667,0.8567252,C14orf1
229517_at,0.2042724,0.7994489,PTPDC1
48612_at,0.2042831,1.048653,N4BP1
204019_s_at,0.2043041,0.6663775,SH3YL1
215642_at,0.2043212,0.6106252,
242234_at,0.2043344,1.5148781,XAF1
244229_at,0.2043669,0.9931481,PARVG
219676_at,0.204388,1.2750213,ZSCAN16
1558801_at,0.2043994,1.4314097,NNT-AS1
1557024_at,0.2044057,-1.3260863,
227352_at,0.2044689,0.8069579,SWSAP1
235495_at,0.2044823,-0.5843159,CCDC97
236354_at,0.2045266,-0.7624449,
205370_x_at,0.2045607,0.5218035,DBT
201112_s_at,0.2045921,0.7787873,CSE1L
1553710_at,0.2046017,1.1799332,FAM218A
239423_at,0.2046263,1.2951278,
230201_at,0.2046328,0.4854176,FXR1
1564143_at,0.2046482,-0.8164035,
213961_s_at,0.2046767,-1.3079675,TAF6L
234032_at,0.20468,0.9785545,
236704_at,0.2047218,0.6062492,LOC101929787
236856_x_at,0.2047407,-0.6640212,
231308_at,0.2047508,-0.8107389,
206801_at,0.2047641,-1.0924826,NPPB
238792_at,0.2047648,1.4233514,PCNX1
225008_at,0.2047803,0.6355764,ASPH
1569250_at,0.2047922,-1.2912832,ZNF333
1552302_at,0.2048176,0.8584996,TMEM106A
1570050_at,0.2048255,1.5084968,LOC105379143
222448_s_at,0.2048316,0.5690405,CMPK1
203208_s_at,0.2048325,0.5776407,MTFR1
227596_at,0.2048342,1.2906906,FLJ37453
217044_s_at,0.2048362,1.0022252,PLEKHG3
217691_x_at,0.2048387,0.992058,MIR6787///SLC16A3
206142_at,0.2048639,1.1782045,ZNF135
1569969_a_at,0.2048789,-1.1595519,UNC13C
219816_s_at,0.2049031,0.6875934,RBM23
235675_at,0.2049164,0.700162,DHFR2
1559936_at,0.2049278,-0.8655698,
227417_at,0.2049584,-0.8193536,2-Mar
230222_at,0.2049612,1.162739,
207211_at,0.2049715,-1.3520067,USP2
226748_at,0.2049759,0.8398155,LYSMD2
232107_at,0.2050072,-0.650155,SDHC
223291_at,0.2050292,0.5692977,MRPS15
237554_at,0.2050415,1.1790465,
222208_s_at,0.2050627,0.5037007,POLR2J4
224751_at,0.205066,0.5599424,LOC101930655///C7orf73
234016_at,0.2050794,1.156327,FAM95A
216625_at,0.2050855,-0.5209935,
1561044_at,0.2051092,-1.2079384,LOC101928973
209766_at,0.2051191,-1.1592465,PRDX3
204224_s_at,0.2051327,-1.8166744,GCH1
226633_at,0.2051346,-0.5406962,RAB8B
206935_at,0.205153,-0.7875972,PCDH8
205923_at,0.205162,-0.6080796,RELN
212629_s_at,0.2051829,0.6470872,PKN2
1560477_a_at,0.2051871,0.8148239,SAMD11
215879_at,0.205238,0.7717698,ITGB1
215661_at,0.20524,0.7541941,MAST2
1561061_at,0.2052571,-1.185009,LOC729506
215190_at,0.2052872,-1.1831858,EIF3M
38037_at,0.2052875,1.3919705,HBEGF
200962_at,0.2052876,-0.6876138,RPL31
237365_at,0.2052977,-0.5474881,ELOVL2-AS1
1553839_at,0.2053182,1.3832817,CCDC149
221566_s_at,0.2053276,-0.7577049,NOL3
243885_x_at,0.205348,-1.6014964,
1552293_at,0.2053835,0.7860785,TMEM196
205699_at,0.2053925,-0.7433553,MAP2K6
224807_at,0.205404,-0.9752021,GRAMD1A
203152_at,0.2054309,-0.5148501,MRPL40
227877_at,0.2054734,1.1249505,ANXA2R
219888_at,0.2054819,-1.1579831,SPAG4
238609_at,0.2054871,-0.6676445,FAM200A
209291_at,0.205508,0.5287644,ID4
211873_s_at,0.2055137,1.005476,PCDHGA9
231016_s_at,0.2055227,0.4901049,ARNT
1561606_at,0.205527,-1.5194733,
215846_at,0.205584,-1.1810825,
234097_s_at,0.2055919,-1.2559179,HCG8///ZNRD1ASP
1563425_at,0.2055923,0.8869799,
201573_s_at,0.2056048,0.7495787,ETF1
239342_at,0.205609,-0.512556,DGKZ
219880_at,0.2056097,1.0832263,CTC-338M12.4
211405_x_at,0.2056158,-1.1690163,IFNA17
216159_s_at,0.2056511,1.1871925,
219297_at,0.2056595,-0.5128827,WDR44
1557359_at,0.2056905,1.1350795,LINC01268
1569580_a_at,0.2056932,1.0193231,
220254_at,0.2057026,-0.6801189,LRP12
206772_at,0.2057095,-0.6623489,PTH2R
204787_at,0.2057745,0.6780053,VSIG4
229140_at,0.2057751,-0.7195089,ZNF579
203174_s_at,0.2057811,-0.7664126,ARFRP1
226613_at,0.2057902,-0.9745386,GATSL3
213510_x_at,0.2057955,-0.5686737,USP32P2
234231_at,0.2058212,-0.8190356,CASP16P
216844_at,0.2058213,1.0855779,ZC3H7B
219182_at,0.2058437,1.2403441,TMEM231
243104_at,0.2058834,1.0489244,
229528_at,0.2059077,-0.8105636,SBNO1
226362_at,0.2059082,1.0479103,
202903_at,0.2059281,0.7454565,LSM5
229777_at,0.2059296,-1.5259861,CLRN3
242502_at,0.2059303,1.1600793,KCNH5
204872_at,0.2059316,0.5195466,TLE4
1570032_at,0.2059475,-0.7035639,AP3B2
225078_at,0.205984,0.7805762,EMP2
228189_at,0.2060048,-0.4781567,BAG4
223428_s_at,0.2060114,-0.8668148,ISY1
236282_at,0.2060524,-0.9163658,LOC101927420
227620_at,0.2061012,0.6583429,SLC44A1
205511_at,0.2061048,0.8417002,FLJ10038
230645_at,0.2061144,0.7224345,FRMD3
234037_s_at,0.2061332,0.8474448,
1565881_at,0.2061406,0.7880492,
212205_at,0.2061464,-0.6019626,H2AFV
224562_at,0.2061641,0.80354,WASF2
238435_at,0.2061855,0.5795374,CA5BP1///CA5B
1564718_at,0.2061956,0.9208214,
215171_s_at,0.2062486,1.1121097,TIMM17A
224242_at,0.2062696,-1.1315885,GALP
208803_s_at,0.2063577,0.606785,SRP72
1564276_at,0.206358,0.5795659,C5orf56
218916_at,0.2063686,-0.8877596,ZNF768///ZNF747
235001_at,0.2063724,-0.9117032,DNAJC21
1569661_at,0.2063758,-0.7161588,NPAS3
222650_s_at,0.2063821,-0.7682785,SLC2A4RG
1557799_at,0.2063874,-0.6074963,C11orf31
233025_at,0.2063949,1.3362203,PDZD2
203702_s_at,0.2064044,0.9692171,TTLL4
208498_s_at,0.2064089,1.503562,ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A
1557724_a_at,0.2064105,-1.2108948,LOC285847
202123_s_at,0.2064196,0.8510507,ABL1
206170_at,0.2064226,-0.6887511,ADRB2
1561639_at,0.2064486,0.8718183,
206559_x_at,0.2064855,0.4845011,
210082_at,0.2065144,-1.073158,ABCA4
209829_at,0.2065336,-0.6351797,FAM65B
222663_at,0.2065525,0.8918424,RIOK2
222240_s_at,0.2065593,0.7412533,ISYNA1
207524_at,0.206562,-0.568522,MIR6132///ST7-OT3///ST7
1553357_at,0.2065917,-0.5549987,LINC00889
240190_at,0.2066276,1.2390481,
239571_at,0.206637,1.0342881,
1563344_at,0.2066637,-1.2547925,ZNF628
1561672_at,0.2066847,-0.7417046,
1555464_at,0.2066956,-0.9991818,IFIH1
214129_at,0.2067317,0.754707,LOC101930416///LOC101929792///LOC100996724///PDE4DIP
209596_at,0.2067476,-0.8929403,MXRA5
227557_at,0.2067634,1.2167919,SCARF2
238090_at,0.2067752,1.226819,HGSNAT
243111_at,0.206785,0.5762211,
221641_s_at,0.2067979,-0.9297884,ACOT9
234852_at,0.2068319,-1.0724843,
1566149_at,0.2068393,-1.1497197,CALML4
234444_at,0.2068406,1.0095976,
1554112_a_at,0.2068818,1.3814314,ULK2
225060_at,0.2069022,-0.5271772,LRP11
1553572_a_at,0.206911,-1.025012,CYGB
222863_at,0.2069132,0.916526,ZBTB10
1558586_at,0.2069703,-0.7947991,ZNF33B
209361_s_at,0.2069892,0.841137,PCBP4
234095_at,0.2070013,-0.8232737,
216804_s_at,0.207035,0.5932987,PDLIM5
225878_at,0.2070432,0.7048212,KIF1B
227967_at,0.2070604,0.9890539,TUBGCP5
1568648_a_at,0.2070643,1.3851875,LOC100505851
1555191_a_at,0.2070705,1.1282567,FHL5
211794_at,0.2070817,0.5633593,FYB
223529_at,0.2070875,-0.5022267,SYT4
223241_at,0.2071571,-0.9148968,MIR6836///SNX8
217175_at,0.2071627,-0.9939032,UGT2B15
221038_at,0.2071951,1.2325928,
1554379_a_at,0.2072329,-1.6757856,TP73
206950_at,0.2072928,0.7768354,SCN9A
205752_s_at,0.2073682,1.3124404,GSTM5
202434_s_at,0.207402,-1.3445807,CYP1B1
1561599_at,0.2074222,-1.472267,
231795_at,0.2074542,1.2844071,STON1
229464_at,0.2074567,-0.5667639,MYEF2
231540_at,0.2074718,-1.0395311,LOC100130691
226234_at,0.207533,0.9276996,GDF11
210201_x_at,0.2075386,-0.7810181,BIN1
228551_at,0.2075422,-0.558652,DENND5B
222749_at,0.2075674,-0.7725768,SUFU
244231_at,0.2075726,1.019048,LOC149684///BPI
240183_at,0.2075821,-1.3017919,TMEM213
1569345_at,0.2076252,0.8113058,
215406_at,0.2076328,-0.7489683,
208830_s_at,0.2076835,0.8048787,SUPT6H
1568613_at,0.2077098,1.1664135,RSPH3
202038_at,0.2077202,0.6940235,UBE4A
241687_at,0.2077349,-1.1707082,WDR12
216011_at,0.2077519,0.5828293,SLC39A9
208876_s_at,0.207766,0.5706647,PAK2
1562505_at,0.2077755,1.070243,
1562511_at,0.2077829,0.991607,LYST
221316_at,0.2078089,-0.9683049,CATSPERG
210989_at,0.2078376,-0.9162395,LAMA4
1552842_at,0.2078386,0.7146208,HS6ST3
221131_at,0.2078461,1.0551044,A4GNT
229176_at,0.2078877,-1.0513368,ANKH
1554660_a_at,0.2078977,-0.5705909,CNST
233768_at,0.2079008,-1.0077053,
230666_at,0.2079134,-1.1244837,HOXA11-AS
1553843_at,0.2079199,1.0067489,C10orf67
1556024_at,0.2079224,-0.7620784,EME2
1556061_at,0.2079371,-0.8395001,RPP30
208660_at,0.2079429,-0.5830628,CS
212404_s_at,0.2079614,-0.9437148,UBE3B
228725_x_at,0.2079749,-0.8987351,PRMT2
206618_at,0.2079763,-0.9937309,IL18R1
226168_at,0.2079786,1.0876161,ZFAND2B
214838_at,0.2079848,-1.0112048,SFT2D2
239354_at,0.2079891,0.5351843,
202761_s_at,0.2079934,1.0156861,SYNE2
224801_at,0.2080054,-0.6757576,NDFIP2
242805_at,0.2080719,0.9765098,
208446_s_at,0.2080794,-0.6783219,ZFYVE9
240035_at,0.2080899,-1.2589125,
231227_at,0.2080981,-0.7262251,
217447_at,0.208109,0.8512203,MAG
229697_at,0.2081118,-1.1080787,HIRIP3
1564277_a_at,0.2081396,-1.3414638,LOC101929583///LOC101928195///LOC100996643///LOC100133920///LOC286297
227484_at,0.2081403,0.5081192,SRGAP1
234308_at,0.208149,0.8605411,TUBGCP6
219631_at,0.2081614,0.5799274,LRP12
226724_s_at,0.2081682,1.0990966,PSPC1
212568_s_at,0.2082132,-1.146847,DLAT
1568957_x_at,0.2082241,0.6129836,SRGAP2C///SRGAP2B///SRGAP2
1561944_at,0.2082487,-1.3774363,
235461_at,0.2082772,1.0049484,TET2
1556832_at,0.2082901,-1.0455956,LOC101927314
230354_at,0.2082984,-1.5407094,
213650_at,0.2083114,0.941464,LOC101930583///GOLGA8B///GOLGA8A
213446_s_at,0.2083282,1.2625583,IQGAP1
201262_s_at,0.2083344,-0.9238485,BGN
219716_at,0.2083405,0.9541939,APOL6
225831_at,0.2083546,0.8004678,LUZP1
211434_s_at,0.2083563,-0.7631228,CCRL2
1558123_at,0.2083936,0.90828,LINC00957
240058_at,0.2084183,-1.5145994,
216218_s_at,0.2084226,-0.754084,PLCL2
1557155_a_at,0.2084243,0.588616,
1570651_at,0.2084402,1.0487694,KYAT1
233741_at,0.2084504,-1.1443578,FTCD
211312_s_at,0.2084521,-1.0918276,WISP1
1559452_a_at,0.2084931,0.7992164,
202361_at,0.2084948,1.174639,SEC24C
207789_s_at,0.2085184,-0.6726445,DPP6
207097_s_at,0.2085225,-0.9974422,SLC17A2
244519_at,0.2085434,0.8238096,ASXL1
1561555_at,0.2085641,-1.0014768,LINC00970
224515_at,0.2085894,0.997514,
56256_at,0.2086097,-0.5352797,SIDT2
233496_s_at,0.2086253,0.5667115,CFL2
204737_s_at,0.2086259,0.9805562,MYH7///MYH6
232603_at,0.2086382,-0.8744133,DCDC5///DCDC1
201479_at,0.2086619,-0.4928897,MIR664B///SNORA56///DKC1
237123_x_at,0.2087379,-1.0948845,KLHL9
242473_at,0.2087604,-1.0662026,TRAF4
210076_x_at,0.2087661,0.7099144,SERBP1
202126_at,0.208768,-0.5698871,PRPF4B
214178_s_at,0.2087882,0.9787928,SOX2
211965_at,0.2088312,0.6057523,ZFP36L1
238705_at,0.2088354,0.9881302,
209616_s_at,0.2089059,-1.0473853,LOC100653057///CES1
232443_at,0.208925,-0.763911,LOC441052
201078_at,0.2089331,-0.7618912,TM9SF2
225996_at,0.2089617,-0.5164864,LONRF2
233817_at,0.2090081,-0.778601,
226185_at,0.2090206,-0.5416763,CDS1
226520_at,0.2090232,-0.5881465,LCOR
215687_x_at,0.209029,-0.4987426,PLCB1
205893_at,0.2090379,0.8106446,NLGN1
208517_x_at,0.2090465,0.8337989,BTF3
242735_x_at,0.2091211,0.8014311,ELF2
35820_at,0.2091443,-0.6886778,GM2A
215762_at,0.2091448,1.4579593,
1570302_at,0.209163,-1.3392021,
240513_at,0.2091689,1.2504967,EIF3M
212782_x_at,0.2092113,0.5432247,POLR2J
226289_at,0.2092372,-0.5332649,CAPRIN1
224361_s_at,0.2092391,0.7151578,IL17RB
239638_at,0.2092566,-1.3650918,
235146_at,0.2092726,0.862819,TMCC3
220561_at,0.2092951,-1.0389166,IGF2-AS
228536_at,0.2093002,-0.7761926,PRMT9
204263_s_at,0.2093125,-0.953976,CPT2
236138_at,0.2093128,-1.3615972,LMBRD2
231344_at,0.209331,1.0429649,
1564749_at,0.2094421,1.1728933,LOC100289045
221389_at,0.2094442,-1.2985345,PLA2G2E
210943_s_at,0.2094458,1.1243887,LYST
231782_s_at,0.2094468,-0.7849326,KLK4
230466_s_at,0.2095246,0.6634453,RASSF3
233108_at,0.2095737,-0.6970823,
1561408_at,0.2095759,-1.1139722,
215263_at,0.2096023,-0.5991894,ZXDB///ZXDA
228423_at,0.2096052,-0.584042,MAP9
213366_x_at,0.2096529,1.5679443,ATP5C1
1559679_a_at,0.2096867,1.0377081,
203571_s_at,0.2096982,0.9365807,ADIRF
1562608_at,0.2096998,0.6565705,
211197_s_at,0.2097117,-0.564319,ICOSLG
1562737_at,0.2097397,1.3266763,
236445_at,0.2097629,1.1254084,
204366_s_at,0.2097884,0.6606638,GTF3C2
205173_x_at,0.2098474,1.156452,CD58
234200_at,0.2098635,0.8927141,
220946_s_at,0.2098745,0.7194802,SETD2
228832_at,0.209877,-1.0423425,FLJ20021
201516_at,0.2099278,1.2625438,SRM
208659_at,0.2099406,0.7353229,CLIC1
222054_at,0.2099537,-0.7819014,PPIEL
219530_at,0.2099801,1.5749662,PALB2
235618_at,0.2100114,0.5481562,ZNF507
204474_at,0.2100276,0.5010351,ZNF142
202564_x_at,0.2100309,-0.4968812,ARL2
211461_at,0.2100481,-0.8346302,CSPG4P1Y
218196_at,0.2100868,-0.9823269,OSTM1
206768_at,0.2101073,-1.2032388,RPL3L
240886_at,0.2101171,-1.0601814,CASR
206411_s_at,0.2101236,-0.5621229,ABL2
1556460_a_at,0.2101582,-1.3357785,ARHGAP22-IT1
201056_at,0.210177,0.7495048,GOLGB1
241933_at,0.2101874,1.1095845,QRSL1
1553684_at,0.2101984,-0.7827516,PPIL6
215281_x_at,0.2102413,1.1382306,POGZ
236290_at,0.2102468,1.0718722,DOK6
218189_s_at,0.2102645,0.8577647,NANS
208756_at,0.2102732,-0.62265,EIF3I
201041_s_at,0.2103063,0.6840793,DUSP1
1555908_at,0.2103154,-1.1488923,FAM120A
91920_at,0.2103163,1.0088377,BCAN
1565705_x_at,0.2103554,0.7895871,
219496_at,0.2104102,-0.8195369,SOWAHC
1562852_at,0.2104184,1.5263653,
210812_at,0.2105338,-1.2879419,XRCC4
227892_at,0.210555,-0.8970283,PRKAA2
1569512_at,0.2105625,0.9949331,SVIL
1553373_at,0.2105796,-1.0350747,WDR64
1553639_a_at,0.2106216,-1.4073971,PPARGC1B
243124_at,0.2106694,-1.2549602,RRN3P2
230583_s_at,0.2107007,1.0196507,LOC100287728///ZNF75D
230455_at,0.2107158,-0.9699029,PPP1R9B
1553440_at,0.2107224,1.0722005,AQP4-AS1
1555553_a_at,0.2107477,-1.5360165,SLC22A7
211913_s_at,0.2107902,1.4407333,MERTK
1555309_a_at,0.2108382,-0.7536305,CARD14
227284_at,0.2108438,-0.765331,ZNF766
207053_at,0.2108451,0.7099359,SLC8A1
238008_at,0.2108475,0.6586394,PRR18
215335_at,0.2109083,0.9389503,
239457_at,0.2109225,0.9223843,ATP8B3
202822_at,0.2109264,1.2384603,LPP
223856_at,0.2109553,1.1095632,AKR1E2
217482_at,0.2109905,1.1403234,
236070_at,0.2110077,-1.0776192,C2orf81
204418_x_at,0.2110174,0.5648954,GSTM2
209007_s_at,0.2110275,-0.8864346,RSRP1
214833_at,0.2110435,1.0636665,TMEM63A
1565829_at,0.2110656,1.2028794,CEP295
226385_s_at,0.2110738,-0.7945286,MALSU1
222470_s_at,0.2111168,1.1900461,UQCC1
221659_s_at,0.2111194,-0.7886484,MYL10
232890_at,0.2111245,-1.0858389,
222485_at,0.2111593,-0.617121,FKBP3
241635_at,0.2111863,1.1006072,
242868_at,0.2111974,1.011862,
212800_at,0.2112107,-0.5580459,STX6
233572_s_at,0.2112149,1.0994356,BCORL1
220466_at,0.2112174,-1.4099261,CCDC15
212631_at,0.2112424,-0.5406123,STX7
205498_at,0.2112543,-1.2772766,GHR
230174_at,0.2112713,0.6194219,LYPLAL1
217286_s_at,0.2112744,-0.5342519,NDRG3
228939_at,0.2112765,-1.1163061,OAF
232520_s_at,0.2112995,1.3413689,NSFL1C
1552482_at,0.2113383,-0.9999399,RAPH1
238745_at,0.2113487,1.0001238,
222951_s_at,0.2113559,0.9673606,ANKEF1
230640_at,0.2113608,0.9446708,FMNL3
203593_at,0.2113887,1.0001583,CD2AP
1560723_at,0.2114227,-1.4662622,LOC283731
218545_at,0.2114275,-1.1544935,CCDC91
206424_at,0.2114584,-1.165535,CYP26A1
204325_s_at,0.2114586,-0.5414414,NF1P9///NF1
220357_s_at,0.2114831,-1.4883722,SGK2
233172_at,0.2115348,-1.3613378,LOC100507073
236479_at,0.211555,-1.3257968,
241709_s_at,0.2115582,1.1172928,DOCK1
238358_x_at,0.2115744,-0.4974623,
232932_at,0.2115809,-1.0808524,
203500_at,0.2116472,-0.986907,GCDH
241510_at,0.2116551,-1.1744319,PLSCR2
36564_at,0.2116727,-1.070697,RNF19B
1562275_at,0.2116876,-0.9225776,
231024_at,0.2117162,1.0775027,PGM5-AS1
1562292_at,0.2117174,-1.0549951,ANKRD30B
236976_at,0.2117382,-1.0433911,FANCA
222026_at,0.2117442,0.9091675,RBM3
203928_x_at,0.2117542,-0.50841,MAPT
218828_at,0.2118145,-0.7595986,TMEM256-PLSCR3///PLSCR3
202453_s_at,0.2118222,-0.6652542,GTF2H1
218777_at,0.2118232,-0.8326969,REEP4
240295_at,0.2118449,-1.0033411,
1566836_at,0.2118628,-0.6530728,
242613_at,0.2118656,-1.3317366,
229345_at,0.2119214,1.3673844,RTN4RL2
217932_at,0.2119466,-1.0096031,MRPS7
216780_at,0.2119529,-0.8681723,ZNF443
223830_s_at,0.2119628,1.4423589,TRIM5
1563064_at,0.2119747,-1.0688128,LOC101927313
203856_at,0.212001,-0.6125843,VRK1
221496_s_at,0.2120232,0.5840466,TOB2
244230_at,0.2120831,-0.8520746,
213401_s_at,0.2120968,1.305697,TBL1X
1555409_a_at,0.2120994,-1.2939464,BAGE2///BAGE3///BAGE5///KMT2C
202752_x_at,0.2121466,0.7202568,SLC7A8
214928_at,0.2121499,1.5009703,OBSL1
201564_s_at,0.2121564,0.8960522,FSCN1
209967_s_at,0.2121579,1.488979,CREM
211303_x_at,0.2121841,0.7276594,FOLH1B
1568696_at,0.2122188,1.2518078,CDNF
202804_at,0.2122315,-0.6133956,ABCC1
1565804_at,0.2122393,-1.0485727,
1554181_at,0.2122667,-0.8763513,SNX32
213432_at,0.2122812,-1.1335549,MUC5B
234397_at,0.2122905,-1.0083151,
226691_at,0.2123253,0.8933116,TNRC18
243210_at,0.2123264,0.8122076,
1557517_a_at,0.2123405,-1.3295135,
221355_at,0.2123521,-0.7502143,CHRNG
240470_at,0.2123645,1.4249888,
1562562_at,0.2123824,1.7401079,ANKUB1
227412_at,0.2123871,0.5064297,PPP1R3E
243756_at,0.2123929,0.6043226,
202413_s_at,0.212462,0.7873692,USP1
217541_x_at,0.2124956,-0.5664203,ZNF816-ZNF321P///ZNF816
203353_s_at,0.2125293,-0.8486885,MBD1
217496_s_at,0.2125314,-0.9501676,IDE
1564358_at,0.2125367,0.9836737,
222771_s_at,0.2125375,0.6508882,MYEF2
210210_at,0.2125557,1.3053029,MPZL1
214269_at,0.2125578,1.0375317,MFSD7
229228_at,0.2125666,0.6794469,LOC401317///CREB5
227288_at,0.2125825,0.9769083,SREK1IP1
201484_at,0.2125882,-0.5105739,SUPT4H1
228765_at,0.2125903,0.8302803,GTF2IRD2
1564029_at,0.2125925,-1.6001649,USP49
208744_x_at,0.2126083,-0.6739605,HSPH1
209360_s_at,0.2126172,-1.4090868,LOC101928269///LOC100506403///RUNX1
204065_at,0.2126194,1.2010672,CHST10
204151_x_at,0.2126536,1.0530004,AKR1C1
228236_at,0.2126756,-0.8554841,SLC52A3
241684_at,0.2126793,1.435017,
242067_at,0.212682,0.8541609,
217344_at,0.2126914,-1.1326441,
209773_s_at,0.2127013,-1.0467928,RRM2
1569849_at,0.2127719,1.3975943,LOC102723831
1562908_at,0.2127856,-1.1246913,LOC339468
213664_at,0.2127971,-0.5777396,SLC1A1
213819_s_at,0.2128137,0.6277759,FLOT1
228638_at,0.2128191,0.5758901,FAM76A
209362_at,0.2128227,-0.629628,LOC101928625///MED21
1556167_at,0.212854,-0.9624677,MROH2A
242560_at,0.2128818,1.6503211,FANCD2
229008_at,0.2129053,0.5893784,WDR60
241659_at,0.2129165,1.0880437,JMJD1C
229993_at,0.2129507,-1.1209333,ZCCHC3
632_at,0.2129617,-0.4881093,GSK3A
221656_s_at,0.2129738,-0.7405815,ARHGEF10L
217965_s_at,0.2129999,0.6374536,SAP30BP
1558147_a_at,0.2130089,1.2113302,BAIAP2-AS1
1565668_at,0.2130627,0.7855981,TUBA1B
1559050_at,0.2130766,0.9454312,HCG27
205720_at,0.2130974,-1.0311473,POMC
232833_at,0.2131517,0.8937938,
220216_at,0.2131644,-1.0838436,C8orf44
1559501_at,0.2132309,0.8705587,CBR3-AS1
233636_at,0.2132368,-1.2724808,MIR17HG
1563385_at,0.2132996,-1.3107157,LINC00307
217953_at,0.2133134,1.1192729,PHF3
1561597_x_at,0.2133206,0.9955606,
233986_s_at,0.2133263,-1.0738138,PLEKHG2
1566204_at,0.2133524,-1.5237191,
244350_at,0.2133773,-0.5939832,MYO10
1559785_at,0.2133781,-1.0669794,TPPP2
1559488_at,0.2134206,1.7171024,LINC01366
219430_at,0.21346,-1.4180989,GPR137
227142_at,0.2134959,1.2046493,PLEKHG5
210246_s_at,0.213533,-1.1055781,ABCC8
