ID,P.Value,logFC,Gene.symbol
200716_x_at,0.30148716,0.45073206,RPL13AP5///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A
226907_at,0.30152032,0.65311922,PPP1R14C
1570215_at,0.30152379,-0.97242084,
200033_at,0.30152785,-0.59390501,MIR5047///MIR3064///DDX5
243461_at,0.30152814,-0.41915652,
220796_x_at,0.30153065,0.40194923,SLC35E1
228277_at,0.30154179,-0.84816421,FBXL19
212163_at,0.30154542,0.44820832,KIDINS220
211020_at,0.30155135,0.86872275,GCNT2
204437_s_at,0.30156139,-1.05369897,FOLR1
231772_x_at,0.30158538,-0.54756282,CENPH
244004_at,0.30162336,-1.08525894,
203516_at,0.30163301,0.70831515,SNTA1
211269_s_at,0.30165534,0.91366618,IL2RA
1562764_at,0.30166199,-0.5507625,LOC100507351
225860_at,0.30170192,-0.962898,MMP24-AS1
218672_at,0.30172438,0.47212878,TNFAIP8L2-SCNM1///SCNM1
207586_at,0.30173424,0.82025568,SHH
234037_s_at,0.30173516,0.72360531,
1566539_at,0.30174018,1.13319612,MAGI1
208366_at,0.30176582,0.97142825,PCDH11X
215102_at,0.30179623,0.47722832,DPY19L1P1
1555243_x_at,0.30180959,0.78079284,C8orf59
228465_at,0.30182885,0.4511974,
214019_at,0.30187349,0.48956974,
208212_s_at,0.30188192,-0.6297213,ALK
231929_at,0.30190049,0.50596749,IKZF2
233282_at,0.30190738,-0.40562744,
237947_at,0.3019142,-0.93849803,
231668_x_at,0.30191522,-0.77505199,IGHG1
244865_at,0.30192264,-1.02143033,HAX1
227061_at,0.30193242,1.00432811,LINC01279
206851_at,0.30194011,-0.97329995,RNASE3
213142_x_at,0.30203206,1.20595398,GSAP
227775_at,0.30206459,0.54279714,CELF6
223183_at,0.30212876,-0.41520369,AGPAT3
202434_s_at,0.3021455,-0.65106349,CYP1B1
209449_at,0.30217648,0.38765437,LSM2
232262_at,0.30219447,-0.41600822,PIGL
219536_s_at,0.30221555,-0.78311853,ZFP64
200717_x_at,0.30222083,0.36816462,RPL7
224147_at,0.30224394,-1.18558166,PARPBP
229010_at,0.30229339,1.30384483,CBL
235854_x_at,0.30229421,-0.86308575,ROCK1
235348_at,0.30230412,0.73359955,ABHD13
220757_s_at,0.30232831,0.63568353,MIR4746///UBXN6
230715_at,0.30234283,1.10501159,ZNF518B
241405_at,0.30234346,-0.54920875,TOB1-AS1
209275_s_at,0.3023495,-0.8742336,CLN3
240937_at,0.30238453,1.21509369,
229598_at,0.30241751,1.18398439,COBLL1
226177_at,0.30243829,0.4764955,GLTP
235748_s_at,0.30244618,0.44548462,MTHFD2L
235367_at,0.30246825,-0.94867153,MYPN
244678_at,0.30247323,-0.53223939,
220648_at,0.30247327,0.76409109,ADARB2
225493_at,0.30247476,0.39126293,CCNT1
209606_at,0.30253496,-1.07099884,CYTIP
219240_s_at,0.30255511,0.47035856,C10orf88
230949_at,0.30258575,-0.85603136,SLC23A3
219495_s_at,0.30259376,-0.52565539,ZNF180
223195_s_at,0.30262173,1.06146218,SESN2
224911_s_at,0.30264679,-0.59390469,DCBLD2
204827_s_at,0.30267147,-1.0586881,CCNF
215433_at,0.30267733,0.75334803,DPY19L1
241946_at,0.30268234,0.89579176,ZDHHC21
204277_s_at,0.30269061,-0.42598297,TK2
239327_at,0.30269381,0.82775854,
232350_x_at,0.30271574,-0.45832078,GPR161
235288_at,0.30278555,0.8620407,
1553063_at,0.30278623,1.03375402,GPR78
212977_at,0.30282406,0.99912732,ACKR3
204423_at,0.30284696,0.55618598,MKLN1
226605_at,0.30285338,-1.02197793,DGKQ
202506_at,0.30286008,0.46419789,SSFA2
238133_at,0.30289952,0.57374754,
241601_at,0.3029437,-0.48494092,WIPF3
238690_at,0.30294522,0.5840706,
218719_s_at,0.30297386,0.85517578,GINS3
204738_s_at,0.30300381,0.77907336,KRIT1
221473_x_at,0.30304276,-1.24131393,SERINC3
229252_at,0.3030501,-0.69931216,ATG9B
203165_s_at,0.3030599,0.7168075,SLC33A1
220858_at,0.30306682,-1.17215308,SORBS2
242484_at,0.3030829,-0.43131389,TTC9B
1561112_at,0.30309988,0.97542487,
206277_at,0.30315551,0.82511045,P2RY2
227861_at,0.30320106,0.45030114,TMEM161B
227967_at,0.30320182,0.78405232,TUBGCP5
238804_at,0.30322754,-0.95929973,
230527_at,0.30323462,0.79262891,LOC101926907
236172_at,0.30328812,-1.09045178,LTB4R
1565903_at,0.30332304,-0.90505337,
1567257_at,0.30334088,-0.79239459,OR1J2
228125_at,0.30335067,0.4253915,ZSCAN30
225239_at,0.30335287,0.63541772,MIR612///NEAT1
236942_at,0.30336046,0.77071761,CCDC182
1561249_a_at,0.30336578,-1.09600765,DNM1P35
1564392_at,0.30336779,0.83280584,LINC00320
229832_x_at,0.3033697,0.61431141,SH3TC1
205955_at,0.30338508,-1.07182115,TAF6L
211856_x_at,0.30340392,0.64373653,CD28
207084_at,0.30343398,-0.56908109,POU3F2
1564746_at,0.30343892,-0.55970617,SLC9B2
240790_at,0.30346399,-0.78209421,
207360_s_at,0.30352917,-0.79046968,NTSR1
222064_s_at,0.30353374,0.72969113,PTGES3L-AARSD1///PTGES3L///AARSD1
240109_at,0.30354594,0.58532924,
1553295_at,0.30355054,-1.22077563,ABCA13
37965_at,0.30358259,0.48858856,PARVB
203535_at,0.30360354,-0.7972159,S100A9
229846_s_at,0.30360831,0.46178946,MAPKAP1
233561_at,0.30365395,1.23768566,SH3TC2
243731_at,0.3036563,-0.95965858,
214615_at,0.30369611,-1.20754546,P2RY10
229487_at,0.30372796,1.40265447,EBF1
206881_s_at,0.30372799,-0.76748978,LILRA3
225249_at,0.30375638,-0.89076212,SPPL2B
218720_x_at,0.30381124,-0.51484638,SEZ6L2
220609_at,0.3038137,0.43317909,LOC202181
1568902_at,0.30382767,-0.83767019,
200652_at,0.30383262,-0.50642526,SSR2
241734_at,0.30387503,0.47323457,SRFBP1
214630_at,0.30387905,-1.09212149,CYP11B2
214362_at,0.30388546,-0.96405806,RGS12
210148_at,0.30394624,0.4111308,HIPK3
1556877_at,0.30397304,-1.01299228,
1558164_s_at,0.30399258,-0.7069006,PEX13
204702_s_at,0.30400801,-1.18638295,NFE2L3
214929_s_at,0.30401271,0.47052271,KIAA1109
207305_s_at,0.30401393,0.45121647,TRAPPC8
211452_x_at,0.30401463,0.41277249,LRRFIP1
1554082_a_at,0.30404569,0.90345907,NOL9
207308_at,0.30406555,-0.46071322,SLCO1A2
200622_x_at,0.30406853,-0.40158132,CALM3///CALM2///CALM1
1559145_at,0.30407859,-1.0888578,RNF144A-AS1
202172_at,0.30408269,0.4724559,VEZF1
205680_at,0.30412276,0.8651467,MMP10
219359_at,0.30415837,-0.57487787,PGGHG
206972_s_at,0.30416102,-0.94850336,GPR161
203840_at,0.30417237,1.11240313,BLZF1
212895_s_at,0.30420063,-0.49195101,ABR
212335_at,0.30420721,0.53526657,GNS
224638_at,0.30426197,-0.78783938,SPPL3
203439_s_at,0.30431656,-0.62489676,STC2
1552646_at,0.30431718,0.89810582,IL11RA
217757_at,0.30433066,0.45709592,A2M
212476_at,0.30433104,0.57074213,ACAP2
228350_at,0.30437405,0.53933421,UNC13D
222107_x_at,0.30437439,-0.63839542,LZTS1
225069_at,0.30444619,-0.43209316,PCYT1A
217039_x_at,0.30446323,-0.85968527,ELK2AP
234447_at,0.30448356,-0.96398068,
1559922_at,0.30450284,0.42058602,
241486_at,0.30450434,0.64344937,
230642_at,0.30452427,0.76137255,
1568699_at,0.30455223,0.8403976,IFT43
213052_at,0.30458313,-0.53105316,PRKAR2A
235365_at,0.30459918,0.49649516,DFNB59
225025_at,0.30462724,0.67766427,IGSF8
242961_x_at,0.30463029,0.39133229,DDX58
1555039_a_at,0.30465506,-0.92334197,ABCC4
232287_at,0.30466705,-1.02662307,ERCC6-PGBD3///PGBD3///ERCC6
210377_at,0.30466801,-1.10742143,ACSM3
206481_s_at,0.30466832,-0.41585478,LDB2
243227_at,0.3046824,1.15100031,
210129_s_at,0.30471063,-0.7618448,ARPC4-TTLL3///TTLL3///ARPC4
218507_at,0.30472867,-0.93735739,HILPDA
228736_at,0.30473001,1.03819173,HELQ
1554790_at,0.30473557,1.12140977,ZSCAN20
210679_x_at,0.30475421,0.34680638,
230566_at,0.30477079,-0.79397492,MORC2-AS1
244504_x_at,0.30477472,-0.67620109,MIR3620///ARF1
207579_at,0.30479721,-0.6431014,MAGEB3
225739_at,0.30480281,0.81458162,RAB11FIP4
206138_s_at,0.30484483,-0.95587633,PI4KB
1556444_a_at,0.30486736,-0.58080607,LOC100288310
242327_x_at,0.30487009,-0.52521231,
234699_at,0.30488572,-1.06396251,RNASE7
1568889_at,0.30488915,-1.10482231,FANCD2
232057_at,0.30498392,0.44909925,SLC7A6OS
227701_at,0.30498467,1.19220559,CCDC186
206170_at,0.30498552,-0.58615756,ADRB2
210640_s_at,0.30502224,-0.69090912,GPER1
225298_at,0.30504154,0.69865523,PNKD
205653_at,0.30507752,-1.02446436,CTSG
219722_s_at,0.30512583,1.04858237,GDPD3
200831_s_at,0.30512648,0.53981611,SCD
220426_at,0.3051408,-0.65993061,FNDC11
1553957_at,0.30515584,0.84778015,ZNF564
208439_s_at,0.305156,-0.79145245,FCN2
202411_at,0.30516815,1.03496373,IFI27
239995_at,0.30519418,0.83677193,
201196_s_at,0.30519521,0.40111581,AMD1
221947_at,0.30520294,0.75085135,IL17RC
230002_at,0.30521164,-0.72249516,GPSM2
1569898_a_at,0.3052141,0.91918349,PAXIP1-AS2
221357_at,0.30522121,-0.62392571,CHRM4
222729_at,0.30523149,-0.46670634,FBXW7
208848_at,0.30524948,-0.47363058,ADH5
204406_at,0.30525521,-0.95720363,FLT1
227948_at,0.30525831,0.80700608,FGD4
230203_at,0.30527088,-0.97664215,FLJ46875
231816_s_at,0.30531946,1.0431288,UBE2Q1
219785_s_at,0.30532998,-1.13685986,C16orf95
216354_at,0.30537733,-0.81637054,
234836_at,0.30539462,1.22423013,
226229_s_at,0.3054061,-0.53586927,SSU72
218730_s_at,0.30543007,0.82765663,OGN
1565694_at,0.30543797,-0.91061873,DTYMK
201570_at,0.30547307,0.69796479,SAMM50
204606_at,0.3054743,-0.73165795,CCL21
1569723_a_at,0.30552662,0.87005814,SPIRE2
200915_x_at,0.30558317,1.02922994,KTN1
207864_at,0.30559129,1.02935335,SCN7A
207460_at,0.30559491,-0.95760852,GZMM
230063_at,0.3056347,-0.69671575,ZNF264
222650_s_at,0.30563875,-0.54985684,SLC2A4RG
214682_at,0.30564489,0.81550874,PKD1P1
233162_at,0.30567286,1.02239769,LOC101926892
231229_at,0.30570016,0.87159669,HILS1
227226_at,0.30570587,0.86178583,MRAP2
235732_at,0.30572866,-1.03595512,ZNF704
235039_x_at,0.30575107,1.02575877,LIN9
207540_s_at,0.30579148,-0.75911988,SYK
212623_at,0.30581115,-0.41088,TMEM41B
233939_at,0.30585379,0.64284245,REXO1
243381_at,0.30585844,0.55570842,
228624_at,0.30590518,0.5021824,TMEM144
1560715_at,0.30590773,-0.38940392,P4HA3
209410_s_at,0.30596799,0.84626816,GRB10
229188_s_at,0.30599705,0.53231669,ZNRF2
241438_at,0.30600516,-0.73690139,
232760_at,0.30602183,1.22831255,TEX15
1561990_at,0.30602289,-1.07362222,LOC157931
202285_s_at,0.30604314,-0.9178111,TACSTD2
228552_s_at,0.30606235,-0.48836273,ISYNA1
223074_s_at,0.30609377,-0.69639655,AIF1L
AFFX-r2-Bs-thr-M_s_at,0.30609506,-1.22764905,
209956_s_at,0.30610879,-0.54826839,CAMK2B
213972_at,0.30611729,0.56989813,
220250_at,0.30613162,0.46283601,ZNF286A
1554577_a_at,0.30614139,0.56241685,PSMD10
1563259_at,0.30619104,0.42552148,
229068_at,0.30625796,-0.93938575,CCT5
236704_at,0.3062649,0.45857721,LOC101929787
210329_s_at,0.30628544,0.76423191,SGCD
217462_at,0.3063019,-0.49472941,MYRF
202698_x_at,0.30632715,-0.41887014,COX4I1
210281_s_at,0.30637768,-0.56355366,ZMYM2
228063_s_at,0.30640748,-0.47842557,NAP1L5
210342_s_at,0.3064204,0.82883689,TPO
1554867_a_at,0.30646274,-0.82977447,PRR16
216877_at,0.30646678,1.00643957,LOC100505498
216512_s_at,0.30648193,-0.80482509,DCT
235972_at,0.30650626,-0.69258947,TMEM131
240775_at,0.30655051,0.95367204,
210255_at,0.30655812,1.13765888,RAD51B
227786_at,0.30658037,-0.70575665,MED30
237369_at,0.30661723,1.00756699,
220687_at,0.30662845,1.09208816,LOC101927550
224305_s_at,0.3066446,0.76752368,NPC1L1
202362_at,0.30664666,0.43703739,RAP1A
220554_at,0.30664778,-0.67475747,SLC22A7
235169_at,0.30670472,-0.63314467,FBXO27
238097_at,0.30675466,0.88438777,GAS6-AS1
217406_at,0.30678437,0.78113717,
1569235_a_at,0.30678664,-0.5590547,
239806_at,0.30683165,-0.9283712,
220326_s_at,0.30685614,-0.76947233,ARHGEF40
236961_at,0.30686942,-0.89018034,
1561944_at,0.30687474,-1.09324348,
231061_at,0.30687995,0.53594033,MIR302B
234064_at,0.30689492,1.21249227,
221554_at,0.30689982,0.92098733,STRADA
1561269_at,0.30691244,-0.83304294,RAPGEF5
209678_s_at,0.30692084,0.41510382,PRKCI
240760_at,0.30693623,-0.52343698,CDRT15
227800_at,0.30697102,-0.61969069,FAM110B
242535_at,0.30698314,-0.46399569,
230311_s_at,0.30699273,0.6335732,PRDM6
224795_x_at,0.30701595,-0.54469044,IGK///IGKC
236502_at,0.30703339,1.09239289,
218732_at,0.30706011,0.54364924,PTRH2
202676_x_at,0.3070666,-0.51136441,FASTK
231200_at,0.30710694,0.64666962,LSM14B
220708_at,0.30711262,-0.90806551,
1557077_a_at,0.30714889,0.87338059,
208820_at,0.30718332,0.46391425,PTK2
1557714_at,0.30718642,0.8104168,CTBP1
212323_s_at,0.3072103,-0.39275637,VPS13D
1560065_at,0.30730668,0.68976081,PAIP2
211567_at,0.30733518,0.69108939,
227822_at,0.307342,-1.4324533,ZNF605
229705_at,0.30734582,0.52838675,PIK3C3
209600_s_at,0.30734828,-1.02537075,ACOX1
202598_at,0.30735003,0.85760126,S100A13
201236_s_at,0.30735975,0.66057062,BTG2
210572_at,0.30737252,0.74834547,PCDHA2///PCDHA3
209226_s_at,0.30740023,0.42860764,TNPO1
240771_at,0.30740912,0.83680416,C1orf101
211234_x_at,0.30742597,-0.81954849,ESR1
205254_x_at,0.30743228,-0.68026093,TCF7
206607_at,0.30746006,-0.72768724,CBL
202193_at,0.30746801,0.47303322,LIMK2
222231_s_at,0.30747794,0.84613148,LRRC59
1553547_at,0.30747889,0.9093696,
1560690_at,0.30749228,0.83138328,LINC01153
202928_s_at,0.30750569,0.8086012,PHF1
210432_s_at,0.307511,0.494068,SCN3A
1553016_at,0.30751709,-1.35488388,ADGRF3
1557783_at,0.30752208,-0.75014159,MAP3K14-AS1
233156_at,0.30752418,-1.01430577,RNASEH2B
207272_at,0.30753539,-1.0872201,ZNF80
222164_at,0.30754098,-0.89729193,FGFR1
224910_at,0.30756116,-0.72942153,CARHSP1
236838_at,0.30756504,-0.5065562,SRCIN1
240082_s_at,0.30758015,-0.97665496,C17orf74
207585_s_at,0.30761455,0.37060548,RPL36AL
230542_at,0.30761669,0.57995024,ZNF597
216113_at,0.30762054,-0.61671179,ABI2
203638_s_at,0.30764383,0.4787848,FGFR2
224759_s_at,0.30765146,-0.56533909,TMEM263
238250_at,0.30767293,-0.84080215,
1564109_at,0.30768128,-0.82960669,LOC284865
219595_at,0.30770983,0.86142423,ZNF26
232974_at,0.30777546,-0.91552283,
209026_x_at,0.30779025,0.44653543,TUBB
1568799_at,0.3078092,1.13121542,SLC16A1-AS1
1562653_at,0.30782846,-1.13894566,LOC101929413
231837_at,0.30783962,0.98048001,USP28
215738_at,0.3078448,0.6129282,LINC00563
222540_s_at,0.3078712,0.41076142,RSF1
1563708_at,0.30787594,1.19515406,SFXN5
202778_s_at,0.30787619,0.36919963,ZMYM2
236515_at,0.30787992,0.86933963,
232297_at,0.30789207,1.09496171,KLHL5
210160_at,0.3078934,0.7518635,PAFAH1B2
220097_s_at,0.30789442,-0.70009523,TMEM104
217800_s_at,0.30791238,-0.49698602,NDFIP1
242271_at,0.30791491,0.77016049,SLC26A9
215097_at,0.30791829,-1.22672566,CAPZB
214307_at,0.30792199,1.16184143,HGD
223713_at,0.30792281,-0.46032774,RSPH3
204101_at,0.30792752,1.06070412,MTM1
211871_x_at,0.30797903,-1.07294872,GNB5
211115_x_at,0.30799224,0.66781846,GEMIN2
224886_at,0.30799269,-0.46921949,JMJD8
1569673_at,0.30802213,-0.86543036,
239110_s_at,0.30802741,0.95652651,
1562476_at,0.308083,1.16243617,
225020_at,0.30813553,0.64553372,DAB2IP
212693_at,0.30814166,0.8732477,MDN1
231385_at,0.30814472,-0.95710013,LOC101060236///DPPA3P2///DPPA3
204916_at,0.30817136,-0.55512376,RAMP1
236928_at,0.30818186,-1.27797844,
1561407_at,0.30820956,0.62104735,ARAP2
228806_at,0.30821634,0.76301296,RORC
211210_x_at,0.30824172,-0.98809737,SH2D1A
1569948_at,0.3082469,0.82160723,
216646_at,0.30830211,-0.7668192,DSCC1
210360_s_at,0.30832939,0.53675444,MTSS1
206928_at,0.30833901,0.52462447,ZNF124
215407_s_at,0.3083396,0.43246707,ASTN2
201779_s_at,0.3083411,0.43599655,RNF13
218091_at,0.30834818,0.45505749,AGFG1
215906_at,0.30837371,-1.07599331,Igk
220254_at,0.30837932,-0.61047285,LRP12
218491_s_at,0.30840836,1.09167704,THYN1
201544_x_at,0.30842161,0.43341155,BCL2L2-PABPN1///PABPN1///BCL2L2
202782_s_at,0.30851399,-0.90622383,INPP5K
226987_at,0.30854739,0.71621866,RBM15B
1569154_a_at,0.30860346,-1.00722824,GRAMD4
1562862_at,0.30865346,-1.00554853,
223187_s_at,0.30869426,-0.58710478,ORMDL1
201643_x_at,0.30869445,0.63850051,KDM3B
239823_at,0.30871832,0.9324602,LOC101927841
236800_at,0.30873022,-1.13151399,UCMA
208923_at,0.30876611,0.62583404,CYFIP1
1555895_at,0.30879077,0.97645518,DNM2
201096_s_at,0.30879256,-0.50316874,ARF4
1556606_at,0.30882453,-0.71270168,NAV2
235370_at,0.30886748,0.80829726,KREMEN1
210241_s_at,0.30887702,0.81550963,TP53TG1
202723_s_at,0.30889738,0.82746697,FOXO1
243059_at,0.30890085,0.9974396,FENDRR
213609_s_at,0.30890116,-0.37163375,SEZ6L
228982_s_at,0.30891457,0.69818063,USP42
1569680_at,0.308919,-1.00822742,
211577_s_at,0.30894124,0.67415251,IGF1
213362_at,0.30894242,0.48042647,PTPRD
222530_s_at,0.30894994,0.61525653,MKKS
205595_at,0.30895019,-0.70519101,DSG3
221916_at,0.30895594,-0.42680695,NEFL
231845_at,0.3089661,1.05665177,AARS2
214587_at,0.30897743,-0.65201284,COL8A1
227670_at,0.30898239,0.53862554,ZNF75A
1569318_at,0.30898779,-1.05014058,LINC00663
239736_at,0.30902159,1.23157332,LINC01214
219917_at,0.30903172,0.94589105,ZCCHC4
220878_at,0.30907815,0.58064242,
209186_at,0.30910675,-0.36403754,ATP2A2
232592_at,0.30912474,0.51235432,
239937_at,0.3091286,-0.59033324,ZNF207
243413_at,0.30912881,-0.44735395,TTC30B
240419_at,0.30913031,0.43272419,SLC6A15
235652_at,0.30918993,0.49482349,
242082_at,0.30919071,-0.61804061,MMAB
231678_s_at,0.30920116,-0.83210997,ADH4
223232_s_at,0.30923035,0.86052514,CGN
228592_at,0.30923047,0.72986907,MS4A1
1554947_at,0.3092427,0.70048109,ACAT1
208686_s_at,0.3092435,-0.95424807,BRD2
205586_x_at,0.30924819,-0.42363953,VGF
225483_at,0.30926627,-1.00148249,VPS26B
234288_at,0.30929521,-1.06490346,LOC101929628
208368_s_at,0.30930326,1.11789873,BRCA2
212148_at,0.3093065,0.48408891,PBX1
224396_s_at,0.30931273,-0.80958615,ASPN
234651_at,0.30932783,-0.55088023,
232847_at,0.30935632,0.94859075,SALL3
239498_at,0.30936754,0.64184514,
227572_at,0.30936974,-0.65646941,USP30
222654_at,0.30941827,-0.41259047,IMPAD1
225085_at,0.30950448,0.79709374,USP40
225103_at,0.30951471,-0.60665651,MRPL38
210930_s_at,0.30952748,-0.99439203,ERBB2
215127_s_at,0.30954514,0.56127874,RBMS1
1570630_at,0.30954995,-0.96237488,
227633_at,0.30956536,-0.72845947,RHEB
212146_at,0.30956917,-0.64661996,PLEKHM2
224999_at,0.30958645,0.67864803,EGFR
243450_at,0.3095978,0.72801777,
1556865_at,0.30963701,-0.57879064,
200726_at,0.30968401,-0.44529032,PPP1CC
1564424_at,0.3096853,0.6336088,
239397_at,0.30974317,-1.03618292,ARHGEF7
238489_at,0.30974876,-0.41700859,PRKAA2
203126_at,0.30977781,0.96099195,IMPA2
236585_at,0.30979173,0.43134772,
236194_at,0.30980185,-0.48183674,
243017_at,0.30981903,0.82532952,USP27X-AS1
1553015_a_at,0.30987587,-0.93100185,RECQL4
203500_at,0.30988397,-0.9841683,GCDH
212508_at,0.30989061,-0.4575909,MOAP1
1555896_a_at,0.30990014,-0.529831,ADAM15
220282_at,0.30992237,-0.56208958,RIC3
204051_s_at,0.30992889,-0.91602331,SFRP4
1559194_a_at,0.30994503,0.95737303,CLEC4GP1
243383_at,0.30996976,1.23752165,
1569756_at,0.31000186,-1.23613877,LOC101927292
220535_at,0.31000457,-1.18951599,FAM90A1
240119_at,0.31002637,-1.50601398,TEPP
204996_s_at,0.3100277,0.98675002,CDK5R1
1561281_a_at,0.31003128,-1.49242969,LEMD1-AS1
228117_at,0.31004193,0.53541974,LOC102723722///NDUFA6-AS1
232107_at,0.31004816,-0.43691005,SDHC
213089_at,0.31012469,0.84232808,LOC100272216
236943_at,0.31013448,-1.04076722,
237561_x_at,0.31013723,0.93462802,
208921_s_at,0.31013959,0.40093664,SRI
230917_at,0.31015602,0.57872358,PLCG2
234610_at,0.31016366,0.73721993,HSPA12B
216952_s_at,0.31017571,-0.74204219,LMNB2
233057_at,0.31017983,-0.52795896,HSPB8
231977_at,0.31018328,-0.43861365,GRID1
218217_at,0.31021232,0.46062543,SCPEP1
204137_at,0.31022554,0.66882026,GPR137B
207682_s_at,0.31024926,0.63442489,KIF25
240833_at,0.31026038,0.9567777,
202049_s_at,0.31027194,0.56886696,ZMYM4
1556187_at,0.31027854,-0.53218077,ZNF555
236752_at,0.31034492,-0.36233597,
240855_at,0.31035833,-0.66206017,
215758_x_at,0.3103964,-0.46269263,ZNF93
218838_s_at,0.31040712,0.95523816,TTC31
205722_s_at,0.31041307,0.98420317,GFRA2
234495_at,0.3104229,0.74176356,KLK15
239013_at,0.31043312,-0.7738959,SEC22C
231174_s_at,0.31043716,0.43156955,EPB41L2
201090_x_at,0.31044687,-0.39785268,TUBA1B
37152_at,0.31044695,-0.49044718,PPARD
234034_at,0.31049672,0.4151208,
1569552_at,0.31060158,-1.17023107,PTPN18
241808_at,0.31061857,-0.43443137,ZC2HC1A
217861_s_at,0.31064411,-0.46871622,PREB
1561448_at,0.31074073,-0.68523781,LOC105375483
217335_at,0.31075372,-1.59388109,LOC55338
209525_at,0.31075431,0.45971123,HDGFRP3
239953_at,0.3107649,-0.68699504,ENTPD6
211703_s_at,0.31076624,0.41997198,TM2D1
235867_at,0.31078163,-0.52979528,GSTM3
243232_at,0.31080111,-1.07560226,
200646_s_at,0.3108587,0.95531323,NUCB1
209011_at,0.31087481,0.77942034,TRIO
1570424_at,0.3108942,-0.89907215,
243583_at,0.31090531,-1.14616933,
200920_s_at,0.31092013,-0.48495329,BTG1
220233_at,0.31096697,0.79923149,FBXO17
1555262_a_at,0.31099007,1.0465592,MAGI1
216572_at,0.31099284,0.88654295,FOXL1
1554291_at,0.31100653,-1.24646442,UHRF1BP1L
1559037_a_at,0.31102491,0.84977944,
230650_at,0.31102522,-1.05317859,SLCO5A1
204804_at,0.31103574,-1.06008624,TRIM21
200056_s_at,0.31105247,-0.52917267,C1D
1566039_a_at,0.31108505,-0.49725997,LOC100996385
242944_at,0.31109221,-0.58976607,FAM83A
224025_s_at,0.31109407,-0.68574694,ATG7
1554961_at,0.31110748,-0.52688949,FGFR4
1559069_at,0.31111437,0.74292196,ST20-MTHFS///MTHFS
234045_x_at,0.31113613,-1.08306222,BHLHE23
233045_at,0.31116015,0.84710416,
230493_at,0.31117203,0.87766079,SHISA2
211475_s_at,0.31118633,0.61218651,BAG1
211139_s_at,0.31119558,0.44184504,NAB1
214176_s_at,0.31120493,0.45229462,PBXIP1
200610_s_at,0.31126121,-0.35164382,NCL
228695_at,0.31130379,-0.4570492,C8orf46
226216_at,0.31134144,0.43006753,INSR
202073_at,0.31134951,-0.58429244,OPTN
222856_at,0.31141864,-0.91945251,APLN
240383_at,0.31150607,0.76337453,UBE2D3
1556777_a_at,0.31157343,0.45580924,LOC101928238
229439_s_at,0.31157477,0.73164878,RBM47
1567333_at,0.31158798,0.75111126,
200031_s_at,0.31164688,0.40912219,SNORD35B///RPS11
1570528_at,0.31164759,0.82084748,XYLT2
212867_at,0.31172081,0.55471723,NCOA2
200979_at,0.31173095,-0.41408368,PDHA1
1552541_at,0.31175719,-0.53156919,TAGAP
1557665_at,0.31178774,-0.64806894,
237666_at,0.3118132,0.85067822,XRRA1
1561619_at,0.31181416,-1.00466277,LINGO1-AS2
239891_x_at,0.31181649,0.38267044,RAB12
223159_s_at,0.31188141,0.99975388,NEK6
243297_at,0.31188231,0.94753341,
1557753_at,0.31193994,-0.84782147,LOC101927282
233219_at,0.31202035,0.40869112,
222398_s_at,0.31203901,0.53373306,EFTUD2
208692_at,0.31205453,-0.46634071,RPS3
244204_at,0.31206216,0.81582769,PRR3
243226_at,0.31208902,-0.65563826,
1552422_at,0.3121135,1.02585413,C10orf25
224243_at,0.31211595,0.47800729,APOA5
238244_at,0.31214338,-0.83318607,LINC00535
230200_at,0.31215783,-0.75779249,NSUN6
1556122_at,0.31216134,-0.83996676,RAB11B-AS1
1554550_at,0.31222631,0.50136919,CFAP97
202811_at,0.31231265,-0.43064345,STAMBP
210624_s_at,0.31234512,-0.57900968,ILVBL
1562577_at,0.31236629,-0.76127525,
229391_s_at,0.31240077,-0.91109863,FAM26F
217789_at,0.31241208,0.5528451,SNX6
203191_at,0.31241806,-0.9673942,ABCB6
215813_s_at,0.31241842,-0.74128971,PTGS1
240699_at,0.31244922,0.69687371,SEC14L3
235293_at,0.312453,0.4530802,
1554283_at,0.31254921,-1.26503083,NOCT
237486_at,0.31258939,-0.86842813,
229528_at,0.31260026,-0.71516957,SBNO1
1557585_at,0.31260688,-0.81897013,ATP6V1H
201228_s_at,0.31262984,0.53524693,ARIH2
234801_s_at,0.31264667,-1.08852629,ACSS1
210321_at,0.31266358,-0.97344644,GZMH
222140_s_at,0.3126996,-0.70112226,GPR89A///GPR89B
236101_at,0.31271049,-1.02527119,
225422_at,0.31271166,0.81772463,CDC26
202136_at,0.31272562,-0.39192889,ZMYND11
215281_x_at,0.31273609,0.89794395,POGZ
234347_s_at,0.31274864,-0.47584049,DENR
231173_at,0.31275585,-0.44432457,PYROXD1
214709_s_at,0.31275726,0.75653423,KTN1
204430_s_at,0.31281044,0.8667047,SLC2A5
203545_at,0.31282293,-0.58163207,ALG8
227291_s_at,0.31284486,0.60667982,BOLA3
236739_at,0.31285547,0.41782027,LINC01105
40420_at,0.31288228,0.53752813,STK10
227067_x_at,0.31289017,0.75800205,LOC101929796///LOC100996763///LOC100996717///NOTCH2NL///NOTCH2
1569981_at,0.31289999,0.86293179,
220209_at,0.31291527,0.8784056,PYY2
221178_at,0.31292915,-1.08903123,BAIAP2L2
