ID,P.Value,logFC,Gene.symbol
1569341_at,0.29072795,1.09801222,
1569892_at,0.29073369,-0.96006389,
1569867_at,0.29076687,-1.11465004,EME2
229524_at,0.29078925,0.84120827,EFCAB14
1563170_at,0.29079159,1.02028485,LOC101927059
243299_at,0.29079701,-0.65451468,
1556377_s_at,0.29081353,-0.52055968,LMO7
244868_at,0.29088976,-0.72891476,
220671_at,0.29090634,-0.88922269,NOCT
225118_at,0.29091954,-0.68247288,KMT5A
231463_at,0.2909249,-0.82651618,CNTD1
203334_at,0.29094998,0.61559776,DHX8
1569979_at,0.29096062,0.82016907,HKR1
230260_s_at,0.29096777,0.44839444,
1560296_at,0.29099448,-0.70837625,
224107_at,0.29099667,-0.82339231,
213441_x_at,0.29100492,-0.82042451,SPDEF
232136_s_at,0.29100961,0.53450835,CTTNBP2
216850_at,0.29101194,-0.57383731,LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNURF///SNRPN///IPW
231087_at,0.29102298,0.58928898,
242484_at,0.29103733,-0.5049476,TTC9B
218913_s_at,0.29103923,-0.57704854,GMIP
242018_at,0.29104296,0.51621044,
229969_at,0.29105372,-0.55948648,SEC63
241353_s_at,0.2911159,0.61492645,LOC100507507
236492_at,0.29111755,0.76111234,PPP2R2A
237479_at,0.29112049,-1.09810282,
215516_at,0.29115285,-0.72960685,LAMB4
207985_at,0.29115695,-0.71766719,
223356_s_at,0.29117311,-0.42162093,MTIF3
211920_at,0.2911934,0.80633697,CFB
222642_s_at,0.29119948,1.07430584,TMEM33
220731_s_at,0.29121738,0.65593197,NECAP2
217911_s_at,0.29121989,1.05573562,BAG3
220733_at,0.29123517,0.82537382,SLC26A1
224928_at,0.29124167,-0.61463213,SETD7
243327_at,0.29127473,0.80241062,
1563362_at,0.29130223,-1.00030735,D21S2090E
242490_at,0.29133183,-0.88044018,
240877_x_at,0.29134748,-0.55297518,
240316_at,0.29135493,1.20490434,C9orf57
221979_at,0.29135979,0.96677463,TOPORS-AS1
211270_x_at,0.29137579,0.43193833,PTBP1
227533_at,0.29139512,0.71956062,RALGPS2
230279_at,0.29139643,1.21251639,LINC01504
230519_at,0.29140094,0.4371757,FAM124A
1555378_at,0.29141538,-1.14487361,DBF4B
230031_at,0.29144437,-0.45943825,HSPA5
222859_s_at,0.29145793,-1.22230139,DAPP1
222278_at,0.2914627,-0.87957148,LOC101929726
1565743_at,0.29149683,0.63242023,N4BP2L2
212403_at,0.29152849,0.65304455,UBE3B
1570621_at,0.29162288,-0.96739554,
212013_at,0.291635,-1.02915928,PXDN
1555112_a_at,0.29165692,-0.65244435,CCDC181
209819_at,0.29168441,-0.77781012,HABP4
1557060_at,0.29169816,0.79717213,OVAAL
244886_at,0.29173508,-0.48977136,LOC389641
244384_at,0.29174843,1.44010891,
243702_at,0.29174917,-0.49647407,
202649_x_at,0.29175325,0.84314933,RPS19
1560697_at,0.29176466,0.86264053,TRHDE-AS1
235236_at,0.29178183,-0.9806851,
229341_at,0.29178775,-0.92442975,TFCP2L1
202038_at,0.29185471,0.56940543,UBE4A
223235_s_at,0.29186131,-0.76590776,SMOC2
1570523_s_at,0.29189575,-1.081636,ATG10
224271_x_at,0.29192868,0.79525589,FRMD8P1
205316_at,0.29193445,0.50884242,SLC15A2
241341_at,0.29194216,0.93958112,
213009_s_at,0.29197051,-0.41758313,TRIM37
1554882_at,0.2919718,1.19198384,ERCC8
1561963_at,0.29198156,-0.73313524,MIR4296
242988_at,0.29198554,0.97848507,DCST2
1564763_at,0.29202209,-0.51702805,
1564405_at,0.29202476,0.88516706,
235796_at,0.29208835,0.75121761,
220458_at,0.29212454,0.99645289,
206629_at,0.29213154,-0.51803701,ADAMTSL2
228795_at,0.29216473,0.62483609,PRKCB
204283_at,0.29217597,-0.58247999,FARS2
202622_s_at,0.2921952,0.45820462,ATXN2
210137_s_at,0.2922037,-1.00889737,DCTD
205124_at,0.29221279,-1.52358207,MEF2B///BORCS8///BORCS8-MEF2B
1556486_at,0.2922128,1.13185224,LOC105378577
1552903_at,0.29222828,1.29242933,B4GALNT2
208751_at,0.29222972,-1.10078106,NAPA
230674_at,0.29223765,1.06331021,LGR4
1556775_at,0.29229446,-1.3988291,
213595_s_at,0.29231279,0.48895099,CDC42BPA
1554880_at,0.29232091,-0.70429132,DKFZP434K028
244189_at,0.29233962,-0.67129457,TTC28-AS1
231453_at,0.29235023,-1.08694535,C17orf105
1555752_at,0.29235791,0.68632224,STH
217654_at,0.29236545,0.762868,CFLAR
216598_s_at,0.29237231,-0.72991164,CCL2
1569856_at,0.29239574,-1.38355853,TPP2
221125_s_at,0.29240842,-1.24041219,KCNMB3
227708_at,0.29244611,-1.02432259,EEF1A1
1557835_at,0.29246222,-0.8371907,
1570030_at,0.29249768,-1.1398043,ZNF396
208847_s_at,0.29251427,0.5212164,ADH5
233038_at,0.29255783,1.18625323,LOC105373942
239701_at,0.29256115,-0.8132645,
218732_at,0.29259522,0.61816975,PTRH2
206223_at,0.29261345,0.48951355,LMTK2
210956_at,0.29263033,-0.54058914,CH17-360D5.1///NPY4R
219432_at,0.29263323,-0.88371759,EVC
205080_at,0.29263453,-1.16454229,RARB
236092_at,0.29265213,-0.45769996,
220136_s_at,0.29265214,-1.20726021,CRYBA2
200785_s_at,0.29266546,0.96161513,LRP1
223987_at,0.29270228,0.90672044,CHRDL2
200766_at,0.29274722,0.88300839,CTSD
1570046_at,0.29281463,0.91316036,
1561445_at,0.29281507,0.9314346,
205423_at,0.29283772,-1.04580224,AP1B1
1566094_at,0.29290623,0.69376776,
211655_at,0.29296445,1.08505506,IGLC1
237827_at,0.29300531,-0.49707327,FAM205C
226446_at,0.2930379,0.93799852,HES6
1556039_s_at,0.29305914,-1.04968114,GPR173
238254_at,0.29308756,-0.89331247,ZNF677
204476_s_at,0.29311042,-0.78537431,PC
236231_at,0.29316708,0.74923627,ZNF271P
210106_at,0.2931704,-0.76753781,BLOC1S1-RDH5///RDH5
218872_at,0.29317348,-1.0765057,TESC
240837_at,0.29319124,0.66229866,FNDC7
232441_at,0.29320122,-1.05187808,KRR1
217552_x_at,0.29324945,1.35659478,CR1
1557807_a_at,0.29328008,0.6711218,
1563721_at,0.29330308,-1.34139239,
215303_at,0.29331449,-0.57309202,DCLK1
220381_at,0.2933207,-1.43679483,ARHGAP28
234379_at,0.29332553,0.89271951,FLT4
1569630_a_at,0.29332567,0.97525636,RUFY2
215403_at,0.29335259,1.35407135,
52837_at,0.2933664,-0.62338856,KIAA1644
225664_at,0.29336683,-0.55131884,COL12A1
233439_at,0.29342704,0.7084536,LETM1
215711_s_at,0.29346944,0.86355004,WEE1
1561864_at,0.29350329,0.92932796,
231595_at,0.29352204,-0.84688304,MRVI1-AS1
237411_at,0.29355313,-1.09082019,ADAMTS6
212813_at,0.29355686,0.40932816,JAM3
227829_at,0.29356477,0.55357597,LARGE2
234451_at,0.29363664,-0.977282,
209566_at,0.29364841,-0.48297367,INSIG2
233725_at,0.29365609,0.93184504,
207646_s_at,0.2936663,-1.12962314,CDY1B///CDY2B///CDY2A///CDY1
1558280_s_at,0.29370042,1.36769791,ARHGAP29
1566323_at,0.29370997,-1.24153576,MAF
216591_s_at,0.2937124,0.48624662,SDHC
1556551_s_at,0.29374864,0.57088317,SLC39A6
244631_at,0.29377465,0.76665639,LOC389834
239218_at,0.29381473,0.55551605,PDE1C
244830_at,0.29381754,-0.82731169,RASIP1
241703_at,0.29382476,-0.4818827,RUNDC3B
1553837_at,0.29383865,-0.87786333,PGAM5
203884_s_at,0.29384238,-0.73470947,RAB11FIP2
220042_x_at,0.29385257,0.64150986,HIVEP3
244435_at,0.29385355,0.77388583,FAM196A
201351_s_at,0.29386549,-0.48302927,YME1L1
1562948_at,0.29387413,0.67237235,
211091_s_at,0.29389413,-0.54245033,NF2
231827_at,0.29389872,0.92035626,
205492_s_at,0.29390009,0.86751785,DPYSL4
237468_at,0.29390175,1.43557832,
228149_at,0.29397918,-0.63427181,BMT2
217254_s_at,0.29399363,-0.60709718,EPO
212816_s_at,0.29400017,0.48484714,CBS
240930_at,0.2940342,-0.78631605,CRAMP1
210402_at,0.29404654,-0.99517735,KCNJ1
1569756_at,0.29407075,-0.80448327,LOC101927292
221355_at,0.29407831,-0.6081979,CHRNG
202012_s_at,0.29410838,0.42052976,EXT2
200941_at,0.29412126,-0.44233174,HSBP1
206563_s_at,0.29413398,-1.13826647,OPRL1
217630_at,0.29414855,-1.16725641,ANGEL2
207665_at,0.29417654,-0.5878777,ADAM21
217941_s_at,0.29417675,0.54589817,ERBIN
227480_at,0.29423409,-1.0644581,SUSD2
224218_s_at,0.29428848,0.50392244,TRPS1
244330_at,0.29432308,-0.99653968,
242077_x_at,0.29432811,0.41134,MB21D1
234575_at,0.29434428,0.49659133,ZNF71
1569790_at,0.29436561,-1.38997415,LOC100288590
1561854_at,0.29437633,-1.01637532,
237914_s_at,0.2944082,-0.46296801,
238485_at,0.29440901,-0.94388708,IQCH-AS1
208012_x_at,0.29441014,0.84589779,SP110
233726_at,0.29443255,-0.60074241,
226674_at,0.29446052,0.5349948,SHISA4
212174_at,0.29446495,0.87081931,AK2
201330_at,0.29447403,0.97540673,RARS
243634_at,0.2944773,1.23005904,SMIM14
1563030_at,0.29449328,0.99617513,
209409_at,0.29452523,-0.59279912,GRB10
203677_s_at,0.29452995,0.70342531,TARBP2
226457_at,0.29453805,-0.49748427,
224904_at,0.29459203,0.66629229,PDPR
1560634_a_at,0.29459239,1.0994609,LOC105373876
209833_at,0.29459291,0.50681059,CRADD
219676_at,0.2945988,1.05763001,ZSCAN16
229953_x_at,0.29461779,0.94592266,LCA5
239460_at,0.29464861,-0.82456447,CYP19A1
1566558_x_at,0.29464939,-0.49058767,BAIAP2-AS1
227659_at,0.29470514,-0.53397892,PLEKHA3
228728_at,0.29471698,-0.66544168,CPED1
205852_at,0.29471775,-0.54978295,CDK5R2
1561091_at,0.29472551,0.70766352,LINC01209
1561653_at,0.29472906,-1.53669354,
217675_at,0.29472944,-0.75863843,ZBTB7C
242695_at,0.29474291,0.58171282,
1560048_at,0.29476451,0.87884148,
1561398_at,0.294773,-0.71276536,LINC01505
208242_at,0.29478067,-0.72078032,RAX
1554607_at,0.29481452,-0.82691993,CNKSR2
1555513_at,0.29484103,-1.22320174,PIAS2
207328_at,0.29484219,0.75887394,ALOX15
1553338_at,0.29485374,-0.76791565,SDE2
242050_at,0.29487186,-0.51717996,
202218_s_at,0.29487352,0.91259259,FADS2
1569685_at,0.29487833,-0.70324937,COX10
214592_s_at,0.29489356,0.98182511,SNAPC5
226805_at,0.29496162,-0.49944326,FITM2
212483_at,0.29500854,0.59080086,NIPBL
208480_s_at,0.29501957,-1.04136874,LOC101930322///ABCC6
222579_at,0.29503173,-0.43967019,UBA5
228538_at,0.29503257,1.12842469,ZNF662
1570219_at,0.29505517,1.34978279,LOXL4
211596_s_at,0.29506336,0.4798812,LRIG1
242960_at,0.29507062,-0.82247844,
224906_at,0.29507393,0.52171292,ANO6
244109_at,0.29508371,-0.6265347,WDR38
242965_at,0.29509057,1.01163099,
220315_at,0.29510018,1.1925636,PARP11
207330_at,0.29515694,0.73181647,PZP
211619_s_at,0.29516093,-0.99030985,ALPPL2///ALPP
238968_at,0.29519672,-1.08662515,
240854_x_at,0.2952014,-0.83541418,
40093_at,0.29520387,-0.64063777,BCAM
232056_at,0.29520518,1.26075346,SCEL
238329_at,0.29521143,0.51257175,
221569_at,0.29523048,-0.50974475,AHI1
214337_at,0.29523283,0.57761114,COPA
211525_s_at,0.29523512,1.01247104,GP5
208213_s_at,0.29524321,-1.07028663,KCNAB1
244547_at,0.29526848,0.4736422,SGK494
230301_at,0.29529964,-1.01831906,
207042_at,0.29530377,0.89845838,E2F2
225023_at,0.29533918,-0.89463467,GOPC
231423_s_at,0.29534272,-1.11060097,ANKRD16
1563783_a_at,0.29534796,0.92277431,ZNF333
244555_at,0.29547297,-0.66533433,
229786_at,0.29549642,-0.49980738,RWDD2A
238317_x_at,0.29549958,1.06529489,
220133_at,0.29551359,-1.04762998,ODAM
216045_at,0.29551474,0.85884642,CCDC144A
1563498_s_at,0.29552535,0.61664049,SLC25A45
236058_at,0.29554171,1.15231082,KDF1
206604_at,0.29555924,-0.97518023,OVOL1
216611_s_at,0.29557502,0.70778105,SLC6A2
215628_x_at,0.29559748,0.4458,
224216_at,0.29560224,-0.73143535,
1557117_at,0.2956055,1.03316521,INTS6-AS1
234467_at,0.29562449,-1.12727453,
217452_s_at,0.29565426,-0.50572075,B3GALT2
1552502_s_at,0.29565471,0.53461551,RHBDL2
218745_x_at,0.29566443,-0.83812284,TMEM161A
211096_at,0.29567691,0.53079592,PBX2
238875_at,0.29569537,-1.07117732,
238650_x_at,0.29571297,0.53795973,WDR89
46270_at,0.29572019,0.45751421,UBAP1
1566001_at,0.29573773,-0.91200284,
243054_at,0.29574908,0.68407691,
202243_s_at,0.29577231,0.44564908,PSMB4
202709_at,0.2957772,-0.95989383,FMOD
221703_at,0.29583265,0.97176615,BRIP1
240620_at,0.29583712,-0.6538804,
1553613_s_at,0.29585784,0.55105897,FOXC1
218995_s_at,0.29588081,0.76672687,EDN1
1563316_at,0.29588807,-0.84412808,NEGR1-IT1
1555514_a_at,0.29591388,-0.497739,PIAS2
1560618_at,0.29592141,-0.94604439,
201495_x_at,0.29595697,0.95524751,MYH11
225761_at,0.29597166,1.02941707,PAPD4
202334_s_at,0.29600347,-0.4499306,UBE2B
226684_at,0.29600808,-0.59930368,ATG2B
243596_at,0.29601236,0.74086718,
205001_s_at,0.29601618,-1.30252871,DDX3Y
210237_at,0.29602809,0.63536452,ARTN
228328_at,0.29603222,0.59768552,KLHL28
203482_at,0.29603698,0.49635325,SLF2
233697_at,0.29607315,0.74559707,
202539_s_at,0.29607528,-0.48542608,HMGCR
229004_at,0.29607856,0.7234279,ADAMTS15
1552811_at,0.29608169,-0.83728048,WFIKKN1
228837_at,0.29609242,0.73129285,TCF4
209917_s_at,0.29609277,-1.14050445,TP53TG1
229528_at,0.29609626,-0.5569235,SBNO1
227477_at,0.29612639,0.8777718,ZMYND19
1555928_at,0.29615916,1.14127191,
1560511_at,0.29617111,-0.81176299,LOC105373065
225318_at,0.29618507,-0.4424989,WHSC1L1
215508_at,0.29622225,-1.03565613,BUB1
241651_at,0.29623676,-0.97310773,
1557185_at,0.29625112,0.73344308,TPCN1
207227_x_at,0.29625421,0.65652787,RFPL2
208643_s_at,0.2962754,-0.46914052,XRCC5
219148_at,0.29631397,-0.75537333,PBK
219564_at,0.29631669,-0.55094488,KCNJ16
233382_at,0.29633506,0.77516889,LOC145845
202041_s_at,0.2963509,-0.72527142,FIBP
204821_at,0.29637291,-0.82120149,BTN3A3
201664_at,0.2963781,-0.84878318,SMC4
204853_at,0.2963972,0.59925803,ORC2
228827_at,0.29642898,0.42745794,RUNX1T1
221804_s_at,0.29642989,0.52550975,FAM45A///FAM45BP
214876_s_at,0.29644338,0.8809093,TUBGCP5
1553809_a_at,0.29648807,-0.83719365,TMEM252
216567_at,0.2964967,1.14155545,MBP
240489_at,0.29649876,-0.97066343,
205452_at,0.29651163,0.96560026,PIGB
227942_s_at,0.29655565,-0.47697391,CRIPT
242558_at,0.29656989,0.70647444,
242609_x_at,0.29657933,0.48885899,
241830_at,0.29658964,1.16907895,NOL4L
235865_at,0.2965991,-0.80235064,CELF1
220946_s_at,0.29660982,0.61523717,SETD2
215244_at,0.2966579,-0.79870089,DGCR5
223261_at,0.29667404,1.15606306,POLK
1570644_at,0.29667976,-1.16571194,
224202_at,0.29668015,0.87118218,SUFU
219849_at,0.29669087,-1.02861002,ZNF671
207551_s_at,0.29670054,0.4729742,MSL3
220095_at,0.29674159,-0.87297259,CNTLN
210567_s_at,0.29675923,-0.50102687,SKP2
1555009_a_at,0.29675954,-0.89891283,SYNJ2
243936_x_at,0.29678198,-1.1828597,
222571_at,0.29679052,0.64491496,ST6GALNAC6
215745_at,0.29681015,-0.69055734,
1555417_a_at,0.29683019,0.83454465,TAS1R1
206046_at,0.29683646,-0.66528459,ADAM23
207033_at,0.29687931,0.92889464,GIF
214954_at,0.29690138,-1.01430712,SUSD5
230660_at,0.29690354,-0.50246582,SERTAD4
36499_at,0.29691223,0.41331555,CELSR2
208313_s_at,0.29692969,0.43454823,SF1
244060_at,0.29693137,-0.66787738,
241906_at,0.29696101,-1.3183811,
1554404_a_at,0.29696249,0.72594427,
201713_s_at,0.29697907,-0.53562979,RANBP2
225272_at,0.297014,-0.68313292,SAT2
226167_at,0.29702728,-0.92423093,SYT7
241111_at,0.29702801,-0.78811094,HSD3B1
244524_at,0.29703033,-1.05459063,LOC101927382///PAX8-AS1
230554_at,0.2970473,-0.72722269,ACSM2A
236504_x_at,0.2970481,-1.02043765,C6orf52
1555841_at,0.29704892,0.4185015,MSANTD3
1559268_at,0.29705334,0.55495379,ADAM23
244301_at,0.29715116,-1.05819982,LOC101929089
234273_at,0.29718044,0.72945546,
1553366_s_at,0.29718372,0.74855621,ANKRD23///ANKRD39
204763_s_at,0.29720541,-0.43868556,GNAO1
227071_at,0.29722186,0.89444405,ZNF414
1552757_s_at,0.29722435,0.9643736,C9orf66
223895_s_at,0.29727938,0.5618502,EPN3
1555299_s_at,0.29729665,0.64670954,ERVW-1
216455_at,0.29736516,-0.9652045,LOC101927181
242139_s_at,0.29738432,0.80425929,ERVK3-1///ZNF8
243118_at,0.29739927,-0.52793493,CEP57L1
207008_at,0.2974102,0.92629995,CXCR2
206783_at,0.2974226,0.79784368,FGF4
238143_at,0.29742971,-0.94327748,LYPD8
242690_at,0.29744842,0.94642421,ATP11C
219899_x_at,0.29745808,-1.03798249,NDOR1
1554600_s_at,0.29747618,1.00400117,LMNA
207383_s_at,0.29755891,-0.93605162,RHBDL1
221503_s_at,0.29756155,0.77988333,KPNA3
211405_x_at,0.29757284,-0.90598539,IFNA17
230354_at,0.29757856,-1.34157871,
229338_at,0.29758034,-1.03821739,LOC100289361
234612_at,0.29758588,-1.09699333,
220161_s_at,0.29759253,-0.78824885,EPB41L4B
211520_s_at,0.29759316,-0.54212904,GRIA1
1568574_x_at,0.29764753,0.79351896,SPP1
200617_at,0.29767312,-0.5719238,MLEC
227525_at,0.29767823,-0.57387292,GLCCI1
1552594_at,0.29773055,-0.74662614,TMEM190
1559843_s_at,0.29774947,-1.26701334,
235974_at,0.29775369,-0.6943755,EXOC4
243801_x_at,0.29780734,0.39956371,MRPL30
1554474_a_at,0.29784398,-0.77123805,MOXD1
1566124_a_at,0.29784701,-1.29560297,FABP6
217236_x_at,0.29784846,1.06526147,IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH
230931_at,0.29785665,0.68395652,PLG
1556839_s_at,0.29787493,0.98933139,LOC100289090
211516_at,0.29787709,-1.08448143,IL5RA
1569786_at,0.29788719,-0.95773557,LOC101929694
227315_x_at,0.29789523,0.9005668,PROSC
242684_at,0.29790554,-0.83408,ZNF425
211488_s_at,0.29790693,0.46617857,ITGB8
225130_at,0.29799494,0.54986845,ZRANB1
213678_at,0.29801877,0.98625354,TMEM151B
1570568_at,0.29803258,0.68160371,LOC100130502
208657_s_at,0.29804745,-0.89216739,9-Sep
208073_x_at,0.29808215,-0.44337541,TTC3P1///TTC3
1566571_at,0.29808279,0.79707951,
230206_at,0.29811596,0.7228025,DOCK5
1556670_at,0.2981586,-0.55039346,GTF3C2-AS1
217605_at,0.29816375,1.08000934,USP27X
239315_at,0.2981793,-0.83491654,LOC101928422///TCAF2
1568916_at,0.29819789,0.46286102,SPIRE2
202856_s_at,0.2981993,-0.76062234,MIR6787///SLC16A3
1556740_at,0.29822398,-0.827712,EGFLAM-AS2
1553494_at,0.2982599,-1.02183199,TDH
218210_at,0.29826118,-1.2059034,FN3KRP
1568375_at,0.2982697,-0.66636301,DEFB124
215545_at,0.29830848,-0.62279599,
212677_s_at,0.29830849,-0.93710029,CEP68
222337_at,0.29831465,-0.70373245,
232927_at,0.29833977,0.46743072,
238712_at,0.29836772,0.7029886,
215548_s_at,0.29837254,0.49730982,SCFD1
238598_s_at,0.29841135,0.83191015,
201665_x_at,0.2984132,0.46230353,RPS17
215466_at,0.29841344,0.66588353,
201796_s_at,0.29842135,-0.57986118,VARS
221708_s_at,0.29842549,0.57788331,UNC45A
219517_at,0.29843493,0.87303586,ELL3
241559_at,0.29844551,-1.33290191,
1564209_at,0.29845092,0.65697707,LINC00700
227240_at,0.29845958,-0.57045138,NGEF
221416_at,0.29849649,0.88419201,PLA2G2F
219904_at,0.29851502,-1.11318431,ZSCAN5A
239958_at,0.29852721,0.90624554,PSMD5-AS1
237341_at,0.29853889,1.44428651,
1553639_a_at,0.29858547,-1.2075573,PPARGC1B
218588_s_at,0.29858549,0.5334116,FAM114A2
241070_at,0.29861617,-0.8280423,
241462_at,0.29862768,0.6956622,
224383_at,0.29864289,0.60788186,RNF17
201981_at,0.29864356,-0.66269991,PAPPA
1563173_at,0.29866499,0.85348614,
201625_s_at,0.29866542,0.57773549,INSIG1
217269_s_at,0.29866744,0.54193936,TMPRSS15
221643_s_at,0.29867732,0.46299921,RERE
212585_at,0.29870786,-0.45118127,OSBPL8
1556051_a_at,0.29872479,-0.64513138,BICD1
235951_s_at,0.29873568,-1.4393955,ZNF688
225010_at,0.29876093,0.43018269,CCDC6
214959_s_at,0.29879004,-0.49866273,API5
215589_at,0.29881923,0.8306974,
207744_at,0.29882276,0.5328178,
211262_at,0.29882693,1.01216502,PCSK6
210440_s_at,0.29883092,-0.81782275,CDC14A
233875_at,0.29885158,0.49995488,
201888_s_at,0.2988639,0.43120185,IL13RA1
1563863_x_at,0.29888751,-0.87276604,TCEANC
1567377_at,0.29888755,-0.99137028,DNAH1
230718_at,0.29891512,1.0372222,HSF5
1559528_at,0.29891794,0.92973671,LOC100129917
238910_at,0.29893072,-1.16906633,CLUHP3
215493_x_at,0.29893324,1.02364523,BTN2A1
214987_at,0.29894198,0.5777686,GAB1
226616_s_at,0.29898589,0.42164464,NDUFV3
214354_x_at,0.2990046,0.54408048,SFTPB
220693_at,0.29903559,0.81642163,CCDC82
211768_at,0.29905429,0.86045956,LAT2
223657_at,0.29909836,0.99433684,FAM167B
222656_at,0.29912165,-1.11666455,UBE2W
1569849_at,0.2991298,1.27929893,LOC102723831
226223_at,0.29913027,0.91426477,PAWR
216100_s_at,0.29913243,0.5082119,TOR1AIP1
205817_at,0.29913665,0.71253498,SIX1
208996_s_at,0.29913811,-0.81683412,POLR2C
224613_s_at,0.29915266,-0.73190604,DNAJC5
243004_at,0.29919996,-0.52341906,
238835_at,0.29921948,0.87981098,AVPR1A
209827_s_at,0.29923419,0.90485685,IL16
229593_at,0.29923988,0.80476858,H2AFY
224826_at,0.29924054,0.67379678,GPCPD1
229239_x_at,0.29926842,-0.79488237,SLCO4A1
203878_s_at,0.29928819,-1.08820685,MMP11
237931_at,0.29935,-0.78464743,
1557943_at,0.29935086,-0.47478416,CNP
218970_s_at,0.29935569,0.90821971,CUTC
236097_at,0.29935748,0.79663345,
233979_s_at,0.29938126,1.08997134,ESPN
208161_s_at,0.29938567,-0.87209732,ABCC3
242224_at,0.29938642,-0.76220147,GPATCH2
214382_at,0.29939948,-0.74156334,UNC93A
223953_s_at,0.29939989,0.86286408,ZBTB37
236287_at,0.29940806,1.10329798,RASSF4
235852_at,0.29943559,0.82056727,STON2
211992_at,0.29943928,0.40130437,WNK1
227447_at,0.2994394,0.47989138,SKIV2L2
211754_s_at,0.29944203,-0.48723469,SLC25A17
239101_at,0.29948975,0.63430341,ITCH
214762_at,0.29950106,-0.5800433,ATP6V1G2
1555168_a_at,0.29950631,-0.51988717,CALN1
200684_s_at,0.2995195,0.54371731,UBE2L3
206608_s_at,0.29953035,-1.26304092,RPGRIP1
214691_x_at,0.29953247,0.42206216,FAM63B
243870_at,0.29955861,-1.14265205,
226942_at,0.29957128,-0.54850023,PHF20L1
203973_s_at,0.29958421,0.55296795,CEBPD
222885_at,0.29959246,0.70461098,EMCN
220052_s_at,0.29963797,0.79882352,TINF2
242261_at,0.29964637,-0.95765543,IREB2
1563319_at,0.29967853,0.72960746,
240719_at,0.29968064,-1.17820475,ISM1-AS1
217804_s_at,0.29970848,0.57646361,ILF3
206794_at,0.29970992,-0.62477454,ERBB4
242275_at,0.29979192,-0.92769177,
242973_at,0.29985217,-1.04490302,CACNA1C
230604_at,0.29988132,-1.2510989,
209484_s_at,0.29988715,0.54817186,NSL1
219244_s_at,0.29993926,-1.28077845,MRPL46
230489_at,0.29993928,0.65944343,CD5
206414_s_at,0.29994774,-0.92896637,ASAP2
1553998_at,0.29997208,-0.56739139,DMRTC1B///DMRTC1
1556963_at,0.29997478,1.121161,
216903_s_at,0.29998775,-0.91800043,MICU1
237237_at,0.29998956,-0.67980908,
218806_s_at,0.29999986,1.39592697,VAV3
223066_at,0.30000463,-0.49264597,SNAPIN
233502_at,0.30000649,-1.03789942,
214418_at,0.30001163,-0.73320408,CT62
205256_at,0.30001598,-0.88332927,ZBTB39
211299_s_at,0.3000268,0.5393443,FLOT2
201428_at,0.30004509,-0.60831291,CLDN4
1557522_x_at,0.30005209,-0.94987514,
1558014_s_at,0.30005333,-0.45091345,FAR1
235346_at,0.30005789,-0.76095677,FUNDC1
218763_at,0.30005942,0.77673868,STX18
1559580_at,0.30006393,-0.79184299,LRRC39
201294_s_at,0.30008066,0.54515567,WSB1
215318_at,0.300104,0.52459702,MINOS1P1
1555007_s_at,0.30012782,-1.0341701,WDR66
203868_s_at,0.30015037,0.83068277,VCAM1
1556972_at,0.30015473,-0.85618084,
205277_at,0.30015877,-0.479814,PRDM2
223454_at,0.30016271,0.57688038,CXCL16
218257_s_at,0.30016688,0.48014942,UGGT1
236969_at,0.30019165,1.04580553,GART
1555369_at,0.30022653,0.62272789,BAGE
208390_s_at,0.30025345,0.76756272,GLP1R
1552256_a_at,0.30026139,1.04387158,SCARB1
216306_x_at,0.30026696,0.45084164,MIR4745///PTBP1
215885_at,0.30028159,1.10239595,SSX2B
1558277_at,0.300301,0.50889808,ZNF740
225099_at,0.30030265,-0.58475939,FBXO45
214826_at,0.30030364,-0.51965572,PDE12
218570_at,0.30034412,-1.19366373,PTPMT1///KBTBD4
1554663_a_at,0.30039069,0.54699575,NUMA1
1565610_at,0.30043208,0.61099916,LOC100287290
206247_at,0.30044871,-0.82744874,MICB
1560500_at,0.30047675,0.9319154,
204692_at,0.30048197,0.80349908,SAP25///LRCH4
228309_at,0.30049343,-0.49104676,APMAP
234504_at,0.30056017,0.95551525,SUN5
208888_s_at,0.3005898,-0.56111068,NCOR2
222085_at,0.30059503,0.57737129,FAM174B
242843_at,0.30061522,-0.8968985,BCAN
234776_at,0.30065489,0.74762339,DMBX1
231073_at,0.30065578,-0.90429747,C1orf168
201659_s_at,0.30066225,-0.5073186,ARL1
1558765_a_at,0.30067445,1.04433171,
232812_at,0.30067986,0.9792976,LOC401052
244150_at,0.30068848,0.89196339,
220849_at,0.3007085,1.01667001,LOC79999
1558423_at,0.30071183,-1.17815723,LINC00265
209005_at,0.30071683,-1.08168577,FBXL5
1560177_at,0.30072664,-0.90679552,CCDC66
242183_at,0.3007378,0.78400811,IRGQ
1553729_s_at,0.30078438,0.85831697,LRRC43
228722_at,0.30079805,0.46563791,PRMT2
217580_x_at,0.30080869,0.45034976,
220019_s_at,0.30082694,0.51019755,ZNF224
215034_s_at,0.30083023,0.57397052,TM4SF1
1566527_at,0.30084032,0.86571617,
1565689_at,0.30084982,0.77779565,
237520_x_at,0.30087339,-1.02744958,
243181_at,0.30088393,-0.78923056,ANKIB1
